"id"	"熟性"	"叶柄色"	"科名"	"品质"	"品种名称"	"叶球重"	"叶面"	"株幅"	"开展度"	"省"	"单产"	"叶球横径"	"收获期"	"译名"	"口感性"	"可溶性糖"	"播种期"	"霜霉发病率"	"统一编号"	"种质库编号"	"学名"	"繁种单位"	"叶球抱合型"	"叶球心"	"TUMV发病率"	"耐旱性"	"属名"	"水分"	"叶色"	"粗纤维"	"抗虫性"	"叶球形状"	"耐涝性"	"生长期"	"贮藏性"	"备注"	"抗病性"	"叶球顶"	"单位编号"	"纤维含量"	"耐寒性"	"品种来源"	"叶球纵径"	"栽培时期"	"种子千粒重"	"株高"	"耐热性"
"44"	"--"	"--"	"Cruciferae(十字花科)"	"--"	"青口白菜"	"1100"	"微皱"	"--"	"34.0"	"四川"	"3000"	"--"	"--"	"QING KOU BAI CAI"	"淡"	"0.58"	"--"	"90"	"V02A0044"	"Ⅱ2A0098"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"成都市第一农科所"	"叠抱"	"包心"	"84"	"--"	"Brassica(芸薹属)"	"95.20"	"绿"	"0.88"	"--"	"长筒"	"--"	"120"	"--"	"熟食腌渍"	"--"	"--"	"C1-057"	"--"	"--"	"四川会理县"	"--"	"8中下-12下"	"--"	"40.0"	"--"
"45"	"--"	"--"	"Cruciferae(十字花科)"	"--"	"福山白菜"	"2500"	"微皱"	"--"	"40.0"	"四川"	"6000"	"--"	"--"	"FU SHAN BAI CAI"	"淡"	"0.71"	"--"	"77"	"V02A0045"	"Ⅱ2A0099"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"成都市第一农科所"	"褶抱"	"包心"	"73"	"--"	"Brassica(芸薹属)"	"95.70"	"绿"	"0.81"	"--"	"炮弹"	"--"	"120"	"--"	"熟食腌渍"	"--"	"--"	"C1-059"	"--"	"--"	"四川会理县"	"--"	"8中下-12下"	"--"	"53.0"	"--"
"46"	"--"	"--"	"Cruciferae(十字花科)"	"--"	"黄秧白"	"1500"	"微皱"	"--"	"50.0"	"四川"	"2500"	"--"	"--"	"HUANG YANG BAI"	"淡"	"0.76"	"--"	"70"	"V02A0046"	"Ⅱ2A0352"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"成都市第一农科所"	"合抱"	"包心"	"100"	"--"	"Brassica(芸薹属)"	"96.00"	"黄绿"	"0.53"	"--"	"橄榄"	"--"	"130"	"弱"	"--"	"--"	"--"	"C1-058"	"--"	"--"	"四川会理县"	"--"	"8中下-11中下"	"--"	"45.0"	"--"
"47"	"--"	"--"	"Cruciferae(十字花科)"	"--"	"竹筒白"	"2100"	"微皱"	"--"	"63.5"	"四川"	"3000"	"--"	"--"	"ZHU TONG BAI"	"略甜"	"1.24"	"--"	"60"	"V02A0047"	"Ⅱ2A0351"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"成都市第一农科所"	"拧抱"	"拧心"	"91"	"--"	"Brassica(芸薹属)"	"94.20"	"绿"	"0.73"	"--"	"长筒"	"--"	"100"	"--"	"--"	"--"	"--"	"C1-087"	"--"	"--"	"四川会理县"	"--"	"8中下-11中下"	"--"	"49.0"	"--"
"48"	"--"	"--"	"Cruciferae(十字花科)"	"--"	"洛阳白"	"2200"	"微皱"	"--"	"59.2"	"四川"	"3200"	"--"	"--"	"LUO YANG BAI"	"略甜"	"0.68"	"--"	"83"	"V02A0048"	"Ⅱ2A0387"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"成都市第一农科所"	"叠抱"	"包心"	"96"	"--"	"Brassica(芸薹属)"	"95.20"	"绿"	"0.67"	"--"	"倒卵"	"--"	"110"	"--"	"--"	"--"	"--"	"C1-115"	"--"	"--"	"四川会理县"	"--"	"8中下-12上"	"--"	"46.5"	"--"
"49"	"--"	"--"	"Cruciferae(十字花科)"	"--"	"天津白菜"	"2000"	"微皱"	"--"	"61.0"	"四川"	"3000"	"--"	"--"	"TIAN JIN BAI CAI"	"淡"	"0.66"	"--"	"100"	"V02A0049"	"Ⅱ2A0386"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"成都市第一农科所"	"叠抱"	"包心"	"80"	"--"	"Brassica(芸薹属)"	"96.20"	"绿"	"0.54"	"--"	"倒卵"	"--"	"100"	"--"	"杂,叠,合抱均"	"--"	"--"	"C1-114"	"--"	"--"	"四川会理县"	"--"	"8中下-11中下"	"--"	"45.5"	"--"
"50"	"--"	"--"	"Cruciferae(十字花科)"	"--"	"本地大白菜"	"1000"	"微皱"	"--"	"30.0"	"四川"	"2000"	"--"	"--"	"BEN DI DA BAI CAI"	"淡"	"1.12"	"--"	"70"	"V02A0050"	"Ⅱ2A0380"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"成都市第一农科所"	"合抱"	"包心"	"98"	"--"	"Brassica(芸薹属)"	"96.50"	"淡绿"	"0.76"	"--"	"矮桩"	"--"	"120"	"弱"	"--"	"--"	"--"	"C1-038"	"--"	"--"	"四川开江县"	"--"	"8中下-11中"	"--"	"22.0"	"--"
"51"	"--"	"白绿"	"Cruciferae(十字花科)"	"--"	"闽南40天抱头仔"	"600"	"平滑"	"--"	"28.0"	"福建"	"400"	"--"	"--"	"MIN NAN 40 TIAN BAO TOU ZI"	"略甜"	"0.68"	"--"	"70"	"V02A0127"	"Ⅱ2A0686"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"福州市蔬菜科研所"	"合抱"	"舒心"	"100"	"--"	"Brassica(芸薹属)"	"93.90"	"淡绿"	"0.84"	"--"	"短筒"	"--"	"60"	"中"	"--"	"--"	"圆圆"	"88-PD-12"	"--"	"--"	"福建泉州市"	"--"	"(7中.8下)-(9下.11上)"	"--"	"14.0"	"--"
"52"	"--"	"绿"	"Cruciferae(十字花科)"	"--"	"武平摘叶大白菜"	"600"	"微皱"	"--"	"41.0"	"福建"	"1625"	"--"	"--"	"WU PING ZHAI YE DA BAI CAI"	"甜"	"0.36"	"--"	"50"	"V02A0129"	"Ⅱ2A0120"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"福州市蔬菜科研所"	"褶抱"	"舒心"	"87"	"--"	"Brassica(芸薹属)"	"93.40"	"绿"	"0.75"	"--"	"--"	"--"	"45"	"弱"	"--"	"--"	"散顶"	"87-PD-1"	"--"	"--"	"福建武平县"	"--"	"(5下.8下)-(6下.11上)"	"--"	"50.0"	"--"
"53"	"--"	"白"	"Cruciferae(十字花科)"	"--"	"小根白菜"	"1300"	"微皱"	"--"	"48.0"	"甘肃"	"2750"	"--"	"--"	"XIAO GEN BAI CAI"	"略甜"	"--"	"--"	"89"	"V02A0138"	"Ⅱ2A0749"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"甘肃农科院蔬菜所"	"合抱"	"舒心"	"100"	"--"	"Brassica(芸薹属)"	"--"	"淡绿"	"--"	"--"	"长柱"	"--"	"70"	"中"	"--"	"--"	"--"	"甘Ⅱ2A001"	"--"	"--"	"甘肃高台县"	"--"	"3下.8上-6上.10中"	"--"	"40.0"	"--"
"54"	"--"	"白"	"Cruciferae(十字花科)"	"--"	"翻心菜"	"3000"	"微皱"	"--"	"63.0"	"甘肃"	"3750"	"--"	"--"	"FAN XIN CAI"	"甜"	"1.14"	"--"	"98"	"V02A0139"	"Ⅱ2A0269"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"甘肃农科院蔬菜所"	"合抱"	"翻心"	"100"	"--"	"Brassica(芸薹属)"	"94.70"	"淡绿"	"0.87"	"--"	"长柱"	"--"	"85"	"中"	"早年引自天津"	"--"	"--"	"甘Ⅱ2A004"	"--"	"--"	"甘肃酒泉市"	"--"	"7中-10中下"	"--"	"50.0"	"--"
"55"	"--"	"白绿"	"Cruciferae(十字花科)"	"--"	"改良白菜"	"2000"	"皱"	"--"	"67.0"	"甘肃"	"4500"	"--"	"--"	"GAI LIANG BAI CAI"	"甜"	"2.58"	"--"	"100"	"V02A0140"	"Ⅱ2A0009"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"甘肃农科院蔬菜所"	"拧抱"	"拧心"	"100"	"--"	"Brassica(芸薹属)"	"94.00"	"深绿"	"0.82"	"--"	"长筒"	"--"	"90"	"中"	"引自河北唐山"	"--"	"--"	"甘Ⅱ2A006"	"--"	"--"	"甘肃兰州市"	"--"	"8上-11上"	"--"	"50.0"	"--"
"56"	"--"	"白"	"Cruciferae(十字花科)"	"--"	"冠县包头白菜"	"2800"	"微皱"	"--"	"70.0"	"甘肃"	"4500"	"--"	"--"	"GUAN XIAN BAO TOU BAI CAI"	"淡"	"0.93"	"--"	"95"	"V02A0141"	"Ⅱ2A0010"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"甘肃农科院蔬菜所"	"叠抱"	"包心"	"100"	"--"	"Brassica(芸薹属)"	"95.90"	"绿"	"0.74"	"--"	"矮桩"	"--"	"100"	"强"	"引自山东冠县"	"--"	"平圆"	"甘Ⅱ2A015"	"--"	"--"	"甘肃兰州市"	"--"	"8上-11上"	"--"	"30.0"	"--"
"57"	"--"	"白"	"Cruciferae(十字花科)"	"--"	"洛阳二包头白菜"	"4500"	"微皱"	"--"	"82.0"	"甘肃"	"5000"	"--"	"--"	"LUO YANG ER BAO TOU BAI CAI"	"略甜"	"1.09"	"--"	"89"	"V02A0142"	"Ⅱ2A0271"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"甘肃农科院蔬菜所"	"叠抱"	"包心"	"100"	"--"	"Brassica(芸薹属)"	"95.20"	"黄绿"	"0.70"	"--"	"高桩"	"--"	"95"	"强"	"引自河南洛阳"	"--"	"平圆"	"甘Ⅱ2A012"	"--"	"--"	"甘肃兰州市"	"--"	"7下-11上"	"--"	"50.0"	"--"
"58"	"--"	"白"	"Cruciferae(十字花科)"	"--"	"半乌赤瓣十月白"	"300"	"中皱"	"--"	"27.0"	"广东"	"1500"	"--"	"--"	"BAN WU CHI BAN SHI YUE BAI"	"淡"	"0.24"	"--"	"60"	"V02A0154"	"Ⅱ2A0512"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"广东农科院经作所"	"叠抱"	"包心"	"100"	"--"	"Brassica(芸薹属)"	"95.50"	"绿"	"0.72"	"--"	"短筒"	"--"	"62"	"中"	"--"	"--"	"--"	"G3-10"	"--"	"--"	"广东潮州市"	"--"	"8中-10下"	"--"	"22.0"	"--"
"59"	"--"	"白"	"Cruciferae(十字花科)"	"--"	"早潮白"	"200"	"中皱"	"--"	"25.5"	"广东"	"1000"	"--"	"--"	"ZAO CHAO BAI"	"淡"	"0.41"	"--"	"60"	"V02A0155"	"Ⅱ2A0758"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"广东农科院经作所"	"叠抱"	"包心"	"91"	"--"	"Brassica(芸薹属)"	"94.80"	"绿"	"0.71"	"--"	"矮桩"	"--"	"67"	"中"	"--"	"--"	"圆圆"	"G3-11"	"--"	"--"	"广东潮州市"	"--"	"7下-9上"	"--"	"21.0"	"--"
"60"	"--"	"白"	"Cruciferae(十字花科)"	"--"	"迟潮白"	"200"	"中皱"	"--"	"27.0"	"广东"	"1500"	"--"	"--"	"CHI CHAO BAI"	"略甜"	"0.96"	"--"	"67"	"V02A0156"	"Ⅱ2A0759"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"广东农科院经作所"	"叠抱"	"包心"	"100"	"--"	"Brassica(芸薹属)"	"94.80"	"淡绿"	"0.67"	"--"	"矮桩"	"--"	"80"	"中"	"易抽薹"	"--"	"圆圆"	"G3-12"	"--"	"--"	"广东潮州市"	"--"	"9上-12"	"--"	"27.0"	"--"
"61"	"--"	"白"	"Cruciferae(十字花科)"	"--"	"元宵白"	"1000"	"中皱"	"--"	"55.0"	"广东"	"2750"	"--"	"--"	"YUAN XIAO BAI"	"甜"	"1.16"	"--"	"40"	"V02A0157"	"Ⅱ2A0507"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"广东农科院经作所"	"合抱"	"包心"	"64"	"--"	"Brassica(芸薹属)"	"92.90"	"绿"	"0.89"	"--"	"长筒"	"--"	"100"	"中"	"--"	"--"	"--"	"G3-4"	"--"	"--"	"广东潮州市"	"--"	"10-次年2"	"--"	"41.0"	"--"
"62"	"--"	"白"	"Cruciferae(十字花科)"	"--"	"中叶赤瓣十月白"	"200"	"中皱"	"--"	"31.0"	"广东"	"1500"	"--"	"--"	"ZHONG YE CHI BAN SHI YUE BAI"	"淡"	"0.36"	"--"	"67"	"V02A0158"	"Ⅱ2A0511"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"广东农科院经作所"	"叠抱"	"包心"	"98"	"--"	"Brassica(芸薹属)"	"95.50"	"绿"	"0.74"	"--"	"矮桩"	"--"	"67"	"中"	"--"	"--"	"圆圆"	"G3-9"	"--"	"--"	"广东潮州市"	"--"	"8-10"	"--"	"24.0"	"--"
"63"	"--"	"白"	"Cruciferae(十字花科)"	"--"	"黄点心"	"1000"	"微皱"	"--"	"54.0"	"贵州"	"1875"	"--"	"--"	"HUANG DIAN XIN"	"淡"	"--"	"--"	"--"	"V02A0165"	"Ⅱ2A1223"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"贵州农科院园艺所"	"竖心卷合"	"包心"	"--"	"--"	"Brassica(芸薹属)"	"--"	"黄绿"	"--"	"--"	"长筒"	"--"	"150"	"中"	"--"	"--"	"尖顶"	"2-A-22-34"	"--"	"--"	"贵州安顺市"	"--"	"7-次年4上"	"--"	"38.0"	"--"
"64"	"--"	"白"	"Cruciferae(十字花科)"	"--"	"毕节卷心白"	"1500"	"中皱"	"--"	"65.0"	"贵州"	"2000"	"--"	"--"	"BI JIE JUAN XIN BAI"	"--"	"1.04"	"--"	"73"	"V02A0166"	"Ⅱ2A1039"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"贵州农科院园艺所"	"合抱"	"舒心"	"84"	"--"	"Brassica(芸薹属)"	"95.50"	"绿"	"0.66"	"--"	"倒卵"	"--"	"100"	"--"	"--"	"--"	"--"	"2-A-22-73"	"--"	"--"	"贵州毕节县"	"--"	"7-11"	"--"	"35.0"	"--"
"65"	"--"	"白"	"Cruciferae(十字花科)"	"--"	"毕节清明白"	"1500"	"皱"	"--"	"40.0"	"贵州"	"2000"	"--"	"--"	"BI JIE QING MING BAI"	"淡"	"1.36"	"--"	"30"	"V02A0167"	"Ⅱ2A0499"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"贵州农科院园艺所"	"叠抱"	"包心"	"100"	"--"	"Brassica(芸薹属)"	"92.20"	"黄绿"	"1.16"	"--"	"矮桩"	"--"	"100"	"--"	"--"	"--"	"圆圆"	"2-A-22-52"	"--"	"--"	"贵州毕节县"	"--"	"7-11"	"--"	"35.0"	"--"
"66"	"--"	"白"	"Cruciferae(十字花科)"	"--"	"赤水黄秧白"	"1500"	"皱"	"--"	"65.0"	"贵州"	"1875"	"--"	"--"	"CHI SHUI HUANG YANG BAI"	"淡"	"1.11"	"--"	"60"	"V02A0168"	"Ⅱ2A0502"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"贵州农科院园艺所"	"竖心卷合"	"舒心"	"77"	"--"	"Brassica(芸薹属)"	"95.40"	"黄绿"	"0.77"	"--"	"长筒"	"--"	"90"	"--"	"--"	"--"	"--"	"2-A-22-39"	"--"	"--"	"贵州赤水县"	"--"	"7-11"	"--"	"45.0"	"--"
"67"	"--"	"绿白"	"Cruciferae(十字花科)"	"--"	"四月慢"	"2000"	"微皱"	"--"	"50.0"	"贵州"	"1525"	"--"	"--"	"SI YUE MAN"	"淡"	"0.93"	"--"	"43"	"V02A0169"	"Ⅱ2A0500"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"贵州农科院园艺所"	"叠抱"	"包心"	"98"	"--"	"Brassica(芸薹属)"	"94.80"	"绿"	"0.96"	"--"	"高桩"	"--"	"110"	"--"	"--"	"--"	"圆圆"	"2-A-22-53"	"--"	"--"	"贵州道真县"	"--"	"7-11"	"--"	"30.0"	"--"
"68"	"--"	"白"	"Cruciferae(十字花科)"	"--"	"包叶黄"	"5000"	"皱"	"--"	"60.0"	"河北"	"5000"	"--"	"--"	"BAO YE HUANG"	"中"	"3.03"	"--"	"100"	"V02A0193"	"Ⅱ2A0440"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"河北农科院蔬菜所"	"叠抱"	"包心"	"98"	"--"	"Brassica(芸薹属)"	"91.60"	"淡绿"	"1.04"	"--"	"矮桩"	"--"	"98"	"中"	"--"	"--"	"圆圆"	"白82号"	"--"	"--"	"河北保定市"	"--"	"8上-11中"	"--"	"44.0"	"--"
"69"	"--"	"绿白"	"Cruciferae(十字花科)"	"--"	"早黑叶"	"4700"	"皱"	"--"	"46.0"	"河北"	"6000"	"--"	"--"	"ZAO HEI YE"	"甜"	"1.24"	"--"	"98"	"V02A0194"	"Ⅱ2A0442"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"河北农科院蔬菜所"	"叠抱"	"包心"	"89"	"--"	"Brassica(芸薹属)"	"94.80"	"深绿"	"0.73"	"--"	"矮桩"	"--"	"80"	"中"	"--"	"--"	"圆圆"	"白85号"	"--"	"--"	"河北保定市"	"--"	"8中-11中"	"--"	"36.0"	"--"
