"id"	"耐旱性"	"科名"	"保存编号"	"库编号"	"锈脚"	"原产地"	"鲜皮厚度"	"叶色"	"雌蕾色"	"根型"	"花叶病"	"麻骨色"	"原麻产量"	"叶形"	"备注"	"分株力"	"雌蕾现蕾期"	"蔸型"	"译名"	"单纤维强力"	"生长整齐度"	"品种名称"	"生长均匀度"	"抗风性"	"工艺成熟天"	"叶面皱纹"	"省"	"学名"	"统一编号"	"雌花开花期"	"保存单位"	"单纤支数"	"属名"	"鲜皮出麻率"	"种子来源"	"株高"	"有效株率"	"茎粗"	"单位编号"	"米色"	"抽穗日数"	"北纬"	"粒色"	"高程"	"单株秆重"	"粗蛋白"	"东经"	"主茎节数"	"刺毛长度"	"单株粒重"	"蚕豆"	"脂肪酸160"
"97"	"弱"	"Urticaceae(荨麻科)"	"105"	"105"	"短"	"湘浏阳县"	"0.65"	"绿"	"微红"	"浅"	"MS"	"绿白"	"75.0"	"近圆"	"--"	"强"	"9月中旬"	"串生"	"liuyangjigubai1hao"	"49.4"	"整齐"	"浏阳鸡骨白1号"	"均匀"	"中"	"197"	"少"	"湖南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00322"	"9月下旬"	"中国农科院麻类所"	"1497"	"Boehmeria(苎麻属)"	"9.7"	"湘浏阳县"	"131.0"	"73.7"	"0.87"														
"98"	"弱"	"Urticaceae(荨麻科)"	"106"	"106"	"无"	"湘浏阳县"	"0.71"	"绿"	"微红"	"浅"	"MS"	"黄白"	"65.0"	"近圆"	"--"	"强"	"9月中旬"	"串生"	"liuyangjigubai2hao"	"55.0"	"整齐"	"浏阳鸡骨白2号"	"均匀"	"中"	"187"	"少"	"湖南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00323"	"9月下旬"	"中国农科院麻类所"	"1632"	"Boehmeria(苎麻属)"	"9.2"	"湘浏阳县"	"139.0"	"78.8"	"0.86"														
"99"	"中"	"Urticaceae(荨麻科)"	"243"	"243"	"长"	"湘宁远县"	"0.78"	"深绿"	"黄白"	"中"	"R"	"绿白"	"80.0"	"近圆"	"--"	"强"	"9月中旬"	"散生"	"baicima"	"43.5"	"较整齐"	"白疵麻"	"较均匀"	"强"	"184"	"多"	"湖南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00353"	"9月下旬"	"中国农科院麻类所"	"1695"	"Boehmeria(苎麻属)"	"12.6"	"湘宁远县"	"144.0"	"73.0"	"0.93"														
"100"	"弱"	"Urticaceae(荨麻科)"	"34"	"34"	"长"	"湘东安县"	"0.59"	"绿"	"深红"	"中"	"I"	"黄白"	"90.0"	"近圆"	"--"	"强"	"9月上旬"	"散生"	"donganyuanma"	"49.4"	"不整齐"	"东安圆麻"	"均匀"	"中"	"192"	"少"	"湖南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00354"	"9月中旬"	"中国农科院麻类所"	"1865"	"Boehmeria(苎麻属)"	"9.0"	"湘东安县"	"144.0"	"66.8"	"0.89"														
"101"	"中"	"Urticaceae(荨麻科)"	"55"	"55"	"短"	"湘中麻所"	"0.82"	"深绿"	"微红"	"深"	"MR"	"绿白"	"130.0"	"卵圆"	"--"	"中"	"9月上旬"	"丛生"	"xiangzhuyihao"	"48.6"	"整齐"	"湘苎一号"	"均匀"	"弱"	"203"	"多"	"湖南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00355"	"9月中旬"	"中国农科院麻类所"	"1666"	"Boehmeria(苎麻属)"	"12.5"	"湘中麻所"	"160.0"	"84.1"	"1.00"														
"102"	"中"	"Urticaceae(荨麻科)"	"556"	"556"	"短"	"湘沅江县"	"0.88"	"深绿"	"红"	"深"	"R"	"绿白"	"125.0"	"尖椭"	"--"	"弱"	"9月中旬"	"丛生"	"niuer'qing"	"35.1"	"整齐"	"牛耳青"	"均匀"	"中"	"195"	"多"	"湖南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00356"	"9月下旬"	"中国农科院麻类所"	"2000"	"Boehmeria(苎麻属)"	"11.9"	"湘沅江县"	"162.0"	"82.0"	"0.93"														
"103"	"强"	"Urticaceae(荨麻科)"	"--"	"1021"	"短"	"湘中麻所"	"0.90"	"深绿"	"黄白"	"深"	"R"	"绿白"	"140.0"	"近圆"	"--"	"弱"	"9月中旬"	"丛生"	"xiangzhu2hao"	"35.8"	"整齐"	"湘苎2号"	"均匀"	"强"	"210"	"多"	"湖南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00357"	"10月上旬"	"中国农科院麻类所"	"1860"	"Boehmeria(苎麻属)"	"11.3"	"湘中麻所"	"170.0"	"82.6"	"1.10"														
"104"	"强"	"Urticaceae(荨麻科)"	"1"	"70"	"长"	"黔荔波县"	"0.53"	"深绿"	"黄绿"	"深"	"MS"	"绿白"	"100.0"	"卵圆"	"--"	"中"	"9月下旬"	"丛生"	"dadouma"	"48.3"	"整齐"	"大蔸麻"	"均匀"	"中"	"176"	"多"	"贵州"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00358"	"--"	"贵州省麻科所"	"1308"	"Boehmeria(苎麻属)"	"12.0"	"黔荔波县"	"142.0"	"75.0"	"0.95"														
"105"	"中"	"Urticaceae(荨麻科)"	"2"	"356"	"长"	"黔荔波县"	"0.52"	"绿"	"红"	"中"	"R"	"绿白"	"100.0"	"尖椭"	"--"	"强"	"8月上旬"	"散生"	"shuibaima"	"39.0"	"较整齐"	"水白麻"	"均匀"	"中"	"175"	"少"	"贵州"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00359"	"8月下旬"	"贵州省麻科所"	"1405"	"Boehmeria(苎麻属)"	"12.0"	"黔荔波县"	"136.0"	"67.0"	"0.79"														
"106"	"强"	"Urticaceae(荨麻科)"	"3"	"360"	"长"	"黔平塘县"	"0.45"	"绿"	"黄绿"	"深"	"MS"	"绿白"	"100.0"	"卵圆"	"--"	"中"	"8月中旬"	"丛生"	"dadaoma"	"54.0"	"整齐"	"大刀麻"	"均匀"	"中"	"176"	"多"	"贵州"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00360"	"--"	"贵州省麻科所"	"1105"	"Boehmeria(苎麻属)"	"10.9"	"黔平塘县"	"144.0"	"69.7"	"0.97"														
"107"	"弱"	"Urticaceae(荨麻科)"	"4"	"330"	"长"	"黔平塘县"	"0.50"	"深绿"	"红"	"浅"	"S"	"绿白"	"130.0"	"尖椭"	"--"	"强"	"8月上旬"	"串生"	"pingtangyuanma"	"41.4"	"整齐"	"平塘圆麻"	"均匀"	"强"	"165"	"少"	"贵州"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00361"	"8月下旬"	"贵州省麻科所"	"2595"	"Boehmeria(苎麻属)"	"9.9"	"黔平塘县"	"138.0"	"62.6"	"0.73"														
"108"	"中"	"Urticaceae(荨麻科)"	"5"	"363"	"长"	"黔罗甸县"	"0.35"	"深绿"	"黄绿"	"中"	"S"	"绿白"	"80.0"	"卵圆"	"--"	"中"	"9月中旬"	"散生"	"luodianqingma"	"53.0"	"较整齐"	"罗甸青麻"	"不均匀"	"中"	"176"	"多"	"贵州"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00362"	"10月中旬"	"贵州省麻科所"	"1778"	"Boehmeria(苎麻属)"	"10.3"	"黔罗甸县"	"133.0"	"73.0"	"0.92"														
"109"	"强"	"Urticaceae(荨麻科)"	"16"	"648"	"长"	"黔长顺县"	"0.65"	"绿"	"淡红"	"中"	"MR"	"绿白"	"120.0"	"尖椭"	"--"	"中"	"8月下旬"	"散生"	"changshungoupima1hao"	"60.2"	"整齐"	"长顺枸皮麻1号"	"均匀"	"中"	"185"	"少"	"贵州"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00373"	"9月中旬"	"贵州省麻科所"	"2085"	"Boehmeria(苎麻属)"	"11.3"	"黔长顺县"	"168.0"	"86.4"	"0.98"														
"110"	"中"	"Urticaceae(荨麻科)"	"17"	"329"	"长"	"黔长顺县"	"0.73"	"绿"	"淡红"	"中"	"MR"	"绿白"	"160.0"	"卵圆"	"--"	"强"	"8月上旬"	"散生"	"changshungoupima2hao"	"51.2"	"整齐"	"长顺枸皮麻2号"	"均匀"	"强"	"177"	"多"	"贵州"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00374"	"9月上旬"	"贵州省麻科所"	"2323"	"Boehmeria(苎麻属)"	"11.5"	"黔长顺县"	"178.0"	"70.2"	"0.89"														
"111"	"中"	"Urticaceae(荨麻科)"	"18"	"354"	"长"	"黔长顺县"	"0.58"	"深绿"	"红"	"中"	"MR"	"绿白"	"80.0"	"卵圆"	"--"	"中"	"8月上旬"	"散生"	"changshungoupima3hao"	"61.9"	"较整齐"	"长顺枸皮麻3号"	"均匀"	"中"	"176"	"多"	"贵州"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00375"	"9月上旬"	"贵州省麻科所"	"1699"	"Boehmeria(苎麻属)"	"8.9"	"黔长顺县"	"169.0"	"66.9"	"1.05"														
"112"	"中"	"Urticaceae(荨麻科)"	"19"	"--"	"长"	"黔长顺县"	"0.65"	"深绿"	"淡红"	"中"	"MR"	"绿白"	"90.0"	"近圆"	"--"	"中"	"9月中旬"	"散生"	"changshungoupima4hao"	"38.9"	"较整齐"	"长顺枸皮麻4号"	"不均匀"	"强"	"174"	"多"	"贵州"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00376"	"9月下旬"	"贵州省麻科所"	"2087"	"Boehmeria(苎麻属)"	"6.3"	"黔长顺县"	"96.0"	"65.7"	"0.75"														
"113"	"弱"	"Urticaceae(荨麻科)"	"30"	"409"	"短"	"黔正安县"	"0.70"	"绿"	"淡红"	"浅"	"R"	"绿白"	"60.0"	"尖椭"	"--"	"中"	"8月上旬"	"串生"	"xinggenma1hao"	"73.2"	"较整齐"	"行根麻1号"	"均匀"	"强"	"179"	"少"	"贵州"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00387"	"9月上旬"	"贵州省麻科所"	"1460"	"Boehmeria(苎麻属)"	"9.2"	"黔正安县"	"135.0"	"59.2"	"0.78"														
"114"	"弱"	"Urticaceae(荨麻科)"	"31"	"410"	"长"	"黔正安县"	"0.43"	"绿"	"淡红"	"浅"	"MS"	"绿白"	"70.0"	"卵圆"	"--"	"强"	"8月上旬"	"串生"	"xinggenma2hao"	"44.3"	"较整齐"	"行根麻2号"	"不均匀"	"中"	"178"	"少"	"贵州"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00388"	"9月上旬"	"贵州省麻科所"	"1685"	"Boehmeria(苎麻属)"	"12.2"	"黔正安县"	"136.0"	"59.1"	"0.81"														
"115"	"强"	"Urticaceae(荨麻科)"	"36"	"443"	"长"	"黔正安县"	"0.48"	"绿"	"红"	"中"	"S"	"绿白"	"60.0"	"椭圆"	"--"	"中"	"8月上旬"	"散生"	"xinhongqingganma1hao"	"53.3"	"较整齐"	"新洪青秆麻1号"	"均匀"	"强"	"172"	"少"	"贵州"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00393"	"8月下旬"	"贵州省麻科所"	"1711"	"Boehmeria(苎麻属)"	"13.7"	"黔正安县"	"171.0"	"65.5"	"1.10"														
"116"	"强"	"Urticaceae(荨麻科)"	"37"	"444"	"长"	"黔正安县"	"0.63"	"绿"	"红"	"中"	"MR"	"绿白"	"115.0"	"尖椭"	"--"	"中"	"8月中旬"	"散生"	"xinhongqingganma2hao"	"64.4"	"整齐"	"新洪青秆麻2号"	"均匀"	"强"	"181"	"少"	"贵州"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00394"	"9月上旬"	"贵州省麻科所"	"1536"	"Boehmeria(苎麻属)"	"15.5"	"黔正安县"	"175.0"	"65.0"	"1.12"														
"117"	"强"	"Urticaceae(荨麻科)"	"45"	"418"	"短"	"黔道真县"	"0.45"	"绿"	"黄白"	"中"	"R"	"绿白"	"65.0"	"卵圆"	"--"	"中"	"8月中旬"	"散生"	"xinminbaima1hao"	"49.1"	"较整齐"	"新民白麻1号"	"较均匀"	"弱"	"176"	"少"	"贵州"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00402"	"9月中旬"	"贵州省麻科所"	"1759"	"Boehmeria(苎麻属)"	"7.4"	"黔道真县"	"140.0"	"44.9"	"0.87"														
"118"	"弱"	"Urticaceae(荨麻科)"	"46"	"419"	"长"	"黔道真县"	"0.45"	"绿"	"淡红"	"浅"	"S"	"绿白"	"80.0"	"椭圆"	"--"	"强"	"8月中旬"	"串生"	"xinminbaima2hao"	"45.0"	"较整齐"	"新民白麻2号"	"均匀"	"强"	"177"	"少"	"贵州"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00403"	"9月下旬"	"贵州省麻科所"	"2032"	"Boehmeria(苎麻属)"	"8.7"	"黔道真县"	"138.0"	"61.9"	"0.85"														
"119"	"强"	"Urticaceae(荨麻科)"	"47"	"327"	"长"	"黔桐梓县"	"0.62"	"深绿"	"淡红"	"中"	"R"	"绿白"	"140.0"	"卵圆"	"--"	"中"	"8月中旬"	"散生"	"tongzikongganma1hao"	"38.0"	"整齐"	"桐梓空秆麻1号"	"均匀"	"强"	"173"	"少"	"贵州"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00404"	"9月中旬"	"贵州省麻科所"	"2135"	"Boehmeria(苎麻属)"	"10.8"	"黔桐梓县"	"178.0"	"62.2"	"1.04"														
"120"	"强"	"Urticaceae(荨麻科)"	"48"	"353"	"长"	"黔桐梓县"	"0.82"	"深绿"	"淡红"	"中"	"R"	"绿白"	"70.0"	"椭圆"	"--"	"中"	"8月下旬"	"散生"	"tongzikongganma2hao"	"38.9"	"较整齐"	"桐梓空秆麻2号"	"均匀"	"强"	"184"	"少"	"贵州"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00405"	"9月下旬"	"贵州省麻科所"	"1303"	"Boehmeria(苎麻属)"	"10.0"	"黔桐梓县"	"149.0"	"71.9"	"0.94"														
"121"	"强"	"Urticaceae(荨麻科)"	"57"	"393"	"长"	"黔遵义县"	"0.57"	"深绿"	"淡红"	"中"	"R"	"绿白"	"70.0"	"卵圆"	"--"	"中"	"8月上旬"	"散生"	"panshuihuangganma1hao"	"27.4"	"较整齐"	"畔水黄秆麻1号"	"较均匀"	"强"	"187"	"多"	"贵州"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00414"	"8月下旬"	"贵州省麻科所"	"1532"	"Boehmeria(苎麻属)"	"8.3"	"黔遵义县"	"143.0"	"52.8"	"0.86"														
"122"	"强"	"Urticaceae(荨麻科)"	"58"	"338"	"长"	"黔遵义县"	"0.42"	"绿"	"红"	"中"	"MR"	"绿白"	"105.0"	"近圆"	"--"	"中"	"8月上旬"	"散生"	"panshuihuangganma2hao"	"31.3"	"较整齐"	"畔水黄秆麻2号"	"均匀"	"强"	"182"	"少"	"贵州"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00415"	"8月下旬"	"贵州省麻科所"	"2028"	"Boehmeria(苎麻属)"	"8.9"	"黔遵义县"	"153.0"	"60.7"	"0.90"														
"123"	"强"	"Urticaceae(荨麻科)"	"59"	"427"	"长"	"黔遵义县"	"0.57"	"深绿"	"淡红"	"浅"	"MS"	"绿白"	"90.0"	"近圆"	"--"	"中"	"8月上旬"	"串生"	"tuandouma1hao"	"50.5"	"整齐"	"团蔸麻1号"	"均匀"	"强"	"180"	"少"	"贵州"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00416"	"8月下旬"	"贵州省麻科所"	"1824"	"Boehmeria(苎麻属)"	"7.7"	"黔遵义县"	"145.0"	"46.8"	"0.86"														
"124"	"中"	"Urticaceae(荨麻科)"	"60"	"651"	"短"	"黔遵义县"	"0.55"	"浅绿"	"红"	"深"	"S"	"绿白"	"35.0"	"卵圆"	"--"	"弱"	"8月上旬"	"丛生"	"tuandouma2hao"	"26.2"	"不整齐"	"团蔸麻2号"	"不均匀"	"中"	"183"	"多"	"贵州"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00417"	"8月下旬"	"贵州省麻科所"	"2667"	"Boehmeria(苎麻属)"	"6.6"	"黔遵义县"	"141.0"	"52.9"	"0.92"														
"125"	"强"	"Urticaceae(荨麻科)"	"61"	"428"	"长"	"黔遵义县"	"0.75"	"绿"	"红"	"中"	"S"	"绿白"	"50.0"	"卵圆"	"--"	"中"	"8月上旬"	"散生"	"tuandouma3hao"	"28.7"	"较整齐"	"团蔸麻3号"	"较均匀"	"强"	"176"	"多"	"贵州"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00418"	"8月下旬"	"贵州省麻科所"	"2686"	"Boehmeria(苎麻属)"	"4.0"	"黔遵义县"	"134.0"	"55.9"	"0.85"														
"126"	"中"	"Urticaceae(荨麻科)"	"81"	"337"	"短"	"黔溶江县"	"0.45"	"深绿"	"淡红"	"浅"	"MS"	"绿白"	"85.0"	"卵圆"	"--"	"强"	"8月上旬"	"串生"	"rongjiangbaima1hao"	"35.9"	"整齐"	"榕江白麻1号"	"均匀"	"强"	"179"	"多"	"贵州"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00438"	"8月下旬"	"贵州省麻科所"	"1835"	"Boehmeria(苎麻属)"	"8.7"	"黔溶江县"	"142.0"	"66.7"	"0.90"														
"127"	"强"	"Urticaceae(荨麻科)"	"82"	"331"	"长"	"黔溶江县"	"0.68"	"深绿"	"红"	"中"	"MS"	"绿白"	"80.0"	"近圆"	"--"	"弱"	"8月上旬"	"散生"	"rongjiangbaima2hao"	"29.5"	"较整齐"	"榕江白麻2号"	"较均匀"	"强"	"189"	"多"	"贵州"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00439"	"8月下旬"	"贵州省麻科所"	"1800"	"Boehmeria(苎麻属)"	"8.5"	"黔溶江县"	"112.0"	"57.6"	"0.85"														
"128"	"强"	"Urticaceae(荨麻科)"	"87"	"347"	"长"	"黔天柱县"	"0.43"	"绿"	"红"	"中"	"MR"	"绿白"	"65.0"	"尖椭"	"--"	"弱"	"8月上旬"	"散生"	"tianzhuyuanma1hao"	"66.2"	"较整齐"	"天柱圆麻1号"	"均匀"	"中"	"176"	"多"	"贵州"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00444"	"9月上旬"	"贵州省麻科所"	"1730"	"Boehmeria(苎麻属)"	"10.2"	"黔天柱县"	"151.0"	"79.6"	"0.93"														
"129"	"强"	"Urticaceae(荨麻科)"	"88"	"1066"	"长"	"黔天柱县"	"0.52"	"绿"	"红"	"中"	"MS"	"绿白"	"135.0"	"尖椭"	"--"	"强"	"8月上旬"	"散生"	"tianzhuyuanma2hao"	"72.9"	"整齐"	"天柱圆麻2号"	"均匀"	"强"	"166"	"多"	"贵州"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00445"	"8月下旬"	"贵州省麻科所"	"1099"	"Boehmeria(苎麻属)"	"10.8"	"黔天柱县"	"130.0"	"77.9"	"0.80"														
"130"	"强"	"Urticaceae(荨麻科)"	"99"	"431"	"长"	"黔麻江县"	"0.78"	"绿"	"红"	"浅"	"MR"	"绿白"	"135.0"	"近圆"	"--"	"强"	"8月中旬"	"串生"	"majiangqingpima1hao"	"44.1"	"较整齐"	"麻江青皮麻1号"	"较均匀"	"强"	"175"	"多"	"贵州"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00456"	"8月下旬"	"贵州省麻科所"	"1528"	"Boehmeria(苎麻属)"	"9.8"	"黔麻江县"	"153.0"	"59.0"	"0.90"														
"131"	"弱"	"Urticaceae(荨麻科)"	"100"	"435"	"长"	"黔麻江县"	"0.68"	"绿"	"淡红"	"浅"	"R"	"绿白"	"45.0"	"近圆"	"--"	"强"	"8月下旬"	"串生"	"majiangqingpima2hao"	"38.6"	"较整齐"	"麻江青皮麻2号"	"较均匀"	"强"	"171"	"多"	"贵州"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00457"	"9月上旬"	"贵州省麻科所"	"1881"	"Boehmeria(苎麻属)"	"9.3"	"黔麻江县"	"94.0"	"64.6"	"0.63"														
"132"	"弱"	"Urticaceae(荨麻科)"	"115"	"638"	"长"	"黔安顺市"	"0.52"	"绿"	"红"	"浅"	"R"	"绿白"	"35.0"	"椭圆"	"--"	"强"	"8月上旬"	"串生"	"anshunyuanma1hao"	"30.1"	"较整齐"	"安顺圆麻1号"	"较均匀"	"强"	"177"	"少"	"贵州"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00472"	"8月下旬"	"贵州省麻科所"	"2138"	"Boehmeria(苎麻属)"	"6.9"	"黔安顺市"	"106.0"	"66.7"	"0.65"														
"133"	"弱"	"Urticaceae(荨麻科)"	"116"	"384"	"短"	"黔安顺市"	"0.50"	"绿"	"黄绿"	"浅"	"MS"	"绿白"	"65.0"	"尖椭"	"--"	"强"	"8月上旬"	"串生"	"anshunyuanma2hao"	"30.0"	"整齐"	"安顺圆麻2号"	"均匀"	"强"	"178"	"少"	"贵州"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00473"	"8月下旬"	"贵州省麻科所"	"2184"	"Boehmeria(苎麻属)"	"9.0"	"黔安顺市"	"132.0"	"61.2"	"0.70"														
"134"	"弱"	"Urticaceae(荨麻科)"	"117"	"399"	"长"	"黔关岭县"	"0.40"	"绿"	"黄绿"	"浅"	"MR"	"绿白"	"25.0"	"卵圆"	"--"	"弱"	"8月上旬"	"串生"	"guanlingyuanma1hao"	"28.4"	"不整齐"	"关岭圆麻1号"	"不均匀"	"强"	"178"	"多"	"贵州"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00474"	"9月中旬"	"贵州省麻科所"	"2764"	"Boehmeria(苎麻属)"	"6.7"	"黔关岭县"	"128.0"	"49.1"	"0.81"														
"135"	"弱"	"Urticaceae(荨麻科)"	"118"	"672"	"短"	"黔关岭县"	"0.50"	"绿"	"红"	"浅"	"S"	"绿白"	"40.0"	"卵圆"	"--"	"强"	"8月上旬"	"串生"	"guanlingyuanma2hao"	"35.6"	"较整齐"	"关岭圆麻2号"	"不均匀"	"弱"	"178"	"多"	"贵州"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00475"	"9月上旬"	"贵州省麻科所"	"2251"	"Boehmeria(苎麻属)"	"4.9"	"黔关岭县"	"111.0"	"43.9"	"0.72"														
"136"	"弱"	"Urticaceae(荨麻科)"	"119"	"--"	"短"	"黔关岭县"	"0.55"	"绿"	"淡红"	"浅"	"I"	"绿白"	"55.0"	"卵圆"	"--"	"强"	"8月中旬"	"串生"	"guanlingyuanma3hao"	"37.9"	"较整齐"	"关岭圆麻3号"	"不均匀"	"强"	"165"	"多"	"贵州"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00476"	"9月上旬"	"贵州省麻科所"	"2171"	"Boehmeria(苎麻属)"	"9.2"	"黔关岭县"	"128.0"	"72.5"	"0.87"														
"137"	"弱"	"Urticaceae(荨麻科)"	"1082"	"--"	"短"	"鄂保康县"	"0.70"	"绿"	"红"	"浅"	"S"	"黄白"	"77.5"	"卵圆"	"--"	"强"	"9月上旬"	"串生"	"GUAN DU XIAN MA"	"42.3"	"整齐"	"官渡线麻"	"均匀"	"弱"	"198"	"多"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00000946"	"9月下旬"	"中国农科院麻类所"	"1358"	"Boehmeria(苎麻属)"	"11.7"	"鄂保康县"	"126.0"	"68.2"	"0.73"														
"138"	"弱"	"Urticaceae(荨麻科)"	"1083"	"--"	"长"	"鄂保康县"	"0.74"	"深绿"	"淡红"	"浅"	"S"	"黄白"	"67.5"	"宽卵"	"--"	"强"	"9月中旬"	"串生"	"GAO PAI XIAN MA"	"56.7"	"较整齐"	"高牌线麻"	"均匀"	"弱"	"196"	"多"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00000947"	"9月下旬"	"中国农科院麻类所"	"1204"	"Boehmeria(苎麻属)"	"11.4"	"鄂保康县"	"118.0"	"60.4"	"0.76"														
"139"	"中"	"Urticaceae(荨麻科)"	"1084"	"--"	"短"	"鄂房县"	"0.60"	"绿"	"微红"	"中"	"S"	"黄白"	"97.5"	"卵圆"	"--"	"中"	"9月中旬"	"散生"	"BEI PO XIAN MA 1 HAO"	"42.6"	"整齐"	"北坡线麻1号"	"较均匀"	"弱"	"190"	"多"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00000948"	"9月下旬"	"--"	"1445"	"Boehmeria(苎麻属)"	"10.8"	"鄂房县"	"138.0"	"71.1"	"0.75"														
"140"	"中"	"Urticaceae(荨麻科)"	"1085"	"--"	"短"	"鄂房县"	"0.59"	"绿"	"微红"	"中"	"MS"	"黄白"	"90.9"	"卵圆"	"--"	"中"	"8月下旬"	"散生"	"BEI PO XIAN MA 3 HAO"	"55.9"	"整齐"	"北坡线麻3号"	"较均匀"	"中"	"197"	"少"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00000949"	"9月上旬"	"中国农科院麻类所"	"1644"	"Boehmeria(苎麻属)"	"11.9"	"鄂房县"	"137.0"	"71.0"	"0.76"														
"141"	"中"	"Urticaceae(荨麻科)"	"1086"	"--"	"短"	"鄂房县"	"0.62"	"绿"	"淡红"	"中"	"S"	"绿白"	"55.0"	"尖椭"	"--"	"中"	"9月上旬"	"散生"	"SHAN GU HE XIAN MA 1 HAO"	"46.6"	"整齐"	"山谷河线麻1号"	"较均匀"	"中"	"196"	"少"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00000950"	"9月中旬"	"中国农科院麻类所"	"1719"	"Boehmeria(苎麻属)"	"11.7"	"鄂房县"	"128.0"	"58.7"	"0.71"														
"142"	"弱"	"Urticaceae(荨麻科)"	"1087"	"--"	"短"	"鄂房县"	"0.54"	"浅绿"	"微红"	"浅"	"I"	"黄白"	"105.9"	"卵圆"	"--"	"强"	"9月上旬"	"串生"	"SHAN GU HE XIAN MA 2 HAO"	"53.5"	"不整齐"	"山谷河线麻2号"	"较均匀"	"弱"	"183"	"少"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00000951"	"9月中旬"	"中国农科院麻类所"	"1830"	"Boehmeria(苎麻属)"	"11.7"	"鄂房县"	"143.0"	"63.4"	"0.78"														
"143"	"强"	"Urticaceae(荨麻科)"	"1089"	"--"	"长"	"鄂竹山县"	"0.55"	"绿"	"黄白"	"深"	"S"	"黄白"	"52.5"	"长卵"	"--"	"弱"	"9月下旬"	"丛生"	"GONG ZU XIAN MA 2 HAO"	"61.5"	"整齐"	"公祖线麻2号"	"较均匀"	"中"	"186"	"多"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00000953"	"9月中旬"	"中国农科院麻类所"	"1415"	"Boehmeria(苎麻属)"	"9.4"	"鄂竹山县"	"150.0"	"67.9"	"0.76"														
"144"	"弱"	"Urticaceae(荨麻科)"	"1096"	"--"	"短"	"鄂竹溪县"	"0.61"	"绿"	"深红"	"浅"	"S"	"绿白"	"69.2"	"宽卵"	"--"	"强"	"8月下旬"	"串生"	"FENG XI XIAN MA 2 HAO"	"45.6"	"整齐"	"丰溪线麻2号"	"较均匀"	"弱"	"194"	"多"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00000960"	"9月中旬"	"中国农科院麻类所"	"1613"	"Boehmeria(苎麻属)"	"10.4"	"鄂竹溪县"	"135.0"	"68.4"	"0.77"														
