"id"	"备注"	"蚜害病评价"	"异亮氨酸"	"酩氨酸"	"样品类型"	"花色"	"单荚粒数"	"全生育日数"	"粒型"	"赤斑病评价"	"支链淀粉"	"赤斑病级"	"丙氨酸"	"锈病指数"	"译名"	"粒色"	"色氨酸"	"有效枝"	"属名"	"粗脂肪"	"省"	"丝氨酸"	"赖氨酸"	"甘氨酸"	"天冬氨酸"	"蚜害病指数"	"亮氨酸"	"熟性"	"褐斑病评价"	"谷氨酸"	"荚宽"	"粗蛋白"	"百粒重"	"粒形"	"成熟期"	"精氨酸"	"直链淀粉"	"库编号"	"品种名称"	"均匀度"	"苏氨酸"	"蛋氨酸"	"保存编号"	"学名"	"褐斑病级"	"播种期"	"种子来源"	"锈病病级"	"原产地"	"抗涝性"	"脯氨酸"	"株高"	"组氨酸"	"单株荚数"	"保存单位"	"芽期耐盐"	"缬氨酸"	"统一编号"	"蚜害病级"	"锈病评价"	"单株产量"	"褐斑病指数"	"苯丙氨酸"	"胱氨酸"	"总淀粉"	"荚长"	"赤斑病指数"	"总和"	"科名"	"苗期耐盐"	"穗形"	"酪氨酸"	"穗柄长"	"蛋白质"	"赖氨占蛋白"	"脂肪"	"锤度"	"分枝数"	"来源地"	"结荚习性"	"分蘖性"	"荚色"	"引入时间"	"生长习性"	"丝黑穗病率"	"灌浆抗寒性"	"高程"	"水份"	"颖壳包皮度"	"幼苗色"	"壳色"	"苗期抗寒性"
"1129"	"--"	"--"	"--"	"--"	"国外"	"白"	"2.5"	"216"	"中"	"--"	"--"	"--"	"--"	"--"	"41215"	"乳白"	"--"	"5.0"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"晚"	"--"	"--"	"2.5"	"--"	"72.9"	"窄厚"	"6.01"	"--"	"--"	"--"	"41215"	"中"	"--"	"--"	"C424"	"Vicia faba L.(蚕豆)"	"--"	"10.28"	"ICARDA"	"--"	"--"	"--"	"--"	"82.0"	"--"	"17.0"	"浙江农科院作物所"	"--"	"--"	"H0002223"	"--"	"--"	"30.2"	"--"	"--"	"--"	"--"	"8.4"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1130"	"--"	"--"	"--"	"--"	"国外"	"白"	"2.2"	"217"	"中"	"--"	"--"	"--"	"--"	"--"	"4057"	"乳白"	"--"	"2.8"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"晚"	"--"	"--"	"1.7"	"--"	"90.8"	"窄厚"	"6.02"	"--"	"--"	"--"	"4057"	"不均"	"--"	"--"	"C217"	"Vicia faba L.(蚕豆)"	"--"	"10.28"	"ICARDA"	"--"	"--"	"--"	"--"	"82.0"	"--"	"8.6"	"浙江农科院作物所"	"--"	"--"	"H0002224"	"--"	"--"	"16.2"	"--"	"--"	"--"	"--"	"9.1"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1131"	"--"	"--"	"--"	"--"	"国外"	"白"	"2.1"	"215"	"小"	"--"	"--"	"--"	"--"	"--"	"4061"	"乳白"	"--"	"2.6"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"晚"	"--"	"--"	"2.2"	"--"	"55.0"	"窄厚"	"5.31"	"--"	"--"	"--"	"4061"	"不均"	"--"	"--"	"C221"	"Vicia faba L.(蚕豆)"	"--"	"10.28"	"ICARDA"	"--"	"--"	"--"	"--"	"81.8"	"--"	"9.4"	"浙江农科院作物所"	"--"	"--"	"H0002225"	"--"	"--"	"10.2"	"--"	"--"	"--"	"--"	"7.2"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1132"	"--"	"--"	"--"	"--"	"国外"	"白"	"2.1"	"220"	"中"	"S"	"--"	"5-7"	"--"	"--"	"4065"	"乳白"	"--"	"3.6"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"晚"	"--"	"--"	"2.0"	"--"	"73.5"	"窄厚"	"6.05"	"--"	"--"	"I2M02656"	"4065"	"中"	"--"	"--"	"C225"	"Vicia faba L.(蚕豆)"	"--"	"10.28"	"ICARDA"	"--"	"--"	"--"	"--"	"77.4"	"--"	"13.0"	"浙江农科院作物所"	"--"	"--"	"H0002226"	"--"	"--"	"19.4"	"--"	"--"	"--"	"--"	"7.2"	"69.4"	"--"	"Leguminosae(豆科)"	"--"																						
"1133"	"--"	"--"	"--"	"--"	"国外"	"白"	"2.0"	"218"	"小"	"--"	"--"	"--"	"--"	"--"	"4078"	"乳白"	"--"	"3.4"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"晚"	"--"	"--"	"1.8"	"--"	"62.9"	"窄厚"	"6.03"	"--"	"--"	"I2M02662"	"4078"	"中"	"--"	"--"	"C238"	"Vicia faba L.(蚕豆)"	"--"	"10.28"	"ICARDA"	"--"	"--"	"--"	"--"	"81.6"	"--"	"7.4"	"浙江农科院作物所"	"--"	"--"	"H0002227"	"--"	"--"	"9.2"	"--"	"--"	"--"	"--"	"7.9"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1134"	"--"	"--"	"--"	"--"	"国外"	"白"	"2.1"	"215"	"小"	"--"	"--"	"--"	"--"	"--"	"4828"	"乳白"	"--"	"2.8"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"晚"	"--"	"--"	"1.5"	"--"	"64.4"	"窄厚"	"5.31"	"--"	"--"	"--"	"4828"	"不均"	"--"	"--"	"C374"	"Vicia faba L.(蚕豆)"	"--"	"10.28"	"ICARDA"	"--"	"--"	"--"	"--"	"68.8"	"--"	"6.6"	"浙江农科院作物所"	"--"	"--"	"H0002228"	"--"	"--"	"8.5"	"--"	"--"	"--"	"--"	"6.0"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1135"	"--"	"--"	"--"	"--"	"国外"	"白"	"1.6"	"212"	"中"	"--"	"--"	"--"	"--"	"--"	"4830"	"乳白"	"--"	"1.5"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"--"	"--"	"2.4"	"--"	"87.8"	"窄厚"	"5.28"	"--"	"--"	"--"	"4830"	"中"	"--"	"--"	"C376"	"Vicia faba L.(蚕豆)"	"--"	"10.28"	"ICARDA"	"--"	"--"	"--"	"--"	"63.5"	"--"	"2.5"	"浙江农科院作物所"	"--"	"--"	"H0002229"	"--"	"--"	"3.9"	"--"	"--"	"--"	"--"	"5.4"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1136"	"--"	"--"	"--"	"--"	"国外"	"白"	"1.8"	"216"	"中"	"--"	"--"	"--"	"--"	"--"	"4831"	"乳白"	"--"	"3.0"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"晚"	"--"	"--"	"1.7"	"--"	"78.4"	"窄厚"	"6.01"	"--"	"--"	"--"	"4831"	"中"	"--"	"--"	"C377"	"Vicia faba L.(蚕豆)"	"--"	"10.28"	"ICARDA"	"--"	"--"	"--"	"--"	"63.2"	"--"	"6.8"	"浙江农科院作物所"	"--"	"--"	"H0002230"	"--"	"--"	"10.3"	"--"	"--"	"--"	"--"	"6.1"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1137"	"--"	"--"	"--"	"--"	"国外"	"白"	"2.4"	"216"	"小"	"--"	"--"	"--"	"--"	"--"	"4832"	"乳白"	"--"	"2.6"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"晚"	"--"	"--"	"2.5"	"--"	"53.0"	"窄厚"	"6.01"	"--"	"--"	"--"	"4832"	"不均"	"--"	"--"	"C378"	"Vicia faba L.(蚕豆)"	"--"	"10.28"	"ICARDA"	"--"	"--"	"--"	"--"	"65.6"	"--"	"5.6"	"浙江农科院作物所"	"--"	"--"	"H0002231"	"--"	"--"	"6.6"	"--"	"--"	"--"	"--"	"8.8"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1138"	"--"	"--"	"--"	"--"	"国外"	"白"	"2.5"	"219"	"小"	"--"	"--"	"--"	"--"	"--"	"4833"	"乳白"	"--"	"2.4"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"晚"	"--"	"--"	"1.6"	"--"	"67.4"	"窄厚"	"6.04"	"--"	"--"	"--"	"4833"	"均匀"	"--"	"--"	"C379"	"Vicia faba L.(蚕豆)"	"--"	"10.28"	"ICARDA"	"--"	"--"	"--"	"--"	"73.0"	"--"	"9.0"	"浙江农科院作物所"	"--"	"--"	"H0002232"	"--"	"--"	"15.3"	"--"	"--"	"--"	"--"	"7.1"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1139"	"--"	"--"	"--"	"--"	"国外"	"白"	"1.9"	"215"	"中"	"--"	"--"	"--"	"--"	"--"	"4834"	"乳白"	"--"	"3.4"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"晚"	"--"	"--"	"1.5"	"--"	"87.0"	"窄厚"	"5.31"	"--"	"--"	"--"	"4834"	"不均"	"--"	"--"	"C380"	"Vicia faba L.(蚕豆)"	"--"	"10.28"	"ICARDA"	"--"	"--"	"--"	"--"	"72.8"	"--"	"8.4"	"浙江农科院作物所"	"--"	"--"	"H0002233"	"--"	"--"	"13.0"	"--"	"--"	"--"	"--"	"7.3"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1140"	"--"	"--"	"--"	"--"	"国外"	"白"	"2.3"	"208"	"中"	"--"	"--"	"--"	"--"	"--"	"41422"	"乳白"	"--"	"3.4"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"1.6"	"--"	"79.4"	"窄厚"	"5.24"	"--"	"--"	"--"	"41422"	"中"	"--"	"--"	"C477"	"Vicia faba L.(蚕豆)"	"--"	"10.28"	"ICARDA"	"--"	"--"	"--"	"--"	"52.6"	"--"	"6.0"	"浙江农科院作物所"	"--"	"--"	"H0002234"	"--"	"--"	"11.3"	"--"	"--"	"--"	"--"	"10.8"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1141"	"--"	"--"	"--"	"--"	"国外"	"白"	"2.9"	"212"	"中"	"--"	"--"	"--"	"--"	"--"	"42105"	"乳白"	"--"	"3.6"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"--"	"--"	"1.5"	"--"	"84.0"	"中厚"	"5.28"	"--"	"--"	"--"	"42105"	"中"	"--"	"--"	"C484"	"Vicia faba L.(蚕豆)"	"--"	"10.28"	"ICARDA"	"--"	"--"	"--"	"--"	"62.2"	"--"	"5.8"	"浙江农科院作物所"	"--"	"--"	"H0002235"	"--"	"--"	"14.3"	"--"	"--"	"--"	"--"	"9.7"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1142"	"--"	"--"	"--"	"--"	"国外"	"白"	"2.9"	"220"	"中"	"--"	"--"	"--"	"--"	"--"	"42119"	"乳白"	"--"	"2.8"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"晚"	"--"	"--"	"1.9"	"--"	"116.7"	"中厚"	"6.05"	"--"	"--"	"--"	"42119"	"不均"	"--"	"--"	"C497"	"Vicia faba L.(蚕豆)"	"--"	"10.28"	"ICARDA"	"--"	"--"	"--"	"--"	"63.8"	"--"	"6.0"	"浙江农科院作物所"	"--"	"--"	"H0002236"	"--"	"--"	"20.8"	"--"	"--"	"--"	"--"	"10.8"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1143"	"--"	"--"	"--"	"--"	"国外"	"白"	"2.8"	"213"	"中"	"--"	"--"	"--"	"--"	"--"	"42140"	"乳白"	"--"	"2.2"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"--"	"--"	"1.7"	"--"	"88.2"	"中厚"	"5.29"	"--"	"--"	"--"	"42140"	"不均"	"--"	"--"	"C516"	"Vicia faba L.(蚕豆)"	"--"	"10.28"	"ICARDA"	"--"	"--"	"--"	"--"	"59.4"	"--"	"4.2"	"浙江农科院作物所"	"--"	"--"	"H0002237"	"--"	"--"	"10.6"	"--"	"--"	"--"	"--"	"10.6"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1144"	"--"	"--"	"--"	"--"	"国外"	"白"	"2.1"	"220"	"中"	"--"	"--"	"--"	"--"	"--"	"41312"	"乳白"	"--"	"3.8"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"晚"	"--"	"--"	"1.9"	"--"	"117.0"	"中厚"	"6.05"	"--"	"--"	"--"	"41312"	"中"	"--"	"--"	"C444"	"Vicia faba L.(蚕豆)"	"--"	"10.28"	"ICARDA"	"--"	"--"	"--"	"--"	"95.0"	"--"	"16.0"	"浙江农科院作物所"	"--"	"--"	"H0002238"	"--"	"--"	"40.0"	"--"	"--"	"--"	"--"	"9.3"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1145"	"--"	"--"	"--"	"--"	"国外"	"白"	"3.0"	"217"	"中"	"--"	"--"	"--"	"--"	"--"	"42127"	"乳白"	"--"	"3.6"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"晚"	"--"	"--"	"1.9"	"--"	"93.0"	"中厚"	"6.02"	"--"	"--"	"--"	"42127"	"均匀"	"--"	"--"	"C504"	"Vicia faba L.(蚕豆)"	"--"	"10.28"	"ICARDA"	"--"	"--"	"--"	"--"	"77.6"	"--"	"8.8"	"浙江农科院作物所"	"--"	"--"	"H0002239"	"--"	"--"	"24.5"	"--"	"--"	"--"	"--"	"9.4"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1146"	"--"	"--"	"--"	"--"	"国外"	"白"	"2.1"	"215"	"中"	"--"	"--"	"--"	"--"	"--"	"42137"	"乳白"	"--"	"4.8"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"晚"	"--"	"--"	"2.3"	"--"	"97.8"	"中薄"	"5.31"	"--"	"--"	"--"	"42137"	"不均"	"--"	"--"	"C514"	"Vicia faba L.(蚕豆)"	"--"	"10.28"	"ICARDA"	"--"	"--"	"--"	"--"	"74.0"	"--"	"8.2"	"浙江农科院作物所"	"--"	"--"	"H0002240"	"--"	"--"	"18.2"	"--"	"--"	"--"	"--"	"6.9"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1147"	"--"	"HS"	"--"	"--"	"国外"	"白"	"2.5"	"220"	"中"	"S"	"--"	"7"	"--"	"--"	"41115"	"乳白"	"--"	"3.4"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"晚"	"MR"	"--"	"1.8"	"29.15"	"108.9"	"中厚"	"6.05"	"--"	"11.07"	"I2M02664"	"41115"	"不均"	"--"	"--"	"C401"	"Vicia faba L.(蚕豆)"	"1-5"	"10.28"	"ICARDA"	"--"	"--"	"5"	"--"	"94.8"	"--"	"14.0"	"浙江农科院作物所"	"--"	"--"	"H0002241"	"9"	"--"	"38.5"	"37.0"	"--"	"--"	"39.32"	"8.0"	"79.7"	"--"	"Leguminosae(豆科)"	"--"																						
"1148"	"--"	"--"	"--"	"--"	"国外"	"白"	"3.0"	"218"	"中"	"--"	"--"	"--"	"--"	"--"	"4002"	"乳白"	"--"	"3.8"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"晚"	"--"	"--"	"2.2"	"--"	"109.8"	"阔薄"	"6.03"	"--"	"--"	"--"	"4002"	"不均"	"--"	"--"	"C165"	"Vicia faba L.(蚕豆)"	"--"	"10.28"	"ICARDA"	"--"	"--"	"--"	"--"	"82.8"	"--"	"9.8"	"浙江农科院作物所"	"--"	"--"	"H0002242"	"--"	"--"	"33.8"	"--"	"--"	"--"	"--"	"12.5"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1149"	"--"	"--"	"--"	"--"	"国外"	"白"	"2.2"	"219"	"中"	"--"	"--"	"--"	"--"	"--"	"4014"	"乳白"	"--"	"3.3"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"晚"	"--"	"--"	"2.3"	"--"	"96.9"	"中厚"	"6.04"	"--"	"--"	"--"	"4014"	"不均"	"--"	"--"	"C176"	"Vicia faba L.(蚕豆)"	"--"	"10.28"	"ICARDA"	"--"	"--"	"--"	"--"	"73.8"	"--"	"7.8"	"浙江农科院作物所"	"--"	"--"	"H0002243"	"--"	"--"	"19.4"	"--"	"--"	"--"	"--"	"11.9"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1150"	"--"	"--"	"--"	"--"	"国外"	"白"	"2.4"	"220"	"中"	"--"	"--"	"--"	"--"	"--"	"4053"	"乳白"	"--"	"3.5"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"晚"	"--"	"--"	"2.2"	"--"	"92.0"	"中薄"	"6.05"	"--"	"--"	"--"	"4053"	"均匀"	"--"	"--"	"C213"	"Vicia faba L.(蚕豆)"	"--"	"10.28"	"ICARDA"	"--"	"--"	"--"	"--"	"70.3"	"--"	"7.0"	"浙江农科院作物所"	"--"	"--"	"H0002244"	"--"	"--"	"15.4"	"--"	"--"	"--"	"--"	"7.8"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1151"	"--"	"--"	"--"	"--"	"国外"	"白"	"3.1"	"218"	"大"	"--"	"--"	"--"	"--"	"--"	"4073"	"乳白"	"--"	"3.2"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"晚"	"--"	"--"	"2.2"	"--"	"132.4"	"阔薄"	"6.03"	"--"	"--"	"--"	"4073"	"均匀"	"--"	"--"	"C233"	"Vicia faba L.(蚕豆)"	"--"	"10.28"	"ICARDA"	"--"	"--"	"--"	"--"	"85.7"	"--"	"7.2"	"浙江农科院作物所"	"--"	"--"	"H0002245"	"--"	"--"	"27.6"	"--"	"--"	"--"	"--"	"12.6"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1152"	"--"	"--"	"--"	"--"	"国外"	"白"	"2.8"	"213"	"中"	"--"	"--"	"--"	"--"	"--"	"41103"	"乳白"	"--"	"3.2"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"--"	"--"	"2.1"	"--"	"85.7"	"中厚"	"5.29"	"--"	"--"	"--"	"41103"	"中"	"--"	"--"	"C389"	"Vicia faba L.(蚕豆)"	"--"	"10.28"	"ICARDA"	"--"	"--"	"--"	"--"	"69.2"	"--"	"6.6"	"浙江农科院作物所"	"--"	"--"	"H0002246"	"--"	"--"	"18.9"	"--"	"--"	"--"	"--"	"12.3"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1153"	"--"	"--"	"--"	"--"	"国外"	"白"	"2.3"	"217"	"中"	"--"	"--"	"--"	"--"	"--"	"41108"	"乳白"	"--"	"4.0"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"晚"	"--"	"--"	"1.8"	"--"	"95.1"	"中厚"	"6.02"	"--"	"--"	"--"	"41108"	"中"	"--"	"--"	"C394"	"Vicia faba L.(蚕豆)"	"--"	"10.28"	"ICARDA"	"--"	"--"	"--"	"--"	"77.8"	"--"	"9.4"	"浙江农科院作物所"	"--"	"--"	"H0002247"	"--"	"--"	"22.1"	"--"	"--"	"--"	"--"	"8.5"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1154"	"--"	"--"	"--"	"--"	"国外"	"白"	"2.1"	"215"	"大"	"--"	"--"	"--"	"--"	"--"	"41109"	"乳白"	"--"	"4.2"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"晚"	"--"	"--"	"2.6"	"--"	"136.0"	"阔薄"	"5.31"	"--"	"--"	"--"	"41109"	"不均"	"--"	"--"	"C395"	"Vicia faba L.(蚕豆)"	"--"	"10.28"	"--"	"--"	"黎巴嫩"	"--"	"--"	"72.2"	"--"	"7.6"	"浙江农科院作物所"	"--"	"--"	"H0002248"	"--"	"--"	"19.9"	"--"	"--"	"--"	"--"	"7.6"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1155"	"--"	"--"	"--"	"--"	"国外"	"白"	"2.5"	"213"	"中"	"--"	"--"	"--"	"--"	"--"	"41414"	"乳白"	"--"	"3.6"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"--"	"--"	"2.4"	"--"	"80.3"	"窄厚"	"5.29"	"--"	"--"	"--"	"41414"	"均匀"	"--"	"--"	"C469"	"Vicia faba L.(蚕豆)"	"--"	"10.28"	"--"	"--"	"黎巴嫩"	"--"	"--"	"67.8"	"--"	"6.8"	"浙江农科院作物所"	"--"	"--"	"H0002249"	"--"	"--"	"14.1"	"--"	"--"	"--"	"--"	"10.3"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1156"	"--"	"--"	"--"	"--"	"国外"	"白"	"1.8"	"220"	"大"	"--"	"--"	"--"	"--"	"--"	"41218"	"乳白"	"--"	"5.0"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"晚"	"--"	"--"	"2.4"	"--"	"130.5"	"阔薄"	"6.05"	"--"	"--"	"--"	"41218"	"中"	"--"	"--"	"C427"	"Vicia faba L.(蚕豆)"	"--"	"10.28"	"--"	"--"	"叙利亚"	"--"	"--"	"89.0"	"--"	"13.6"	"浙江农科院作物所"	"--"	"--"	"H0002250"	"--"	"--"	"34.2"	"--"	"--"	"--"	"--"	"7.9"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1157"	"--"	"--"	"--"	"--"	"国外"	"白"	"2.8"	"220"	"中"	"--"	"--"	"--"	"--"	"--"	"41305"	"乳白"	"--"	"4.0"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"晚"	"--"	"--"	"1.8"	"--"	"112.6"	"阔薄"	"6.05"	"--"	"--"	"--"	"41305"	"不均"	"--"	"--"	"C438"	"Vicia faba L.(蚕豆)"	"--"	"10.28"	"--"	"--"	"叙利亚"	"--"	"--"	"87.2"	"--"	"5.8"	"浙江农科院作物所"	"--"	"--"	"H0002251"	"--"	"--"	"19.1"	"--"	"--"	"--"	"--"	"8.7"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1158"	"--"	"--"	"--"	"--"	"国外"	"白"	"2.0"	"215"	"中"	"--"	"--"	"--"	"--"	"--"	"4025"	"乳白"	"--"	"4.0"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"晚"	"--"	"--"	"2.3"	"--"	"116.2"	"阔薄"	"5.31"	"--"	"--"	"--"	"4025"	"均匀"	"--"	"--"	"C187"	"Vicia faba L.(蚕豆)"	"--"	"10.28"	"--"	"--"	"叙利亚"	"--"	"--"	"76.8"	"--"	"8.6"	"浙江农科院作物所"	"--"	"--"	"H0002252"	"--"	"--"	"18.8"	"--"	"--"	"--"	"--"	"7.8"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1159"	"--"	"--"	"--"	"--"	"国外"	"白"	"1.5"	"216"	"中"	"--"	"--"	"--"	"--"	"--"	"4052"	"乳白"	"--"	"3.8"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"晚"	"--"	"--"	"1.8"	"--"	"89.6"	"中薄"	"6.01"	"--"	"--"	"I2M02025"	"4052"	"不均"	"--"	"--"	"C212"	"Vicia faba L.(蚕豆)"	"--"	"10.28"	"--"	"--"	"叙利亚"	"--"	"--"	"73.6"	"--"	"6.8"	"浙江农科院作物所"	"--"	"--"	"H0002253"	"--"	"--"	"13.4"	"--"	"--"	"--"	"--"	"7.4"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1160"	"--"	"--"	"--"	"--"	"国外"	"白"	"1.5"	"211"	"中"	"--"	"--"	"--"	"--"	"--"	"4540"	"乳白"	"--"	"3.4"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"1.4"	"--"	"90.0"	"中厚"	"5.27"	"--"	"--"	"I2M02026"	"4540"	"不均"	"--"	"--"	"C294"	"Vicia faba L.(蚕豆)"	"--"	"10.28"	"--"	"--"	"叙利亚"	"--"	"--"	"68.0"	"--"	"5.6"	"浙江农科院作物所"	"--"	"--"	"H0002254"	"--"	"--"	"6.1"	"--"	"--"	"--"	"--"	"7.3"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1161"	"--"	"--"	"--"	"--"	"国外"	"白"	"2.0"	"215"	"中"	"--"	"--"	"--"	"--"	"--"	"4567"	"乳白"	"--"	"3.6"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"晚"	"--"	"--"	"2.6"	"--"	"104.6"	"阔厚"	"5.31"	"--"	"--"	"I2M02027"	"4567"	"中"	"--"	"--"	"C320"	"Vicia faba L.(蚕豆)"	"--"	"10.28"	"--"	"--"	"叙利亚"	"--"	"--"	"87.0"	"--"	"8.4"	"浙江农科院作物所"	"--"	"--"	"H0002255"	"--"	"--"	"16.6"	"--"	"--"	"--"	"--"	"9.7"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1162"	"--"	"--"	"--"	"--"	"国外"	"白"	"1.8"	"210"	"中"	"--"	"--"	"--"	"--"	"--"	"4801"	"乳白"	"--"	"3.0"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"1.8"	"--"	"75.5"	"窄厚"	"5.26"	"--"	"--"	"I2M02028"	"4801"	"不均"	"--"	"--"	"C348"	"Vicia faba L.(蚕豆)"	"--"	"10.28"	"--"	"--"	"叙利亚"	"--"	"--"	"66.5"	"--"	"4.5"	"浙江农科院作物所"	"--"	"--"	"H0002256"	"--"	"--"	"37.8"	"--"	"--"	"--"	"--"	"7.4"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1163"	"--"	"--"	"--"	"--"	"国外"	"白"	"1.8"	"213"	"中"	"--"	"--"	"--"	"--"	"--"	"4808"	"乳白"	"--"	"3.2"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"--"	"--"	"1.4"	"--"	"77.2"	"阔薄"	"5.29"	"--"	"--"	"I2M02665"	"4808"	"不均"	"--"	"--"	"C355"	"Vicia faba L.(蚕豆)"	"--"	"10.28"	"--"	"--"	"叙利亚"	"--"	"--"	"74.0"	"--"	"6.6"	"浙江农科院作物所"	"--"	"--"	"H0002257"	"--"	"--"	"8.2"	"--"	"--"	"--"	"--"	"5.7"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
