"id"	"含油量"	"蛋氨酸"	"科名"	"品种名称"	"谷氨酸"	"种子来源"	"棕榈酸"	"精氨酸"	"丙氨酸"	"单株生产率"	"酪氨酸"	"抗根结线虫"	"单位编号"	"类型"	"硬脂酸"	"组氨酸"	"属名"	"保存单位"	"山芋酸"	"亚油酸"	"苏氨酸"	"统一编号"	"抗叶黑斑"	"学名"	"选育方法"	"苯丙氨酸"	"胱氨酸"	"蛋白质含量"	"天冬氨酸"	"油酸"	"亮氨酸"	"库编号"	"株型"	"生育期"	"花生酸"	"省"	"百果重"	"抗青枯"	"甘氨酸"	"缬氨酸"	"色氨酸"	"抗叶褐斑"	"脯氨酸"	"百仁重"	"分枝型"	"抗旱"	"赖氨酸"	"出仁率"	"抗涝"	"丝氨酸"	"开花习性"	"译名"	"花生烯酸"	"病毒病"	"抗锈病"	"异亮氨酸"	"主茎高"
"719"	"--"	"--"	"Leguminosae(豆科)"	"4055-1-1"	"--"	"北京市"	"--"	"--"	"--"	"15.8"	"--"	"S"	"--"	"中间型"	"--"	"--"	"Arachis(落花生属)"	"北京农林科学院作物所"	"--"	"--"	"--"	"Zh.h5160"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"--"	"--"	"--"	"--"	"I4A04999"	"直立"	"137"	"--"	"北京"	"163.0"	"HS"	"--"	"--"	"--"	"S"	"--"	"66.0"	"--"	"--"	"--"	"68.50"	"--"	"--"	"连续"	"4055-1-1"	"--"	"HS"	"S"	"--"	"31.50"
"720"	"49.43"	"--"	"Leguminosae(豆科)"	"4067"	"--"	"北京市"	"9.70"	"--"	"--"	"12.5"	"--"	"S"	"--"	"中间型"	"4.82"	"--"	"Arachis(落花生属)"	"北京农林科学院作物所"	"--"	"28.13"	"--"	"Zh.h5161"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"29.19"	"--"	"52.07"	"--"	"I4A05000"	"直立"	"137"	"1.91"	"北京"	"124.0"	"HS"	"--"	"--"	"--"	"S"	"--"	"53.0"	"--"	"--"	"--"	"67.50"	"--"	"--"	"连续"	"4067"	"0.68"	"HS"	"S"	"--"	"36.10"
"721"	"50.54"	"--"	"Leguminosae(豆科)"	"B3"	"--"	"北京市怀柔"	"10.80"	"--"	"--"	"10.6"	"--"	"S"	"--"	"中间型"	"3.69"	"--"	"Arachis(落花生属)"	"北京农林科学院作物所"	"--"	"33.80"	"--"	"Zh.h5162"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"28.30"	"--"	"46.29"	"--"	"I4A05001"	"直立"	"138"	"1.80"	"北京"	"135.0"	"HS"	"--"	"--"	"--"	"S"	"--"	"80.0"	"--"	"--"	"--"	"74.80"	"--"	"--"	"连续"	"B3"	"0.86"	"HS"	"S"	"--"	"35.20"
"722"	"49.98"	"--"	"Leguminosae(豆科)"	"B4-1"	"--"	"北京市怀柔"	"11.73"	"--"	"--"	"12.1"	"--"	"MR"	"--"	"中间型"	"3.31"	"--"	"Arachis(落花生属)"	"北京农林科学院作物所"	"--"	"37.86"	"--"	"Zh.h5163"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"27.88"	"--"	"42.12"	"--"	"I4A05002"	"直立"	"137"	"1.50"	"北京"	"170.0"	"HS"	"--"	"--"	"--"	"HS"	"--"	"85.0"	"--"	"--"	"--"	"71.80"	"--"	"--"	"连续"	"B4-1"	"0.77"	"HS"	"HS"	"--"	"35.70"
"723"	"50.20"	"--"	"Leguminosae(豆科)"	"B7"	"--"	"北京市怀柔"	"11.11"	"--"	"--"	"12.8"	"--"	"S"	"--"	"中间型"	"4.02"	"--"	"Arachis(落花生属)"	"北京农林科学院作物所"	"--"	"39.00"	"--"	"Zh.h5164"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"28.79"	"--"	"40.86"	"--"	"I4A05003"	"直立"	"135"	"1.72"	"北京"	"140.0"	"HS"	"--"	"--"	"--"	"HS"	"--"	"69.0"	"--"	"--"	"--"	"68.60"	"--"	"--"	"连续"	"B7"	"0.72"	"HS"	"HS"	"--"	"33.20"
"724"	"49.15"	"--"	"Leguminosae(豆科)"	"B8"	"--"	"北京市怀柔"	"10.77"	"--"	"--"	"11.5"	"--"	"S"	"--"	"中间型"	"3.17"	"--"	"Arachis(落花生属)"	"北京农林科学院作物所"	"--"	"33.56"	"--"	"Zh.h5165"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"29.34"	"--"	"47.30"	"--"	"I4A05004"	"直立"	"136"	"1.64"	"北京"	"160.0"	"HS"	"--"	"--"	"--"	"S"	"--"	"77.2"	"--"	"--"	"--"	"75.60"	"--"	"--"	"连续"	"B8"	"0.89"	"HS"	"S"	"--"	"38.80"
"725"	"47.91"	"--"	"Leguminosae(豆科)"	"B9"	"--"	"北京市怀柔"	"11.42"	"--"	"--"	"9.9"	"--"	"S"	"--"	"中间型"	"3.80"	"--"	"Arachis(落花生属)"	"北京农林科学院作物所"	"--"	"37.98"	"--"	"Zh.h5166"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"29.50"	"--"	"41.55"	"--"	"I4A05005"	"直立"	"134"	"1.78"	"北京"	"155.0"	"HS"	"--"	"--"	"--"	"HS"	"--"	"80.0"	"--"	"--"	"--"	"73.00"	"--"	"--"	"连续"	"B9"	"0.74"	"HS"	"HS"	"--"	"37.80"
"726"	"49.32"	"--"	"Leguminosae(豆科)"	"B10"	"--"	"北京市怀柔"	"11.68"	"--"	"--"	"10.8"	"--"	"S"	"--"	"中间型"	"3.65"	"--"	"Arachis(落花生属)"	"北京农林科学院作物所"	"--"	"38.87"	"--"	"Zh.h5167"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"30.86"	"--"	"42.28"	"--"	"I4A05006"	"直立"	"136"	"1.65"	"北京"	"170.0"	"HS"	"--"	"--"	"--"	"HS"	"--"	"90.0"	"--"	"--"	"--"	"70.00"	"--"	"--"	"连续"	"B10"	"0.74"	"HS"	"HS"	"--"	"40.80"
"727"	"52.17"	"--"	"Leguminosae(豆科)"	"B13"	"--"	"北京市怀柔"	"9.64"	"--"	"--"	"9.9"	"--"	"S"	"--"	"中间型"	"5.37"	"--"	"Arachis(落花生属)"	"北京农林科学院作物所"	"--"	"27.56"	"--"	"Zh.h5168"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"29.00"	"--"	"52.23"	"--"	"I4A05007"	"直立"	"135"	"2.00"	"北京"	"140.0"	"HS"	"--"	"--"	"--"	"S"	"--"	"68.5"	"--"	"--"	"--"	"73.20"	"--"	"--"	"连续"	"B13"	"0.56"	"HS"	"S"	"--"	"32.30"
"728"	"47.49"	"--"	"Leguminosae(豆科)"	"A5"	"--"	"北京市怀柔"	"11.92"	"--"	"--"	"11.3"	"--"	"S"	"--"	"中间型"	"3.69"	"--"	"Arachis(落花生属)"	"北京农林科学院作物所"	"--"	"40.25"	"--"	"Zh.h5169"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"28.16"	"--"	"39.06"	"--"	"I4A05008"	"直立"	"136"	"1.71"	"北京"	"121.0"	"HS"	"--"	"--"	"--"	"HS"	"--"	"64.0"	"--"	"--"	"--"	"74.00"	"--"	"--"	"连续"	"A5"	"0.40"	"HS"	"HS"	"--"	"34.10"
"729"	"50.60"	"--"	"Leguminosae(豆科)"	"B9-44-77-37"	"--"	"北京市怀柔"	"11.88"	"--"	"--"	"14.3"	"--"	"S"	"--"	"中间型"	"4.23"	"--"	"Arachis(落花生属)"	"北京农林科学院作物所"	"--"	"39.16"	"--"	"Zh.h5170"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"26.60"	"--"	"39.77"	"--"	"I4A05009"	"直立"	"137"	"1.82"	"北京"	"135.0"	"HS"	"--"	"--"	"--"	"HS"	"--"	"62.0"	"--"	"--"	"--"	"73.00"	"--"	"--"	"连续"	"B9-44-77-37"	"0.31"	"HS"	"HS"	"--"	"41.90"
"730"	"52.53"	"--"	"Leguminosae(豆科)"	"B9-4-77-11"	"--"	"北京市怀柔"	"11.65"	"--"	"--"	"10.1"	"--"	"S"	"--"	"中间型"	"3.76"	"--"	"Arachis(落花生属)"	"北京农林科学院作物所"	"--"	"37.09"	"--"	"Zh.h5171"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"27.58"	"--"	"42.61"	"--"	"I4A05010"	"直立"	"135"	"1.58"	"北京"	"119.0"	"HS"	"--"	"--"	"--"	"S"	"--"	"60.0"	"--"	"--"	"--"	"71.70"	"--"	"--"	"连续"	"B9-4-77-11"	"0.70"	"HS"	"S"	"--"	"33.00"
"731"	"49.49"	"--"	"Leguminosae(豆科)"	"B9-77-4-1选"	"--"	"北京市怀柔"	"11.94"	"--"	"--"	"13.5"	"--"	"S"	"--"	"中间型"	"3.78"	"--"	"Arachis(落花生属)"	"北京农林科学院作物所"	"--"	"37.34"	"--"	"Zh.h5172"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"28.61"	"--"	"40.94"	"--"	"I4A05011"	"直立"	"137"	"2.17"	"北京"	"120.0"	"HS"	"--"	"--"	"--"	"S"	"--"	"60.0"	"--"	"--"	"--"	"74.50"	"--"	"--"	"连续"	"B9-77-4-1 XUAN"	"0.97"	"HS"	"S"	"--"	"32.40"
"732"	"49.79"	"--"	"Leguminosae(豆科)"	"B10-2-27-①"	"--"	"北京市怀柔"	"9.59"	"--"	"--"	"11.2"	"--"	"S"	"--"	"中间型"	"3.43"	"--"	"Arachis(落花生属)"	"北京农林科学院作物所"	"--"	"28.99"	"--"	"Zh.h5173"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"29.75"	"--"	"53.40"	"--"	"I4A05012"	"直立"	"137"	"1.62"	"北京"	"125.0"	"HS"	"--"	"--"	"--"	"HS"	"--"	"56.0"	"--"	"--"	"--"	"72.90"	"--"	"--"	"连续"	"B10-2-27-①"	"0.46"	"HS"	"HS"	"--"	"36.70"
"733"	"--"	"--"	"Leguminosae(豆科)"	"DA2-62"	"--"	"北京市怀柔"	"--"	"--"	"--"	"10.4"	"--"	"S"	"--"	"中间型"	"--"	"--"	"Arachis(落花生属)"	"北京农林科学院作物所"	"--"	"--"	"--"	"Zh.h5174"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"--"	"--"	"--"	"--"	"I4A05013"	"直立"	"134"	"--"	"北京"	"155.0"	"HS"	"--"	"--"	"--"	"HS"	"--"	"86.0"	"--"	"--"	"--"	"71.00"	"--"	"--"	"连续"	"DA2-62"	"--"	"HS"	"HS"	"--"	"29.10"
"734"	"48.58"	"--"	"Leguminosae(豆科)"	"DA2-18-1-4"	"--"	"北京市怀柔"	"11.08"	"--"	"--"	"14.0"	"--"	"S"	"--"	"中间型"	"3.88"	"--"	"Arachis(落花生属)"	"北京农林科学院作物所"	"--"	"37.00"	"--"	"Zh.h5175"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"28.64"	"--"	"43.25"	"--"	"I4A05014"	"直立"	"136"	"1.61"	"北京"	"170.0"	"HS"	"--"	"--"	"--"	"HS"	"--"	"84.0"	"--"	"--"	"--"	"65.00"	"--"	"--"	"连续"	"DA2-18-1-4"	"0.76"	"HS"	"HS"	"--"	"25.70"
"735"	"51.29"	"--"	"Leguminosae(豆科)"	"D03-130-1"	"--"	"北京市怀柔"	"11.25"	"--"	"--"	"13.6"	"--"	"S"	"--"	"中间型"	"4.12"	"--"	"Arachis(落花生属)"	"北京农林科学院作物所"	"--"	"38.23"	"--"	"Zh.h5176"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"27.81"	"--"	"41.16"	"--"	"I4A05015"	"直立"	"138"	"1.74"	"北京"	"180.0"	"HS"	"--"	"--"	"--"	"S"	"--"	"81.0"	"--"	"--"	"--"	"75.00"	"--"	"--"	"连续"	"D03-130-1"	"0.55"	"HS"	"S"	"--"	"41.80"
"736"	"--"	"--"	"Leguminosae(豆科)"	"D02-131"	"--"	"北京市怀柔"	"--"	"--"	"--"	"14.5"	"--"	"S"	"--"	"中间型"	"--"	"--"	"Arachis(落花生属)"	"北京农林科学院作物所"	"--"	"--"	"--"	"Zh.h5177"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"--"	"--"	"--"	"--"	"I4A05016"	"直立"	"136"	"--"	"北京"	"188.0"	"HS"	"--"	"--"	"--"	"S"	"--"	"90.2"	"--"	"--"	"--"	"74.80"	"--"	"--"	"连续"	"D02-131"	"--"	"HS"	"S"	"--"	"39.80"
"737"	"51.62"	"--"	"Leguminosae(豆科)"	"90-3"	"--"	"北京市大兴县"	"10.69"	"--"	"--"	"11.4"	"--"	"S"	"--"	"中间型"	"3.13"	"--"	"Arachis(落花生属)"	"北京农林科学院作物所"	"--"	"35.73"	"--"	"Zh.h5178"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"27.70"	"--"	"45.34"	"--"	"I4A05017"	"直立"	"135"	"1.68"	"北京"	"153.0"	"HS"	"--"	"--"	"--"	"HS"	"--"	"66.0"	"--"	"--"	"--"	"71.30"	"--"	"--"	"连续"	"90-3"	"1.00"	"HS"	"HS"	"--"	"37.60"
"738"	"47.12"	"--"	"Leguminosae(豆科)"	"90-4"	"--"	"北京市大兴县"	"11.44"	"--"	"--"	"12.4"	"--"	"S"	"--"	"中间型"	"3.65"	"--"	"Arachis(落花生属)"	"北京农林科学院作物所"	"--"	"37.46"	"--"	"Zh.h5179"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"29.37"	"--"	"42.29"	"--"	"I4A05018"	"直立"	"136"	"1.86"	"北京"	"133.0"	"HS"	"--"	"--"	"--"	"HS"	"--"	"65.4"	"--"	"--"	"--"	"70.50"	"--"	"--"	"连续"	"90-4"	"0.86"	"HS"	"HS"	"--"	"23.20"
"739"	"51.27"	"--"	"Leguminosae(豆科)"	"90-5"	"--"	"北京市大兴县"	"11.93"	"--"	"--"	"12.4"	"--"	"S"	"--"	"中间型"	"3.87"	"--"	"Arachis(落花生属)"	"北京农林科学院作物所"	"--"	"37.03"	"--"	"Zh.h5180"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"26.98"	"--"	"43.36"	"--"	"I4A05019"	"直立"	"135"	"1.74"	"北京"	"160.0"	"HS"	"--"	"--"	"--"	"HS"	"--"	"80.0"	"--"	"--"	"--"	"79.00"	"--"	"--"	"连续"	"90-5"	"0.78"	"HS"	"HS"	"--"	"26.80"
"740"	"50.16"	"--"	"Leguminosae(豆科)"	"90-6"	"--"	"北京市大兴县"	"11.16"	"--"	"--"	"13.8"	"--"	"S"	"--"	"中间型"	"3.95"	"--"	"Arachis(落花生属)"	"北京农林科学院作物所"	"--"	"37.85"	"--"	"Zh.h5181"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"27.98"	"--"	"41.61"	"--"	"I4A05020"	"直立"	"137"	"1.76"	"北京"	"182.0"	"HS"	"--"	"--"	"--"	"HS"	"--"	"90.0"	"--"	"--"	"--"	"72.50"	"--"	"--"	"连续"	"90-6"	"0.68"	"HS"	"HS"	"--"	"30.50"
"741"	"50.98"	"--"	"Leguminosae(豆科)"	"90-7"	"--"	"北京市大兴县"	"11.19"	"--"	"--"	"13.6"	"--"	"S"	"--"	"中间型"	"4.26"	"--"	"Arachis(落花生属)"	"北京农林科学院作物所"	"--"	"37.76"	"--"	"Zh.h5182"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"27.40"	"--"	"41.51"	"--"	"I4A05021"	"直立"	"137"	"1.88"	"北京"	"145.0"	"HS"	"--"	"--"	"--"	"HS"	"--"	"74.0"	"--"	"--"	"--"	"70.00"	"--"	"--"	"连续"	"90-7"	"0.74"	"HS"	"HS"	"--"	"39.20"
"742"	"50.73"	"--"	"Leguminosae(豆科)"	"90-8"	"--"	"北京市大兴县"	"11.11"	"--"	"--"	"12.2"	"--"	"S"	"--"	"中间型"	"4.16"	"--"	"Arachis(落花生属)"	"北京农林科学院作物所"	"--"	"34.88"	"--"	"Zh.h5183"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"29.03"	"--"	"44.74"	"--"	"I4A05022"	"直立"	"136"	"1.78"	"北京"	"150.0"	"HS"	"--"	"--"	"--"	"S"	"--"	"79.0"	"--"	"--"	"--"	"71.00"	"--"	"--"	"连续"	"90-8"	"0.72"	"HS"	"HS"	"--"	"28.40"
"743"	"51.08"	"--"	"Leguminosae(豆科)"	"90-9"	"--"	"北京市大兴县"	"12.21"	"--"	"--"	"12.1"	"--"	"S"	"--"	"中间型"	"3.53"	"--"	"Arachis(落花生属)"	"北京农林科学院作物所"	"--"	"38.54"	"--"	"Zh.h5184"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"26.62"	"--"	"42.36"	"--"	"I4A05023"	"直立"	"136"	"1.47"	"北京"	"163.0"	"HS"	"--"	"--"	"--"	"HS"	"--"	"73.0"	"--"	"--"	"--"	"70.10"	"--"	"--"	"连续"	"90-9"	"0.65"	"HS"	"HS"	"--"	"31.00"
"744"	"51.07"	"--"	"Leguminosae(豆科)"	"90-10"	"--"	"北京市大兴县"	"12.73"	"--"	"--"	"12.7"	"--"	"S"	"--"	"中间型"	"4.00"	"--"	"Arachis(落花生属)"	"北京农林科学院作物所"	"--"	"36.50"	"--"	"Zh.h5185"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"26.92"	"--"	"41.78"	"--"	"I4A05024"	"直立"	"135"	"1.74"	"北京"	"140.0"	"HS"	"--"	"--"	"--"	"S"	"--"	"76.0"	"--"	"--"	"--"	"71.40"	"--"	"--"	"连续"	"90-10"	"0.74"	"HS"	"S"	"--"	"32.80"
"745"	"50.34"	"--"	"Leguminosae(豆科)"	"90-11"	"--"	"北京市大兴县"	"10.97"	"--"	"--"	"12.9"	"--"	"S"	"--"	"中间型"	"3.41"	"--"	"Arachis(落花生属)"	"北京农林科学院作物所"	"--"	"34.98"	"--"	"Zh.h5186"	"HS"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"28.34"	"--"	"45.15"	"--"	"I4A05025"	"直立"	"137"	"1.90"	"北京"	"141.0"	"HS"	"--"	"--"	"--"	"HS"	"--"	"80.0"	"--"	"--"	"--"	"74.80"	"--"	"--"	"连续"	"90-11"	"1.04"	"HS"	"HS"	"--"	"46.70"
"746"	"46.25"	"--"	"Leguminosae(豆科)"	"5532-1-1"	"--"	"北京市农科院"	"11.88"	"--"	"--"	"10.9"	"--"	"S"	"--"	"中间型"	"4.13"	"--"	"Arachis(落花生属)"	"北京农林科学院作物所"	"--"	"39.97"	"--"	"Zh.h5187"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"30.28"	"--"	"38.95"	"--"	"I4A05026"	"直立"	"128"	"1.73"	"北京"	"135.0"	"HS"	"--"	"--"	"--"	"S"	"--"	"74.2"	"--"	"--"	"--"	"72.20"	"--"	"--"	"连续"	"5532-1-1"	"0.68"	"HS"	"S"	"--"	"33.80"
"747"	"48.73"	"--"	"Leguminosae(豆科)"	"6507-2"	"--"	"北京市农科院"	"10.50"	"--"	"--"	"12.3"	"--"	"S"	"--"	"中间型"	"4.92"	"--"	"Arachis(落花生属)"	"北京农林科学院作物所"	"--"	"33.72"	"--"	"Zh.h5188"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"30.18"	"--"	"45.25"	"--"	"I4A05027"	"直立"	"121"	"2.18"	"北京"	"148.0"	"HS"	"--"	"--"	"--"	"HS"	"--"	"74.3"	"--"	"--"	"--"	"71.20"	"--"	"--"	"连续"	"6507-2"	"0.64"	"HS"	"HS"	"--"	"31.70"
"748"	"46.00"	"--"	"Leguminosae(豆科)"	"6525"	"--"	"北京市农科院"	"11.03"	"--"	"--"	"12.4"	"--"	"S"	"--"	"中间型"	"3.99"	"--"	"Arachis(落花生属)"	"北京农林科学院作物所"	"--"	"39.69"	"--"	"Zh.h5189"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"30.62"	"--"	"40.34"	"--"	"I4A05028"	"直立"	"121"	"1.79"	"北京"	"150.0"	"HS"	"--"	"--"	"--"	"HS"	"--"	"78.0"	"--"	"--"	"--"	"71.00"	"--"	"--"	"连续"	"6525"	"0.68"	"HS"	"HS"	"--"	"34.80"
"749"	"50.94"	"--"	"Leguminosae(豆科)"	"6527-3-1"	"--"	"北京市农科院"	"10.92"	"--"	"--"	"10.8"	"--"	"S"	"--"	"中间型"	"4.76"	"--"	"Arachis(落花生属)"	"北京农林科学院作物所"	"--"	"36.90"	"--"	"Zh.h5190"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"27.94"	"--"	"41.98"	"--"	"I4A05029"	"直立"	"120"	"2.00"	"北京"	"150.0"	"HS"	"--"	"--"	"--"	"HS"	"--"	"69.8"	"--"	"--"	"--"	"69.40"	"--"	"--"	"连续"	"6527-3-1"	"0.58"	"HS"	"HS"	"--"	"35.40"
"750"	"47.01"	"--"	"Leguminosae(豆科)"	"6539"	"--"	"北京市农科院"	"10.65"	"--"	"--"	"9.8"	"--"	"S"	"--"	"中间型"	"4.42"	"--"	"Arachis(落花生属)"	"北京农林科学院作物所"	"--"	"29.89"	"--"	"Zh.h5191"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"28.36"	"--"	"49.86"	"--"	"I4A05030"	"直立"	"120"	"2.01"	"北京"	"148.0"	"HS"	"--"	"--"	"--"	"S"	"--"	"68.9"	"--"	"--"	"--"	"68.60"	"--"	"--"	"连续"	"6539"	"0.84"	"HS"	"S"	"--"	"35.00"
"751"	"50.16"	"--"	"Leguminosae(豆科)"	"6543-1-1-②"	"--"	"北京市农科院"	"9.46"	"--"	"--"	"9.7"	"--"	"S"	"--"	"中间型"	"4.34"	"--"	"Arachis(落花生属)"	"北京农林科学院作物所"	"--"	"25.38"	"--"	"Zh.h5192"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"28.92"	"--"	"55.48"	"--"	"I4A05031"	"直立"	"120"	"1.83"	"北京"	"145.0"	"HS"	"--"	"--"	"--"	"HS"	"--"	"72.2"	"--"	"--"	"--"	"69.00"	"--"	"--"	"连续"	"6543-1-1-②"	"0.77"	"HS"	"HS"	"--"	"33.40"
"752"	"44.66"	"--"	"Leguminosae(豆科)"	"6543-2"	"--"	"北京市农科院"	"11.09"	"--"	"--"	"9.4"	"--"	"S"	"--"	"中间型"	"4.16"	"--"	"Arachis(落花生属)"	"北京农林科学院作物所"	"--"	"34.93"	"--"	"Zh.h5193"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"30.81"	"--"	"40.68"	"--"	"I4A05032"	"直立"	"120"	"2.94"	"北京"	"149.0"	"HS"	"--"	"--"	"--"	"HS"	"--"	"73.0"	"--"	"--"	"--"	"70.80"	"--"	"--"	"连续"	"6543-2"	"3.30"	"HS"	"HS"	"--"	"32.40"
"753"	"48.89"	"--"	"Leguminosae(豆科)"	"6543-3"	"--"	"北京市农科院"	"10.94"	"--"	"--"	"8.8"	"--"	"S"	"--"	"中间型"	"5.06"	"--"	"Arachis(落花生属)"	"北京农林科学院作物所"	"--"	"35.31"	"--"	"Zh.h5194"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"27.74"	"--"	"43.51"	"--"	"I4A05033"	"直立"	"120"	"1.98"	"北京"	"144.0"	"HS"	"--"	"--"	"--"	"HS"	"--"	"74.0"	"--"	"--"	"--"	"71.40"	"--"	"--"	"连续"	"6543-3"	"0.29"	"HS"	"HS"	"--"	"31.80"
"754"	"49.25"	"--"	"Leguminosae(豆科)"	"泉花11号"	"--"	"泉州市农科所"	"12.72"	"--"	"--"	"10.4"	"--"	"S"	"--"	"珍珠豆型"	"2.37"	"--"	"Arachis(落花生属)"	"福建泉州市农科所"	"--"	"36.01"	"--"	"Zh.h4802"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"31.15"	"--"	"44.17"	"--"	"I4A04566"	"直立"	"135"	"1.26"	"福建"	"141.5"	"HS"	"--"	"--"	"--"	"S"	"--"	"56.5"	"--"	"--"	"--"	"72.40"	"--"	"--"	"连续"	"QUAN HUA 11 HAO"	"1.24"	"HS"	"S"	"--"	"44.08"
"755"	"50.51"	"--"	"Leguminosae(豆科)"	"210-5"	"--"	"泉州市农科所"	"12.11"	"--"	"--"	"12.6"	"--"	"S"	"--"	"珍珠豆型"	"1.95"	"--"	"Arachis(落花生属)"	"福建泉州市农科所"	"--"	"39.66"	"--"	"Zh.h4803"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"30.94"	"--"	"43.08"	"--"	"I4A04567"	"直立"	"136"	"1.22"	"福建"	"142.6"	"HS"	"--"	"--"	"--"	"S"	"--"	"53.3"	"--"	"--"	"--"	"70.60"	"--"	"--"	"连续"	"210-5"	"0.88"	"HS"	"HS"	"--"	"51.40"
"756"	"51.20"	"--"	"Leguminosae(豆科)"	"泉花114-8"	"--"	"泉州市农科所"	"12.97"	"--"	"--"	"14.5"	"--"	"S"	"--"	"珍珠豆型"	"2.52"	"--"	"Arachis(落花生属)"	"福建泉州市农科所"	"--"	"36.43"	"--"	"Zh.h4804"	"HS"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"31.08"	"--"	"44.35"	"--"	"I4A04568"	"直立"	"133"	"1.21"	"福建"	"178.6"	"HS"	"--"	"--"	"--"	"S"	"--"	"70.8"	"--"	"--"	"--"	"71.50"	"--"	"--"	"连续"	"QUAN HUA 114-8"	"0.75"	"HS"	"HS"	"--"	"34.27"
"757"	"52.44"	"--"	"Leguminosae(豆科)"	"79-2"	"--"	"平潭县良种场"	"12.64"	"--"	"--"	"14.6"	"--"	"S"	"--"	"珍珠豆型"	"2.80"	"--"	"Arachis(落花生属)"	"福建泉州市农科所"	"--"	"33.99"	"--"	"Zh.h4805"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"30.45"	"--"	"45.24"	"--"	"I4A04569"	"直立"	"132"	"1.45"	"福建"	"177.6"	"HS"	"--"	"--"	"--"	"S"	"--"	"71.1"	"--"	"--"	"--"	"72.60"	"--"	"--"	"连续"	"79-2"	"1.87"	"HS"	"HS"	"--"	"31.49"
"758"	"49.63"	"--"	"Leguminosae(豆科)"	"72-4"	"--"	"福建省农院"	"12.92"	"--"	"--"	"13.6"	"--"	"S"	"--"	"珍珠豆型"	"2.32"	"--"	"Arachis(落花生属)"	"福建泉州市农科所"	"--"	"37.15"	"--"	"Zh.h4806"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"31.35"	"--"	"44.05"	"--"	"I4A04570"	"直立"	"133"	"1.21"	"福建"	"180.3"	"HS"	"--"	"--"	"--"	"S"	"--"	"68.0"	"--"	"--"	"--"	"71.50"	"--"	"--"	"连续"	"72-4"	"0.75"	"HS"	"HS"	"--"	"33.90"
