"id"	"蛋氨酸"	"科名"	"保存编号"	"品种名称"	"谷氨酸"	"播种期"	"天冬氨酸"	"精氨酸"	"丙氨酸"	"单株产量"	"总和"	"酪氨酸"	"异亮氨酸"	"省"	"色氨酸"	"组氨酸"	"分枝数"	"全生育日数"	"样品类型"	"总淀粉"	"百粒重"	"苏氨酸"	"统一编号"	"苯丙氨酸"	"学名"	"粒形"	"胱氨酸"	"支链淀粉"	"花色"	"粗脂肪"	"成熟期"	"粗蛋白"	"结荚习性"	"属名"	"亮氨酸"	"库编号"	"生长习性"	"保存单位"	"原产地"	"甘氨酸"	"单荚粒数"	"缬氨酸"	"直链淀粉"	"单株荚数"	"粒色"	"备注"	"脯氨酸"	"赖氨酸"	"荚长"	"丝氨酸"	"译名"	"荚色"	"种子来源"	"株高"
"145"	"--"	"Leguminosae(豆科)"	"It0038-2"	"白蔓豆"	"--"	"6.06"	"--"	"--"	"--"	"25.3"	"--"	"--"	"--"	"湖北"	"--"	"--"	"3.5"	"132"	"地方"	"--"	"5.6"	"--"	"D0001335"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"10.16"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01074"	"半蔓生"	"湖北省农科院农业现代化研究所"	"秭归"	"--"	"11.3"	"--"	"--"	"46.0"	"黄"	"--"	"--"	"--"	"11.7"	"--"	"BAI MAN DOU"	"褐"	"--"	"98.0"
"146"	"--"	"Leguminosae(豆科)"	"It0034"	"米蔓豆"	"--"	"6.08"	"--"	"--"	"--"	"26.4"	"--"	"--"	"--"	"湖北"	"--"	"--"	"1.2"	"132"	"地方"	"--"	"4.7"	"--"	"D0001336"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"10.18"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01075"	"蔓生"	"湖北省农科院农业现代化研究所"	"秭归"	"--"	"8.9"	"--"	"--"	"63.0"	"黄"	"--"	"--"	"--"	"8.1"	"--"	"MI MAN DOU"	"褐"	"--"	"136.0"
"147"	"--"	"Leguminosae(豆科)"	"It0049"	"米蔓豆"	"--"	"6.06"	"--"	"--"	"--"	"34.2"	"--"	"--"	"--"	"湖北"	"--"	"--"	"3.5"	"135"	"地方"	"--"	"5.5"	"--"	"D0001337"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"10.19"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01076"	"蔓生"	"湖北省农科院农业现代化研究所"	"秭归"	"--"	"8.7"	"--"	"--"	"72.0"	"黄"	"--"	"--"	"--"	"9.0"	"--"	"MI MAN DOU"	"褐"	"--"	"210.0"
"148"	"--"	"Leguminosae(豆科)"	"It0042"	"绿蔓豆"	"--"	"6.06"	"--"	"--"	"--"	"41.2"	"--"	"--"	"--"	"湖北"	"--"	"--"	"3.0"	"127"	"地方"	"--"	"6.3"	"--"	"D0001338"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"10.11"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01077"	"蔓生"	"湖北省农科院农业现代化研究所"	"秭归"	"--"	"9.2"	"--"	"--"	"71.0"	"黄"	"--"	"--"	"--"	"10.5"	"--"	"LU MAN DOU"	"褐"	"--"	"168.0"
"149"	"--"	"Leguminosae(豆科)"	"It0033"	"矮秆黄蔓豆"	"--"	"6.08"	"--"	"--"	"--"	"25.0"	"--"	"--"	"--"	"湖北"	"--"	"--"	"4.0"	"127"	"地方"	"--"	"3.9"	"--"	"D0001339"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"10.13"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01078"	"蔓生"	"湖北省农科院农业现代化研究所"	"秭归"	"--"	"9.5"	"--"	"--"	"68.0"	"黄"	"--"	"--"	"--"	"8.9"	"--"	"AI GAN HUANG MAN DOU"	"褐"	"--"	"197.0"
"150"	"--"	"Leguminosae(豆科)"	"It0037"	"黄蔓豆"	"--"	"6.06"	"--"	"--"	"--"	"26.4"	"--"	"--"	"--"	"湖北"	"--"	"--"	"2.6"	"127"	"地方"	"--"	"4.8"	"--"	"D0001340"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"10.11"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01079"	"蔓生"	"湖北省农科院农业现代化研究所"	"秭归"	"--"	"8.6"	"--"	"--"	"64.0"	"黄"	"--"	"--"	"--"	"8.8"	"--"	"HUANG MAN DOU"	"褐"	"--"	"125.0"
"151"	"--"	"Leguminosae(豆科)"	"It0039"	"黄蔓豆"	"--"	"6.06"	"--"	"--"	"--"	"25.9"	"--"	"--"	"--"	"湖北"	"--"	"--"	"3.8"	"133"	"地方"	"--"	"5.4"	"--"	"D0001341"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"10.17"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01080"	"蔓生"	"湖北省农科院农业现代化研究所"	"秭归"	"--"	"8.5"	"--"	"--"	"57.0"	"黄"	"--"	"--"	"--"	"8.5"	"--"	"HUANG MAN DOU"	"褐"	"--"	"224.0"
"152"	"--"	"Leguminosae(豆科)"	"It0044"	"黄蔓豆"	"--"	"6.06"	"--"	"--"	"--"	"35.6"	"--"	"--"	"--"	"湖北"	"--"	"--"	"4.0"	"130"	"地方"	"--"	"6.7"	"--"	"D0001342"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"10.14"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01081"	"蔓生"	"湖北省农科院农业现代化研究所"	"秭归"	"--"	"8.7"	"--"	"--"	"61.0"	"黄"	"--"	"--"	"--"	"9.5"	"--"	"HUANG MAN DOU"	"褐"	"--"	"229.0"
"153"	"--"	"Leguminosae(豆科)"	"It0050"	"黄蔓豆"	"--"	"6.06"	"--"	"--"	"--"	"36.5"	"--"	"--"	"--"	"湖北"	"--"	"--"	"4.5"	"136"	"地方"	"--"	"4.8"	"--"	"D0001343"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"10.20"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01082"	"蔓生"	"湖北省农科院农业现代化研究所"	"秭归"	"--"	"11.6"	"--"	"--"	"66.0"	"黄"	"--"	"--"	"--"	"11.3"	"--"	"HUANG MAN DOU"	"褐"	"--"	"193.0"
"154"	"--"	"Leguminosae(豆科)"	"00155"	"饭豆"	"--"	"6.08"	"--"	"--"	"--"	"33.4"	"--"	"--"	"--"	"湖北"	"--"	"--"	"2.5"	"131"	"地方"	"--"	"6.5"	"--"	"D0001344"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"10.17"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01083"	"蔓生"	"湖北省农科院农业现代化研究所"	"兴山"	"--"	"8.7"	"--"	"--"	"59.0"	"黄"	"--"	"--"	"--"	"9.4"	"--"	"FAN DOU"	"褐"	"--"	"183.0"
"155"	"--"	"Leguminosae(豆科)"	"It0047"	"蔓豆"	"--"	"6.06"	"--"	"--"	"--"	"23.7"	"--"	"--"	"--"	"湖北"	"--"	"--"	"4.5"	"135"	"地方"	"--"	"5.3"	"--"	"D0001345"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"10.19"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01084"	"蔓生"	"湖北省农科院农业现代化研究所"	"兴山"	"--"	"7.8"	"--"	"--"	"58.0"	"黄"	"--"	"--"	"--"	"8.0"	"--"	"MAN DOU"	"褐"	"--"	"240.0"
"156"	"--"	"Leguminosae(豆科)"	"It0027"	"米蔓豆"	"--"	"5.11"	"--"	"--"	"--"	"65.9"	"--"	"--"	"--"	"湖北"	"--"	"--"	"5.7"	"105"	"地方"	"--"	"7.0"	"--"	"D0001346"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"8.24"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01085"	"蔓生"	"湖北省农科院农业现代化研究所"	"兴山"	"--"	"6.8"	"--"	"--"	"139.0"	"黄"	"--"	"--"	"--"	"7.4"	"--"	"MI MAN DOU"	"褐"	"--"	"147.6"
"157"	"--"	"Leguminosae(豆科)"	"It0030"	"蔓豆"	"--"	"5.11"	"--"	"--"	"--"	"83.5"	"--"	"--"	"--"	"湖北"	"--"	"--"	"4.7"	"110"	"地方"	"--"	"6.4"	"--"	"D0001347"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"8.29"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01086"	"蔓生"	"湖北省农科院农业现代化研究所"	"兴山"	"--"	"8.0"	"--"	"--"	"167.0"	"黄"	"--"	"--"	"--"	"8.3"	"--"	"MAN DOU"	"褐"	"--"	"168.5"
"158"	"--"	"Leguminosae(豆科)"	"It0056"	"黄蔓豆"	"--"	"6.06"	"--"	"--"	"--"	"38.6"	"--"	"--"	"--"	"湖北"	"--"	"--"	"3.5"	"130"	"地方"	"--"	"5.2"	"--"	"D0001348"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"10.14"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01087"	"蔓生"	"湖北省农科院农业现代化研究所"	"五峰"	"--"	"10.6"	"--"	"--"	"70.0"	"黄"	"--"	"--"	"--"	"11.3"	"--"	"HUANG MAN DOU"	"褐"	"--"	"200.0"
"159"	"--"	"Leguminosae(豆科)"	"It0089"	"蔓豆"	"--"	"5.30"	"--"	"--"	"--"	"36.6"	"--"	"--"	"--"	"湖北"	"--"	"--"	"3.4"	"152"	"地方"	"--"	"5.4"	"--"	"D0001349"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"10.29"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01088"	"蔓生"	"湖北省农科院农业现代化研究所"	"五峰"	"--"	"10.5"	"--"	"--"	"64.0"	"黄"	"--"	"--"	"--"	"11.4"	"--"	"MAN DOU"	"褐"	"--"	"168.0"
"160"	"--"	"Leguminosae(豆科)"	"It0055"	"蔓豆"	"--"	"6.06"	"--"	"--"	"--"	"27.0"	"--"	"--"	"--"	"湖北"	"--"	"--"	"1.5"	"127"	"地方"	"--"	"5.4"	"--"	"D0001350"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"10.11"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01089"	"蔓生"	"湖北省农科院农业现代化研究所"	"长阳"	"--"	"7.2"	"--"	"--"	"70.0"	"黄"	"--"	"--"	"--"	"7.5"	"--"	"MAN DOU"	"褐"	"--"	"165.0"
"161"	"--"	"Leguminosae(豆科)"	"00151"	"白蔓豆"	"--"	"6.06"	"--"	"--"	"--"	"11.8"	"--"	"--"	"--"	"湖北"	"--"	"--"	"2.0"	"143"	"地方"	"--"	"3.5"	"--"	"D0001351"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"10.27"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01090"	"直立"	"湖北省农科院农业现代化研究所"	"长阳"	"--"	"8.9"	"--"	"--"	"38.0"	"黄"	"--"	"--"	"--"	"8.4"	"--"	"BAI MAN DOU"	"褐"	"--"	"72.0"
"162"	"--"	"Leguminosae(豆科)"	"It0017"	"白巴山豆"	"--"	"5.11"	"--"	"--"	"--"	"60.7"	"--"	"--"	"--"	"湖北"	"--"	"--"	"6.8"	"098"	"地方"	"--"	"4.9"	"--"	"D0001352"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"8.17"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01091"	"蔓生"	"湖北省农科院农业现代化研究所"	"房山"	"--"	"7.2"	"--"	"--"	"176.0"	"黄"	"--"	"--"	"--"	"7.5"	"--"	"BAI BA SHAN DOU"	"紫"	"--"	"160.4"
"163"	"--"	"Leguminosae(豆科)"	"It0016-2"	"白爬山豆"	"--"	"5.11"	"--"	"--"	"--"	"42.9"	"--"	"--"	"--"	"湖北"	"--"	"--"	"6.8"	"098"	"地方"	"--"	"4.8"	"--"	"D0001353"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"8.17"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01092"	"蔓生"	"湖北省农科院农业现代化研究所"	"房山"	"--"	"6.8"	"--"	"--"	"132.0"	"黄"	"--"	"--"	"--"	"8.0"	"--"	"BAI PA SHAN DOU"	"黑"	"--"	"154.0"
"164"	"--"	"Leguminosae(豆科)"	"00154"	"蛮豆"	"--"	"6.06"	"--"	"--"	"--"	"32.0"	"--"	"--"	"--"	"湖北"	"--"	"--"	"3.0"	"144"	"地方"	"--"	"6.5"	"--"	"D0001354"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"10.28"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01093"	"蔓生"	"湖北省农科院农业现代化研究所"	"竹溪"	"--"	"8.5"	"--"	"--"	"58.0"	"黄"	"--"	"--"	"--"	"9.5"	"--"	"MAN DOU"	"褐"	"--"	"185.0"
"165"	"--"	"Leguminosae(豆科)"	"It0022"	"白巴山豆"	"--"	"5.11"	"--"	"--"	"--"	"67.7"	"--"	"--"	"--"	"湖北"	"--"	"--"	"6.2"	"109"	"地方"	"--"	"5.1"	"--"	"D0001355"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"8.28"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01094"	"蔓生"	"湖北省农科院农业现代化研究所"	"竹溪"	"--"	"8.3"	"--"	"--"	"164.0"	"黄"	"--"	"--"	"--"	"9.0"	"--"	"BAI BA SHAN DOU"	"褐"	"--"	"193.0"
"166"	"--"	"Leguminosae(豆科)"	"It0023-2"	"白巴山豆"	"--"	"5.11"	"--"	"--"	"--"	"44.6"	"--"	"--"	"--"	"湖北"	"--"	"--"	"6.2"	"109"	"地方"	"--"	"4.5"	"--"	"D0001356"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"8.28"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01095"	"蔓生"	"湖北省农科院农业现代化研究所"	"竹溪"	"--"	"6.5"	"--"	"--"	"157.0"	"黄"	"--"	"--"	"--"	"8.0"	"--"	"BAI BA SHAN DOU"	"褐"	"--"	"143.0"
"167"	"--"	"Leguminosae(豆科)"	"It0021-2"	"巴山豆"	"--"	"5.11"	"--"	"--"	"--"	"40.4"	"--"	"--"	"--"	"湖北"	"--"	"--"	"6.2"	"105"	"地方"	"--"	"4.4"	"--"	"D0001357"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"8.24"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01096"	"蔓生"	"湖北省农科院农业现代化研究所"	"竹山"	"--"	"7.4"	"--"	"--"	"127.0"	"黄"	"--"	"--"	"--"	"6.5"	"--"	"BA SHAN DOU"	"褐"	"--"	"153.0"
"168"	"--"	"Leguminosae(豆科)"	"It0019"	"白蔓豆"	"--"	"5.11"	"--"	"--"	"--"	"42.1"	"--"	"--"	"--"	"湖北"	"--"	"--"	"6.8"	"089"	"地方"	"--"	"6.5"	"--"	"D0001358"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"8.08"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01097"	"半蔓生"	"湖北省农科院农业现代化研究所"	"竹山"	"--"	"5.4"	"--"	"--"	"120.0"	"黄"	"--"	"--"	"--"	"7.0"	"--"	"BAI MAN DOU"	"褐"	"--"	"110.0"
"169"	"--"	"Leguminosae(豆科)"	"It0046"	"巴山豆"	"--"	"6.06"	"--"	"--"	"--"	"22.5"	"--"	"--"	"--"	"湖北"	"--"	"--"	"4.0"	"127"	"地方"	"--"	"4.3"	"--"	"D0001359"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"10.11"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01098"	"蔓生"	"湖北省农科院农业现代化研究所"	"竹山"	"--"	"8.3"	"--"	"--"	"64.0"	"黄"	"--"	"--"	"--"	"8.6"	"--"	"BA SHAN DOU"	"褐"	"--"	"220.0"
"170"	"--"	"Leguminosae(豆科)"	"It0073"	"巴山豆"	"--"	"6.08"	"--"	"--"	"--"	"35.3"	"--"	"--"	"--"	"湖北"	"--"	"--"	"4.0"	"130"	"地方"	"--"	"6.9"	"--"	"D0001360"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"10.16"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01099"	"蔓生"	"湖北省农科院农业现代化研究所"	"利川"	"--"	"7.2"	"--"	"--"	"71.0"	"黄"	"--"	"--"	"--"	"8.0"	"--"	"BA SHAN DOU"	"褐"	"--"	"205.0"
"171"	"--"	"Leguminosae(豆科)"	"It0074"	"巴山豆"	"--"	"6.08"	"--"	"--"	"--"	"14.8"	"--"	"--"	"--"	"湖北"	"--"	"--"	"2.0"	"128"	"地方"	"--"	"4.0"	"--"	"D0001361"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"10.14"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01100"	"蔓生"	"湖北省农科院农业现代化研究所"	"利川"	"--"	"7.2"	"--"	"--"	"52.0"	"黄"	"--"	"--"	"--"	"7.2"	"--"	"BA SHAN DOU"	"褐"	"--"	"190.0"
"172"	"--"	"Leguminosae(豆科)"	"It0100"	"巴山豆"	"--"	"6.06"	"--"	"--"	"--"	"29.9"	"--"	"--"	"--"	"湖北"	"--"	"--"	"3.6"	"130"	"地方"	"--"	"6.8"	"--"	"D0001362"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"10.14"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01101"	"蔓生"	"湖北省农科院农业现代化研究所"	"利川"	"--"	"8.3"	"--"	"--"	"53.0"	"黄"	"--"	"--"	"--"	"9.5"	"--"	"BA SHAN DOU"	"褐"	"--"	"228.0"
"173"	"--"	"Leguminosae(豆科)"	"It0098"	"白饭豆"	"--"	"5.30"	"--"	"--"	"--"	"32.9"	"--"	"--"	"--"	"湖北"	"--"	"--"	"2.6"	"153"	"地方"	"--"	"7.0"	"--"	"D0001363"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"10.30"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01102"	"蔓生"	"湖北省农科院农业现代化研究所"	"利川"	"--"	"8.4"	"--"	"--"	"56.0"	"黄"	"--"	"--"	"--"	"10.0"	"--"	"BAI FAN DOU"	"褐"	"--"	"172.0"
"174"	"--"	"Leguminosae(豆科)"	"It0097"	"蛮豆"	"--"	"6.06"	"--"	"--"	"--"	"29.8"	"--"	"--"	"--"	"湖北"	"--"	"--"	"2.8"	"135"	"地方"	"--"	"5.6"	"--"	"D0001364"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"10.19"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01103"	"蔓生"	"湖北省农科院农业现代化研究所"	"利川"	"--"	"8.8"	"--"	"--"	"61.0"	"黄"	"--"	"--"	"--"	"9.3"	"--"	"MAN DOU"	"褐"	"--"	"214.0"
"175"	"--"	"Leguminosae(豆科)"	"It0072"	"黄巴山豆"	"--"	"6.08"	"--"	"--"	"--"	"26.7"	"--"	"--"	"--"	"湖北"	"--"	"--"	"3.5"	"129"	"地方"	"--"	"6.3"	"--"	"D0001365"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"10.15"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01104"	"蔓生"	"湖北省农科院农业现代化研究所"	"利川"	"--"	"7.5"	"--"	"--"	"57.0"	"黄"	"--"	"--"	"--"	"8.4"	"--"	"HUANG BA SHAN DOU"	"褐"	"--"	"220.0"
"176"	"--"	"Leguminosae(豆科)"	"It0108"	"蔓豆"	"--"	"6.06"	"--"	"--"	"--"	"25.4"	"--"	"--"	"--"	"湖北"	"--"	"--"	"2.8"	"137"	"地方"	"--"	"6.5"	"--"	"D0001366"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"10.21"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01105"	"蔓生"	"湖北省农科院农业现代化研究所"	"利川"	"--"	"7.5"	"--"	"--"	"52.0"	"黄"	"--"	"--"	"--"	"8.6"	"--"	"MAN DOU"	"褐"	"--"	"186.0"
"177"	"--"	"Leguminosae(豆科)"	"It0081"	"白蔓豆"	"--"	"5.30"	"--"	"--"	"--"	"22.4"	"--"	"--"	"--"	"湖北"	"--"	"--"	"2.0"	"121"	"地方"	"--"	"6.0"	"--"	"D0001367"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"9.29"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01106"	"半蔓生"	"湖北省农科院农业现代化研究所"	"建始"	"--"	"7.7"	"--"	"--"	"49.0"	"黄"	"--"	"--"	"--"	"8.7"	"--"	"BAI MAN DOU"	"褐"	"--"	"130.0"
"178"	"--"	"Leguminosae(豆科)"	"It0080-2"	"蔓豆"	"--"	"5.30"	"--"	"--"	"--"	"23.9"	"--"	"--"	"--"	"湖北"	"--"	"--"	"2.5"	"116"	"地方"	"--"	"4.5"	"--"	"D0001368"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"9.24"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01107"	"蔓生"	"湖北省农科院农业现代化研究所"	"建始"	"--"	"8.5"	"--"	"--"	"63.0"	"黄"	"--"	"--"	"--"	"8.5"	"--"	"MAN DOU"	"褐"	"--"	"149.0"
"179"	"--"	"Leguminosae(豆科)"	"It0109"	"蔓豆"	"--"	"6.06"	"--"	"--"	"--"	"30.3"	"--"	"--"	"--"	"湖北"	"--"	"--"	"2.7"	"140"	"地方"	"--"	"6.4"	"--"	"D0001369"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"10.24"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01108"	"蔓生"	"湖北省农科院农业现代化研究所"	"建始"	"--"	"8.3"	"--"	"--"	"57.0"	"黄"	"--"	"--"	"--"	"9.1"	"--"	"MAN DOU"	"褐"	"--"	"165.0"
"180"	"--"	"Leguminosae(豆科)"	"It0069-2"	"黄蔓豆"	"--"	"6.08"	"--"	"--"	"--"	"25.0"	"--"	"--"	"--"	"湖北"	"--"	"--"	"1.0"	"129"	"地方"	"--"	"4.1"	"--"	"D0001370"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"10.14"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01109"	"半蔓生"	"湖北省农科院农业现代化研究所"	"巴东"	"--"	"9.2"	"--"	"--"	"66.0"	"黄"	"--"	"--"	"--"	"8.2"	"--"	"HUANG MAN DOU"	"褐"	"--"	"87.5"
"181"	"--"	"Leguminosae(豆科)"	"It0101"	"巴山豆"	"--"	"6.06"	"--"	"--"	"--"	"26.4"	"--"	"--"	"--"	"湖北"	"--"	"--"	"2.6"	"139"	"地方"	"--"	"6.4"	"--"	"D0001371"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"10.23"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01110"	"蔓生"	"湖北省农科院农业现代化研究所"	"咸丰"	"--"	"7.5"	"--"	"--"	"55.0"	"黄"	"--"	"--"	"--"	"9.0"	"--"	"BA SHAN DOU"	"褐"	"--"	"167.0"
"182"	"--"	"Leguminosae(豆科)"	"00115"	"饭豆"	"--"	"5.11"	"--"	"--"	"--"	"45.0"	"--"	"--"	"--"	"湖北"	"--"	"--"	"6.1"	"108"	"地方"	"--"	"5.0"	"--"	"D0001372"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"8.27"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01111"	"蔓生"	"湖北省农科院农业现代化研究所"	"鹤峰"	"--"	"6.3"	"--"	"--"	"147.0"	"黄"	"--"	"--"	"--"	"7.2"	"--"	"FAN DOU"	"褐"	"--"	"168.0"
"183"	"--"	"Leguminosae(豆科)"	"It0052"	"麻蔓豆"	"--"	"6.06"	"--"	"--"	"--"	"24.2"	"--"	"--"	"--"	"湖北"	"--"	"--"	"5.0"	"136"	"地方"	"--"	"4.8"	"--"	"D0001373"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"10.20"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01112"	"蔓生"	"湖北省农科院农业现代化研究所"	"宜昌"	"--"	"8.6"	"--"	"--"	"59.0"	"黑花斑"	"--"	"--"	"--"	"8.7"	"--"	"MA MAN DOU"	"褐"	"--"	"196.0"
