"id"	"统一编号"	"品种名称"	"高程"	"东经"	"北纬"	"原产地"	"保存单位"	"单位编号"	"籼粳"	"早中晚"	"水陆"	"粘糯"	"米色"	"米香"	"芒长"	"粒形状"	"粒长度"	"长宽比"	"颖尖色"	"颖壳色"	"颖毛有无"	"护颖长短"	"颖尖弯直"	"株高"	"出穗期"	"糙米率"	"精米率"	"垩白率"	"蛋白质"	"赖氨酸"	"总淀粉"	"直链淀粉"	"支链淀粉"	"糊化温度"	"胶稠度"	"苗瘟"	"白叶枯"	"纹枯病"	"褐稻虱"	"白背飞虱"	"芽期耐寒"	"苗期耐旱"	"耐盐"	"路径"	"稻区"
"1369"	"18-04989"	"旱糯谷"	"51"	"11258"	"2811"	"湖南"	"Null"	"6887"	"粳"	"中"	"陆"	"糯"	"白"	"Null"	"无"	"阔卵"	"中"	"Null"	"秆黄"	"秆黄"	"Null"	"Null"	"Null"	"131"	"7.12"											"5"	"9"		"9"	"9"				"湖南"	"2-3"
"1370"	"18-04991"	"黄壳旱稻"	"51"	"11258"	"2811"	"湖南"	"Null"	"6906"	"粳"	"中"	"陆"	"糯"	"白"	"Null"	"无"	"阔卵"	"中"	"Null"	"红褐"	"褐斑秆黄"	"Null"	"Null"	"Null"	"148"	"7.1"					"0.48"	"77.12"		"82.7"								"7"	"4"	"7"	"湖南"	"2-3"
"1371"	"18-04995"	"黄麻糯"	"51"	"11258"	"2811"	"湖南"	"Null"	"7185选"	"粳"	"中"	"水"	"糯"	"白"	"Null"	"中"	"阔卵"	"短"	"Null"	"红褐"	"褐斑秆黄"	"Null"	"Null"	"Null"	"120"	"7.3"																"7"	"5"	"9"	"湖南"	"2-3"
"1372"	"18-05001"	"狗尾糯"	"51"	"11258"	"2811"	"湖南"	"Null"	"6843"	"粳"	"晚"	"水"	"糯"	"白"	"Null"	"无"	"短圆"	"短"	"Null"	"红褐"	"褐斑秆黄"	"Null"	"Null"	"Null"	"93"	"8.21"	"76.33"	"68.7"		"10.9"	"0.42"	"76.67"	"2.4"	"82.8"	"7"	"90"	"7"	"7"		"7"	"9"	"9"	"5"	"9"	"湖南"	"2-3"
"1373"	"19-00022"	"香稻"	"80"	"11418"	"3237"	"正阳县"	"河南信阳地区农科"	"4"	"籼"	"早"	"水"	"糯"	"红"	"无"	"无"	"椭圆"	"短"	"中"	"紫褐"	"赤褐斑秆黄"	"有"	"短"	"直"	"148"	"8.14"	"77.3"	"69.2"		"10.37"	"0.336"	"77.13"	"24.6"	"61.1"	"5.4"	"98"	"5"	"5"		"1"	"9"	"9"			"河南"	"4-2"
"1374"	"19-00055"	"狗蝇肚"	"147"	"11319"	"3243"	"泌阳县"	"河南信阳地区农科"	"47"	"籼"	"早"	"陆"	"粘"	"红"	"无"	"无"	"椭圆"	"中"	"中"	"无"	"秆黄"	"有"	"短"	"直"	"128"	"8.3"	"75.6"	"67.7"		"9.89"	"0.317"	"77.28"	"22.4"	"63.5"	"5.2"	"35"	"4"	"7"		"9"	"9"	"9"			"河南"	"4-2"
"1375"	"19-00061"	"狗蝇肚"	"147"	"11319"	"3243"	"泌阳县"	"河南信阳地区农科"	"317"	"籼"	"早"	"陆"	"粘"	"红"	"无"	"无"	"细长"	"长"	"中"	"无"	"秆黄"	"有"	"短"	"直"	"128"	"8.3"	"75.1"	"67.2"		"9.86"	"0.315"	"77.03"	"25.9"	"59.7"	"5.7"	"36"	"5"	"9"		"9"	"9"	"9"			"河南"	"4-2"
"1376"	"19-00075"	"早稻谷"	"129"	"11254"	"3344"	"鲁山县"	"河南信阳地区农科"	"321"	"籼"	"早"	"陆"	"粘"	"红"	"无"	"无"	"椭圆"	"中"	"中"	"无"	"桔红"	"有"	"短"	"直"		"9.3"	"71.8"	"64.3"		"9.52"	"0.304"	"77.29"	"27.6"	"58.3"	"5.4"	"92"	"6"	"9"		"9"	"7"	"9"			"河南"	"4-2"
"1377"	"19-00097"	"孟津旱稻"	"332"	"11226"	"3449"	"孟津县"	"河南信阳地区农科"	"323"	"籼"	"早"	"陆"	"粘"	"红"	"无"	"无"	"椭圆"	"短"	"中"	"无"	"秆黄"	"有"	"短"	"直"	"117"	"8.24"											"7"	"9"		"7"	"5"	"9"			"河南"	"4-2"
"1378"	"19-00098"	"半碾稻"	"49"	"11421"	"3300"	"汝南县"	"河南信阳地区农科"	"336"	"籼"	"早"	"陆"	"粘"	"红"	"Null"	"无"	"椭圆"	"中"	"Null"	"无"	"褐斑秆黄"	"Null"	"Null"	"Null"	"120"	"8.28"	"78.4"	"66.6"		"8.55"	"0.283"	"79.04"	"28.7"	"59.1"	"5.3"	"54"	"4"	"9"		"7"	"7"	"9"		"9"	"河南"	"4-2"
"1379"	"19-00099"	"离壳白"	"49"	"11421"	"3300"	"汝南县"	"河南信阳地区农科"	"352"	"粳"	"早"	"陆"	"粘"	"白"	"无"	"无"	"阔卵"	"短"	"中"	"紫褐"	"褐"	"有"	"短"	"直"	"124"	"9.2"											"5"	"9"		"9"	"9"	"9"			"河南"	"4-2"
"1380"	"19-00120"	"二接早"	"92"	"11404"	"3207"	"信阳县"	"Null"	"252"	"籼"	"中"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"长"	"中"	"紫褐"	"秆黄"	"有"	"短"	"直"	"142"	"7.21"																		"7"	"河南"	"2-1"
"1381"	"19-00128"	"雁个红"	"92"	"11404"	"3207"	"信阳县"	"Null"	"281"	"籼"	"中"	"水"	"糯"	"白"	"香"	"无"	"椭圆"	"特长"	"中"	"紫褐"	"紫褐"	"有"	"短"	"弯"	"144"	"8.11"	"80"	"71.6"		"12.65"	"0.446"	"73.62"	"1.2"	"80.6"	"6"	"67"				"9"	"7"		"5"	"7"	"河南"	"2-1"
"1382"	"19-00130"	"野鸡红"	"92"	"11404"	"3207"	"信阳县"	"Null"	"261"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"无"	"阔卵"	"中"	"中"	"紫褐"	"紫褐"	"有"	"短"	"直"	"152"	"8.24"	"77.9"	"69.8"		"11.92"	"0.405"	"73.12"	"11.5"	"69.7"	"4.4"	"83"	"5"	"9"		"7"	"9"	"3"	"9"	"9"	"河南"	"2-1"
"1383"	"19-00136"	"早云南粘"	"85"	"11451"	"3138"	"新县"	"Null"	"168"	"籼"	"中"	"水"	"粘"	"红、白"	"无"	"无"	"椭圆"	"中"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"127"	"8.1"	"79.2"	"70.9"		"9.32"	"0.311"	"77.32"	"25.4"	"60.5"	"5.1"	"84"	"7"	"9"		"9"	"9"	"3"	"5"		"河南"	"2-1"
"1384"	"19-00150"	"火旱稻"	"78"	"11523"	"3147"	"商城县"	"Null"	"288"	"籼"	"早"	"陆"	"粘"	"白"	"无"	"无"	"椭圆"	"中"	"窄"	"秆黄"	"秆黄"	"有"	"短"	"直"	"113"	"8.03"	"76.7"	"68.6"		"12.63"	"0.446"	"73.68"	"18.9"	"63"	"6"	"30"				"7"	"9"		"5"	"5"	"河南"	"2-1"
"1385"	"19-00188"	"旱糯稻"	"53"	"11432"	"3212"	"罗山县"	"Null"	"291"	"籼"	"早"	"陆"	"粘"	"红"	"无"	"无"	"椭圆"	"长"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"120"	"7.28"	"76.7"	"69.4"		"12.31"	"0.43"	"73.39"	"18.9"	"62.6"	"5.9"	"30"				"3"	"7"		"5"	"5"	"河南"	"2-1"
"1386"	"19-00203"	"邬根旱"	"51"	"11444"	"3221"	"息县"	"Null"	"207"	"粳"	"中"	"陆"	"粘"	"红"	"无"	"中"	"椭圆"	"中"	"中"	"紫褐"	"褐"	"有"	"短"	"直"	"119"	"8.15"	"75.7"	"67.8"		"12.57"	"0.421"	"72.88"	"4.5"	"76.5"	"4"	"62"	"5"	"9"		"7"		"3"	"5"	"9"	"河南"	"4-2"
"1387"	"19-00204"	"旱麻稻"	"29"	"11525"	"3227"	"淮滨县"	"Null"	"224"	"籼"	"早"	"陆"	"粘"	"红"	"无"	"无"	"椭圆"	"长"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"136"	"8.02"	"77"	"68.9"		"12.69"	"0.445"	"72.6"	"21.5"	"59.2"	"5"	"85"				"5"	"9"		"5"	"9"	"河南"	"4-2"
"1388"	"19-00205"	"旱麻稻"	"29"	"11525"	"3227"	"淮滨县"	"Null"	"200"	"籼"	"中"	"陆"	"粘"	"红"	"无"	"无"	"椭圆"	"中"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"124"	"8.05"	"77.3"	"69.8"		"9.72"	"0.315"	"76.46"	"24.9"	"60.1"	"5"	"76"	"9"	"9"		"5"		"1"	"5"	"9"	"河南"	"4-2"
"1389"	"19-00212"	"南阳旱稻"	"112"	"11232"	"3300"	"南阳县"	"Null"	"204"	"籼"	"中"	"陆"	"粘"	"红"	"无"	"无"	"椭圆"	"中"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"121"	"8.31"																			"河南"	"2-1"
"1390"	"19-00213"	"南阳旱稻"	"112"	"11232"	"3300"	"南阳县"	"Null"	"377"	"籼"	"中"	"陆"	"粘"	"红"	"无"	"无"	"椭圆"	"中"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"120"	"8.03"	"79.3"	"71.7"		"11.34"	"0.4"	"75.03"	"23.6"	"59.8"	"6"	"76"				"3"	"7"		"5"	"9"	"河南"	"2-1"
"1391"	"19-00215"	"胜利籼旱稻"	"112"	"11232"	"3300"	"南阳县"	"Null"	"376"	"籼"	"中"	"陆"	"粘"	"白"	"无"	"无"	"椭圆"	"长"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"153"	"8.02"	"78.7"	"70.5"		"9.41"	"0.305"	"78.2"	"24.4"	"62.5"	"5.8"	"30"	"8"	"9"		"7"		"7"	"5"	"9"	"河南"	"2-1"
"1392"	"19-00219"	"柳叶稻"	"146"	"11325"	"3222"	"桐柏县"	"Null"	"356"	"籼"	"中"	"水"	"粘"	"红、白"	"无"	"无"	"椭圆"	"中"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"134"	"8.19"	"79.9"	"71.7"		"10.51"	"0.364"	"75.36"	"23.6"	"60.1"	"6"	"77"				"5"	"9"		"5"	"9"	"河南"	"2-1"
"1393"	"19-00245"	"毛旱稻谷"	"198"	"11226"	"3330"	"南召县"	"Null"	"197"	"籼"	"中"	"陆"	"粘"	"白"	"无"	"无"	"椭圆"	"长"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"121"	"8.02"	"78.9"	"70.9"		"9.41"	"0.306"	"77.78"	"26.9"	"59.5"	"5.5"	"43"	"6"	"9"		"7"	"3"	"7"	"9"	"9"	"河南"	"4-2"
"1394"	"19-00253"	"红米旱稻"	"80"	"11418"	"3237"	"正阳县"	"Null"	"293"	"籼"	"早"	"陆"	"粘"	"红"	"无"	"无"	"椭圆"	"长"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"135"	"7.24"	"76.8"	"68.8"		"14.65"	"0.522"	"70.36"	"18.8"	"59.4"	"5.8"	"34"				"9"	"7"		"1"	"9"	"河南"	"4-2"
"1395"	"19-00254"	"长芒旱稻"	"80"	"11418"	"3237"	"正阳县"	"Null"	"373"	"籼"	"中"	"陆"	"粘"	"红"	"无"	"长"	"椭圆"	"中"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"138"	"8.09"	"78"	"69.8"		"13.58"	"0.48"	"71.87"	"21.7"	"58.2"	"5.8"	"47"				"5"	"7"		"5"	"9"	"河南"	"4-2"
"1396"	"19-00255"	"长芒旱稻"	"80"	"11418"	"3237"	"正阳县"	"Null"	"192"	"籼"	"中"	"陆"	"粘"	"红"	"无"	"中"	"椭圆"	"中"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"128"	"8.06"	"77.2"	"69.1"		"11.46"	"0.385"	"75.75"	"24"	"60.2"	"5"	"33"	"7"	"9"		"7"	"9"	"3"	"9"	"9"	"河南"	"4-2"
"1397"	"19-00256"	"红米旱稻"	"80"	"11418"	"3237"	"正阳县"	"Null"	"217"	"籼"	"中"	"陆"	"粘"	"红"	"无"	"无"	"椭圆"	"长"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"135"	"7.24"	"77.9"	"70.3"		"10.74"	"0.357"	"75.94"	"23.6"	"60.8"	"5.9"	"31"	"8"	"9"		"5"	"9"	"3"	"9"	"9"	"河南"	"4-2"
"1398"	"19-00259"	"狗鳖子"	"147"	"11319"	"3243"	"泌阳县"	"Null"	"289"	"籼"	"早"	"陆"	"粘"	"白"	"无"	"无"	"椭圆"	"中"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"129"	"8.08"	"78.8"	"70.7"		"10.68"	"0.368"	"75.4"	"19.6"	"64.2"	"6.4"	"52"				"7"	"7"		"5"	"9"	"河南"	"4-2"
"1399"	"19-00260"	"叶里藏"	"147"	"11319"	"3243"	"泌阳县"	"Null"	"109"	"籼"	"早"	"水"	"粘"	"红"	"无"	"短"	"椭圆"	"中"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"134"	"7.3"	"78.2"	"70.4"		"11.69"	"0.408"	"74.08"	"23.5"	"58.8"	"5.8"	"60"				"3"	"7"		"5"	"9"	"河南"	"4-2"
"1400"	"19-00270"	"鸡鳖子"	"147"	"11319"	"3243"	"泌阳县"	"Null"	"134"	"籼"	"中"	"水"	"粘"	"红"	"无"	"无"	"细长"	"长"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"130"	"8.16"	"77.7"	"69.5"		"11.83"	"0.413"	"74.02"	"23.5"	"58.7"	"5.8"	"87"				"9"	"9"			"3"	"河南"	"4-2"
"1401"	"19-00272"	"本地稻"	"40"	"11235"	"3302"	"新蔡县"	"Null"	"375"	"籼"	"中"	"陆"	"粘"	"红"	"无"	"无"	"椭圆"	"中"	"中"	"紫褐"	"秆黄"	"有"	"短"	"直"	"136"	"8.09"	"80.2"	"72.4"		"9.9"	"0.339"	"76.32"	"24"	"60.8"	"6"	"54"				"9"	"9"			"7"	"河南"	"4-2"
"1402"	"19-00273"	"邬根旱"	"40"	"11235"	"3302"	"新蔡县"	"Null"	"379"	"粳"	"中"	"陆"	"粘"	"白"	"无"	"长"	"阔卵"	"中"	"中"	"紫褐"	"紫褐"	"有"	"短"	"直"	"155"	"8.16"	"78.6"	"70.4"		"11.02"	"0.385"	"75.59"	"19.8"	"64.2"	"6"	"67"				"9"	"9"			"7"	"河南"	"4-2"
"1403"	"19-00274"	"小白芒"	"95"	"11403"	"3248"	"确山县"	"Null"	"150"	"籼"	"早"	"水"	"粘"	"红、白"	"无"	"中"	"椭圆"	"长"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"139"	"8.02"																			"河南"	"4-2"
"1404"	"19-00281"	"脱壳白"		"11438"	"3257"	"平玉县"	"Null"	"190"	"籼"	"中"	"陆"	"粘"	"红"	"无"	"无"	"细长"	"长"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"123"	"7.3"	"76.3"	"69.1"		"12"	"0.416"	"73.41"	"21.8"	"59.8"	"5.2"	"37"				"5"	"7"			"7"	"河南"	"4-2"
"1405"	"19-00282"	"离壳旱稻"	"49"	"11421"	"3300"	"汝南县"	"Null"	"195"	"籼"	"中"	"陆"	"粘"	"红"	"无"	"无"	"椭圆"	"长"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"111"	"8.02"	"77.4"	"69.2"		"11.03"	"0.381"	"74.44"	"21.4"	"61.3"	"5.9"	"38"				"5"	"9"			"9"	"河南"	"4-2"
"1406"	"19-00283"	"离壳白"	"49"	"11421"	"3300"	"汝南县"	"Null"	"209"	"粳"	"中"	"陆"	"粘"	"白"	"无"	"短"	"椭圆"	"中"	"中"	"紫褐"	"紫褐"	"有"	"短"	"直"	"123"	"8.2"	"77.6"	"70.3"		"11.54"	"0.405"	"74.61"	"19"	"63.9"	"6"	"68"				"9"	"9"			"9"	"河南"	"4-2"
"1407"	"19-00284"	"遂平旱稻"	"65"	"11401"	"3309"	"遂平县"	"Null"	"290"	"籼"	"早"	"陆"	"粘"	"红"	"无"	"无"	"椭圆"	"长"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"125"	"8.04"	"77.8"	"69.8"		"10.52"	"0.364"	"75.52"	"23.5"	"60.4"	"5.9"	"86"				"5"				"9"	"河南"	"4-2"
"1408"	"19-00286"	"蜜蜂稻"	"65"	"11401"	"3309"	"遂平县"	"Null"	"292"	"籼"	"中"	"陆"	"粘"	"白"	"无"	"无"	"椭圆"	"长"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"154"	"8.13"	"78.5"	"70.7"		"9.92"	"0.338"	"76.26"	"23"	"61.7"	"6.9"	"34"				"9"	"9"			"7"	"河南"	"4-2"
"1409"	"19-00287"	"蜜蜂稻"	"65"	"11401"	"3309"	"遂平县"	"Null"	"201"	"籼"	"中"	"水"	"糯"	"白"	"无"	"中"	"椭圆"	"中"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"143"	"8.23"	"80.3"	"72.7"		"9.55"	"0.325"	"76.95"	"1.6"	"83.9"	"6"	"100"				"5"	"9"			"9"	"河南"	"4-2"
"1410"	"19-00303"	"饭米旱稻"	"90"	"11334"	"3324"	"舞阳县"	"Null"	"199"	"籼"	"早"	"陆"	"粘"	"红"	"无"	"无"	"椭圆"	"中"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"148"	"8.09"	"78.4"	"70.2"		"11.63"	"0.404"	"74.15"	"23.4"	"59"	"6"	"77"				"3"	"9"		"5"	"7"	"河南"	"4-2"
"1411"	"19-00311"	"长芒大酒谷"	"200"	"11225"	"3425"	"伊川县"	"Null"	"182"	"籼"	"中"	"水"	"糯"	"白"	"无"	"中"	"椭圆"	"长"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"118"	"8.11"	"75.4"	"67.5"		"12.52"	"0.435"	"73.1"	"1.4"	"79.8"	"6"	"91"				"5"	"9"		"5"	"9"	"河南"	"4-2"
"1412"	"19-00314"	"高丽旱稻"	"70"	"11426"	"3446"	"开封县"	"Null"	"374"	"籼"	"中"	"陆"	"粘"	"红"	"无"	"长"	"椭圆"	"中"	"中"	"紫褐"	"紫褐"	"有"	"短"	"直"	"153"	"8.21"	"78.4"	"70.4"		"11.24"	"0.391"	"74.59"	"22.3"	"60.6"	"6"	"92"				"9"	"1"		"5"	"5"	"河南"	"4-2"
"1413"	"19-00315"	"高丽旱稻"	"70"	"11426"	"3446"	"开封县"	"Null"	"196"	"粳"	"中"	"陆"	"粘"	"红"	"无"	"长"	"椭圆"	"中"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"128"	"8.04"																			"河南"	"4-2"
"1414"	"19-00316"	"黄庄旱稻"	"65"	"11412"	"3425"	"尉氏县"	"Null"	"205"	"籼"	"早"	"陆"	"粘"	"红"	"Null"	"无"	"椭圆"	"中"	"Null"	"秆黄"	"秆黄"	"Null"	"Null"	"Null"	"140"	"8.07"																			"河南"	"4-2"
"1415"	"19-00317"	"黄庄旱稻"	"65"	"11412"	"3425"	"尉氏县"	"Null"	"206"	"籼"	"早"	"陆"	"粘"	"红"	"无"	"无"	"细长"	"长"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"116"	"8.01"	"76.9"	"68.9"		"11.99"	"0.418"	"73.58"	"22.7"	"59.1"	"6"	"85"				"9"	"3"		"5"	"5"	"河南"	"4-2"
"1416"	"19-00318"	"黄庄旱稻"	"65"	"11412"	"3425"	"尉氏县"	"Null"	"378"	"籼"	"中"	"陆"	"粘"	"红"	"无"	"无"	"椭圆"	"长"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"123"	"7.31"	"77.8"	"70.3"		"10.84"	"0.375"	"75.23"	"22.3"	"61.3"	"6"	"86"				"9"	"1"		"5"	"5"	"河南"	"4-2"
"1417"	"19-00320"	"水稻"	"93"	"11323"	"3506"	"武陟县"	"Null"	"262"	"粳"	"中"	"水"	"粘"	"红"	"无"	"无"	"椭圆"	"中"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"140"	"8.19"	"79.1"	"70.9"		"10.44"	"0.358"	"75.57"	"18.1"	"65.9"	"6"	"52"				"9"	"3"		"5"	"5"	"河南"	"4-1"
"1418"	"19-00321"	"伊阳旱稻"	"71"	"11404"	"3525"	"汲县"	"Null"	"191"	"籼"	"中"	"陆"	"粘"	"红"	"无"	"无"	"椭圆"	"中"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"106"	"8.06"	"77.3"	"69.3"		"12.11"	"0.425"	"74.02"	"15.2"	"67"	"5.8"	"52"				"9"	"1"		"1"	"7"	"河南"	"4-1"
"1419"	"19-00331"	"疙瘩稻"	"100"	"11338"	"3447"	"河南省"	"Null"	"333"	"籼"	"早"	"水"	"粘"	"白"	"无"	"无"	"阔卵"	"中"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"133"	"8.06"	"79.7"	"72.1"		"8.79"	"0.301"	"78.35"	"25.7"	"61.4"	"6"	"56"				"7"	"3"		"5"	"9"	"河南"	"4-2"
"1420"	"19-00335"	"湖南水稻"	"100"	"11338"	"3447"	"河南省"	"Null"	"304"	"籼"	"早"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"中"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"134"	"8.03"	"80.1"	"72"		"9.07"	"0.311"	"78.13"	"25"	"61.8"	"6"	"67"				"9"			"5"	"7"	"河南"	"4-2"
"1421"	"19-00339"	"红谷稻"	"100"	"11338"	"3447"	"河南省"	"Null"	"357"	"籼"	"早"	"水"	"糯"	"白"	"无"	"无"	"椭圆"	"中"	"中"	"红褐"	"橙黄"	"有"	"短"	"直"	"119"	"8.1"	"80"	"72.4"		"10.6"	"0.362"	"76.19"	"1.8"	"82.9"	"6"	"77"				"5"	"5"		"5"	"9"	"河南"	"4-2"
"1422"	"19-00340"	"草毛蛋"	"100"	"11338"	"3447"	"河南省"	"Null"	"340"	"籼"	"中"	"水"	"粘"	"白"	"无"	"中"	"椭圆"	"短"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"138"	"8.06"	"79.5"	"71.6"		"9.26"	"0.319"	"77.62"	"22.7"	"63.5"	"6"	"77"				"9"	"1"		"5"	"5"	"河南"	"4-2"
"1423"	"19-00363"	"落山红"	"100"	"11338"	"3447"	"河南省"	"Null"	"364"	"籼"	"中"	"水"	"糯"	"白"	"无"	"无"	"细长"	"长"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"162"	"8.11"																			"河南"	"4-2"
"1424"	"20-00075"	"彪箭麻谷"	"494"	"10355"	"3034"	"双流县"	"四川农科院"	"774443"	"籼"	"中"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"长"	"中"	"紫"	"褐秆"	"有"	"短"	"直"		"8.8"	"79.72"	"71.75"		"10.9"	"0.39"	"73.22"	"18.1"	"63.3"	"5"	"32"	"5"	"7"		"9"	"3"	"9"	"5"	"9"	"四川"	"2-2"
"1425"	"20-00084"	"栖木黄糯"	"494"	"10355"	"3034"	"双流县"	"四川农科院"	"774933"	"粳"	"中"	"水"	"糯"	"白"	"无"	"无"	"阔卵"	"中"	"宽"	"紫"	"褐秆"	"有"	"短"	"直"		"8.5"	"75.48"	"67.93"		"12.9"	"0.45"	"72.19"	"2.1"	"78.1"	"6"	"100"	"1"	"5"		"9"	"7"	"9"	"9"	"9"	"四川"	"2-2"
"1426"	"20-00102"	"红脚纹"	"448"	"10426"	"3051"	"金堂县"	"四川农科院"	"泸 5596"	"籼"	"中"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"中"	"中"	"紫"	"秆黄"	"有"	"短"	"直"		"7.15"	"77.65"	"71.03"		"9.4"	"0.4"	"75.33"	"21.5"	"62.2"	"4"	"30"	"1"	"5"		"9"	"9"				"四川"	"2-2"
"1427"	"20-00118"	"百花早"	"448"	"10426"	"3051"	"金堂县"	"四川农科院"	"泸 5062"	"籼"	"早"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"长"	"中"	"无"	"秆黄"	"有"	"短"	"直"		"6.3"	"81.6"	"73.2"		"10.3"	"0.4"	"74.09"	"20.5"	"61.8"	"4"	"30"	"5"	"7"		"9"	"9"				"四川"	"2-2"
"1428"	"20-00147"	"无头黄"	"506"	"10355"	"3025"	"Null"	"四川农科院"	"774323"	"籼"	"中"	"水"	"粘"	"红"	"无"	"短"	"椭圆"	"长"	"中"	"紫"	"褐秆"	"有"	"短"	"直"		"7.29"	"80.45"	"72.28"		"10.6"	"0.38"	"73.29"	"21.9"	"59.5"	"4"	"30"	"3"	"7"		"9"	"9"	"9"	"5"	"9"	"四川"	"2-2"
"1429"	"20-00259"	"麻谷"	"536"	"10350"	"3042"	"温江县"	"四川农科院"	"773609"	"籼"	"中"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"长"	"中"	"紫"	"秆黄"	"有"	"短"	"直"		"7.28"	"83.12"	"74.84"		"10.3"	"0.36"	"71"	"21.5"	"57.4"	"5"	"30"	"5"	"5"		"9"	"7"	"9"	"5"	"9"	"四川"	"2-2"
"1430"	"20-00294"	"谷儿子"	"557"	"10353"	"3049"	"郫县"	"四川农科院"	"774507"	"籼"	"中"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"长"	"中"	"紫褐"	"褐秆"	"有"	"短"	"直"		"8.5"	"80.75"	"73.73"		"9.7"	"0.36"	"77.15"	"21.6"	"64.1"	"7"	"30"	"5"	"5"		"9"					"四川"	"2-2"
"1431"	"20-00295"	"谷儿子"	"557"	"10353"	"3049"	"郫县"	"四川农科院"	"774506"	"籼"	"中"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"长"	"中"	"紫褐"	"褐秆"	"有"	"短"	"直"		"8.8"	"80.5"	"72.2"		"9.6"	"0.38"	"75.11"	"21.9"	"61.6"	"6"	"30"	"5"	"5"		"9"	"9"				"四川"	"2-2"
"1432"	"20-00353"	"蛮谷"	"493"	"10409"	"3049"	"新都县"	"四川农科院"	"774759"	"籼"	"中"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"长"	"中"	"紫"	"褐秆"	"有"	"短"	"直"		"8.7"	"80.9"	"73.55"		"11.3"	"0.43"	"74.88"	"19.1"	"64.1"	"5"	"30"	"4"	"5"		"9"	"9"				"四川"	"2-2"
"1433"	"20-00412"	"小谷"	"603"	"10356"	"3059"	"彭县"	"四川农科院"	"774846"	"籼"	"中"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"中"	"中"	"紫"	"褐秆"	"有"	"短"	"直"		"8.1"	"80.53"	"72.63"		"7.7"	"0.29"	"77.94"	"23.3"	"62.8"	"6"	"30"	"5"	"5"		"9"	"9"	"9"	"5"	"7"	"四川"	"2-2"
"1434"	"20-00472"	"小酒谷"	"512"	"10330"	"3012"	"蒲江县"	"四川农科院"	"泸 6591"	"籼"	"中"	"水"	"糯"	"白"	"无"	"无"	"阔卵"	"长"	"宽"	"无"	"秆黄"	"有"	"短"	"直"		"7.18"	"79.02"	"71.12"		"10.9"	"0.37"	"77.65"	"1.3"	"84.9"	"6"	"100"		"3"		"9"	"9"				"四川"	"2-2"
"1435"	"20-00475"	"响铃子酒谷"	"512"	"10330"	"3012"	"蒲江县"	"四川农科院"	"774938"	"粳"	"中"	"水"	"糯"	"白"	"无"	"短"	"阔卵"	"中"	"宽"	"无"	"黄"	"无"	"短"	"直"		"8.2"	"78.94"	"71.05"		"10.3"	"0.38"	"75.29"	"2.1"	"81.6"	"6"	"100"	"5"	"5"		"9"					"四川"	"2-2"
