"id"	"科名"	"保存编号"	"品种名称"	"类型"	"省"	"生育日数"	"分枝数"	"出油率"	"生理成熟期"	"开花期"	"播种期"	"学名"	"统一编号"	"出苗期"	"出麻率"	"属名"	"抗逆性"	"种子发芽"	"干茎产量"	"种皮色"	"工艺长度"	"单株朔果数"	"单株生产力"	"库编号"	"纤维产量"	"保存单位"	"原产地"	"种子来源"	"花色"	"品种代号"	"纤维强度"	"备注"	"原茎产量"	"抗病性"	"纤维号"	"千粒重"	"分茎数"	"译名"	"抗倒伏性"	"抗旱性"	"工艺成熟期"	"株高"	"种子产量"
"183"	"Linaceae(亚麻科)"	"1359"	"OTTAWA WHITLE FLOWER"	"兼用"	"国外"	"97"	"4.10"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00003469"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"34.0"	"15.60"	"--"	"--"	"--"	"河北坝上农科所"	"SASKATOON"	"美国"	"白"	"24"	"--"	"--"	"--"	"抗"	"--"	"4.19"	"--"	"OTTAWA WHITLE FLOWER"	"--"	"--"	"--"	"67.0"	"--"
"184"	"Linaceae(亚麻科)"	"1360"	"ESC ALADA"	"油用"	"国外"	"97"	"2.60"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00003470"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"20.0"	"8.90"	"--"	"--"	"--"	"河北坝上农科所"	"AGRENTINA"	"美国"	"紫"	"157"	"--"	"--"	"--"	"抗"	"--"	"4.70"	"--"	"ESC ALADA"	"--"	"--"	"--"	"45.0"	"--"
"185"	"Linaceae(亚麻科)"	"1361"	"USSURISK"	"油用"	"国外"	"101"	"2.30"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00003471"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"15.0"	"19.20"	"--"	"--"	"--"	"河北坝上农科所"	"CHINA"	"美国"	"紫"	"303"	"--"	"--"	"--"	"抗"	"--"	"3.92"	"--"	"USSURISK"	"--"	"--"	"--"	"37.0"	"--"
"186"	"Linaceae(亚麻科)"	"1362"	"TAMMES #9 DARKPINK"	"兼用"	"国外"	"103"	"2.10"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00003472"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"28.0"	"7.90"	"--"	"--"	"--"	"河北坝上农科所"	"NETHERLAN"	"美国"	"白"	"336"	"--"	"--"	"--"	"感"	"--"	"4.49"	"--"	"TAMMES #9 DARKPINK"	"--"	"--"	"--"	"61.0"	"--"
"187"	"Linaceae(亚麻科)"	"1363"	"MINNESOTA 281 SEL."	"纤维"	"国外"	"98"	"3.80"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00003473"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"52.0"	"18.80"	"--"	"--"	"--"	"河北坝上农科所"	"MINNESOTA"	"美国"	"白"	"438"	"--"	"--"	"--"	"高抗"	"--"	"4.03"	"--"	"MINNESOTA 281 SEL."	"--"	"--"	"--"	"85.0"	"--"
"188"	"Linaceae(亚麻科)"	"1364"	"RIGOR"	"油用"	"国外"	"100"	"2.70"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00003474"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"16.0"	"6.80"	"--"	"--"	"--"	"河北坝上农科所"	"MINNESOTA"	"美国"	"兰"	"472"	"--"	"--"	"--"	"感"	"--"	"6.59"	"--"	"RIGOR"	"--"	"--"	"--"	"38.0"	"--"
"189"	"Linaceae(亚麻科)"	"1365"	"DEHISCENT"	"兼用"	"国外"	"100"	"3.20"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00003475"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"28.0"	"9.80"	"--"	"--"	"--"	"河北坝上农科所"	"RUSSIA"	"美国"	"兰"	"507"	"--"	"--"	"--"	"感"	"--"	"3.62"	"--"	"DEHISCENT"	"--"	"--"	"--"	"65.0"	"--"
"190"	"Linaceae(亚麻科)"	"1366"	"RUSSIAN INPRO."	"兼用"	"国外"	"103"	"5.00"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00003476"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"28.0"	"7.60"	"--"	"--"	"--"	"河北坝上农科所"	"RUSSIA"	"美国"	"兰"	"514"	"--"	"--"	"--"	"感"	"--"	"3.79"	"--"	"RUSSIAN INPRO."	"--"	"--"	"--"	"53.0"	"--"
"191"	"Linaceae(亚麻科)"	"1367"	"RUSSIAN INTRO."	"兼用"	"国外"	"98"	"2.70"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00003477"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"38.0"	"16.10"	"--"	"--"	"--"	"河北坝上农科所"	"RUSSIA"	"美国"	"兰"	"533"	"--"	"--"	"--"	"感"	"--"	"3.78"	"--"	"RUSSIAN INTRO."	"--"	"--"	"--"	"66.0"	"--"
"192"	"Linaceae(亚麻科)"	"1368"	"RUSSIAN INTRO."	"兼用"	"国外"	"104"	"2.90"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00003478"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"39.0"	"11.60"	"--"	"--"	"--"	"河北坝上农科所"	"RUSSIA"	"美国"	"兰"	"538"	"--"	"--"	"--"	"感"	"--"	"2.99"	"--"	"RUSSIAN INTRO."	"--"	"--"	"--"	"68.0"	"--"
"193"	"Linaceae(亚麻科)"	"1369"	"RUSSIAN INTRO."	"兼用"	"国外"	"100"	"2.80"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00003479"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"37.0"	"14.30"	"--"	"--"	"--"	"河北坝上农科所"	"RUSSIA"	"美国"	"深兰"	"553"	"--"	"--"	"--"	"抗"	"--"	"4.25"	"--"	"RUSSIAN INTRO."	"--"	"--"	"--"	"63.0"	"--"
"194"	"Linaceae(亚麻科)"	"1370"	"RUSSIAN INTRO."	"兼用"	"国外"	"95"	"3.70"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00003480"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"35.0"	"14.30"	"--"	"--"	"--"	"河北坝上农科所"	"RUSSIA"	"美国"	"兰"	"575"	"--"	"--"	"--"	"抗"	"--"	"3.91"	"--"	"RUSSIAN INTRO."	"--"	"--"	"--"	"66.0"	"--"
"195"	"Linaceae(亚麻科)"	"1371"	"RUSSIAN INTRO."	"兼用"	"国外"	"93"	"2.60"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00003481"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"37.0"	"11.40"	"--"	"--"	"--"	"河北坝上农科所"	"RUSSIA"	"美国"	"兰"	"577"	"--"	"--"	"--"	"抗"	"--"	"3.35"	"--"	"RUSSIAN INTRO."	"--"	"--"	"--"	"62.0"	"--"
"196"	"Linaceae(亚麻科)"	"1372"	"RUSSIAN INTRO."	"兼用"	"国外"	"101"	"3.10"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00003482"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"42.0"	"12.20"	"--"	"--"	"--"	"河北坝上农科所"	"RUSSIA"	"美国"	"兰"	"584"	"--"	"--"	"--"	"高抗"	"--"	"3.46"	"--"	"RUSSIAN INTRO."	"--"	"--"	"--"	"66.0"	"--"
"197"	"Linaceae(亚麻科)"	"1373"	"NORTH AFRICA"	"兼用"	"国外"	"109"	"6.60"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00003483"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"26.0"	"46.60"	"--"	"--"	"--"	"河北坝上农科所"	"RUSSIA"	"美国"	"兰"	"635"	"--"	"--"	"--"	"抗"	"--"	"5.24"	"1.8"	"NORTH AFRICA"	"--"	"--"	"--"	"50.0"	"--"
"198"	"Linaceae(亚麻科)"	"1374"	"PI 91, U35"	"兼用"	"国外"	"102"	"2.50"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00003484"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"44.0"	"14.40"	"--"	"--"	"--"	"河北坝上农科所"	"RUSSIA"	"美国"	"兰"	"642"	"--"	"--"	"--"	"感"	"--"	"3.82"	"--"	"PI 91, U35"	"--"	"--"	"--"	"71.0"	"--"
"199"	"Linaceae(亚麻科)"	"1375"	"LIGHT PINK"	"兼用"	"国外"	"102"	"2.80"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00003485"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"黄"	"25.0"	"15.60"	"--"	"--"	"--"	"河北坝上农科所"	"MONTANA"	"美国"	"浅粉"	"649"	"--"	"--"	"--"	"抗"	"--"	"5.02"	"--"	"LIGHT PINK"	"--"	"--"	"--"	"48.0"	"--"
"200"	"Linaceae(亚麻科)"	"1376"	"CYPPUS"	"油用"	"国外"	"93"	"2.20"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00003486"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"23.0"	"7.90"	"--"	"--"	"--"	"河北坝上农科所"	"EDMONTON"	"美国"	"兰"	"689"	"--"	"--"	"--"	"感"	"--"	"6.58"	"--"	"CYPPUS"	"--"	"--"	"--"	"39.0"	"--"
"201"	"Linaceae(亚麻科)"	"1377"	"PTGO"	"兼用"	"国外"	"99"	"3.20"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00003487"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"34.0"	"11.00"	"--"	"--"	"--"	"河北坝上农科所"	"MONTANA"	"美国"	"白兰"	"690"	"--"	"--"	"--"	"抗"	"--"	"6.25"	"--"	"PTGO"	"--"	"--"	"--"	"54.0"	"--"
"202"	"Linaceae(亚麻科)"	"1378"	"ARGENTINE SEL.LAVEN"	"兼用"	"国外"	"101"	"2.60"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00003488"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"32.0"	"13.10"	"--"	"--"	"--"	"河北坝上农科所"	"MONTANA"	"美国"	"兰"	"692"	"--"	"--"	"--"	"抗"	"--"	"4.74"	"--"	"ARGENTINE SEL.LAVEN"	"--"	"--"	"--"	"52.0"	"--"
"203"	"Linaceae(亚麻科)"	"1379"	"MUOSE"	"兼用"	"国外"	"103"	"3.40"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00003489"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"26.0"	"12.40"	"--"	"--"	"--"	"河北坝上农科所"	"AUSTRALIA"	"美国"	"兰"	"704"	"--"	"--"	"--"	"感"	"--"	"6.68"	"--"	"MUOSE"	"--"	"--"	"--"	"63.0"	"--"
"204"	"Linaceae(亚麻科)"	"1380"	"NORTH DAKOTA 1844"	"兼用"	"国外"	"102"	"4.50"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00003490"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"40.0"	"34.20"	"--"	"--"	"--"	"河北坝上农科所"	"NORTHDAK"	"美国"	"白兰"	"754"	"--"	"--"	"--"	"抗"	"--"	"4.89"	"--"	"NORTH DAKOTA 1844"	"--"	"--"	"--"	"60.0"	"--"
"205"	"Linaceae(亚麻科)"	"1381"	"INDIAN COMMERCIAL"	"兼用"	"国外"	"100"	"4.80"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00003491"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"44.0"	"17.30"	"--"	"--"	"--"	"河北坝上农科所"	"INDIA"	"美国"	"兰"	"763"	"--"	"--"	"--"	"感"	"--"	"3.86"	"--"	"INDIAN COMMERCIAL"	"--"	"--"	"--"	"72.0"	"--"
"206"	"Linaceae(亚麻科)"	"1382"	"9B SELECTION"	"油用"	"国外"	"95"	"3.30"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00003492"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"26.0"	"17.30"	"--"	"--"	"--"	"河北坝上农科所"	"URUGUAY"	"美国"	"兰"	"785"	"--"	"--"	"--"	"感"	"--"	"5.41"	"--"	"9B SELECTION"	"--"	"--"	"--"	"42.0"	"--"
"207"	"Linaceae(亚麻科)"	"1383"	"AM.(CRUSS)SEL."	"兼用"	"国外"	"95"	"3.10"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00003493"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"25.0"	"15.20"	"--"	"--"	"--"	"河北坝上农科所"	"URUGUAY"	"美国"	"兰"	"788"	"--"	"--"	"--"	"抗"	"--"	"4.74"	"--"	"AM.(CRUSS)SEL."	"--"	"--"	"--"	"36.0"	"--"
"208"	"Linaceae(亚麻科)"	"1384"	"C.I.161 SEL."	"兼用"	"国外"	"101"	"2.40"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00003494"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"38.0"	"16.90"	"--"	"--"	"--"	"河北坝上农科所"	"NORTH DAK"	"美国"	"兰"	"831"	"--"	"--"	"--"	"抗"	"--"	"4.70"	"--"	"C.I.161 SEL."	"--"	"--"	"--"	"65.0"	"--"
"209"	"Linaceae(亚麻科)"	"1385"	"MILAS"	"兼用"	"国外"	"101"	"3.60"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00003495"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"28.0"	"12.80"	"--"	"--"	"--"	"河北坝上农科所"	"TURKEY"	"美国"	"兰"	"860"	"--"	"--"	"--"	"抗"	"--"	"6.47"	"--"	"MILAS"	"--"	"--"	"--"	"58.0"	"--"
"210"	"Linaceae(亚麻科)"	"1200"	"SKOT RESTLEN"	"兼用"	"国外"	"85"	"2.90"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00002800"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"37.0"	"9.50"	"--"	"I3B01708"	"--"	"河北坝上农科所"	"HUNGARY R"	"美国"	"兰"	"1898"	"--"	"--"	"--"	"高感"	"--"	"3.69"	"2.0"	"SKOT RESTLEN"	"--"	"--"	"--"	"58.0"	"--"
"211"	"Linaceae(亚麻科)"	"1201"	"DAEHNFELDT"	"兼用"	"国外"	"83"	"3.20"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00002801"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"33.0"	"42.90"	"--"	"I3B01709"	"--"	"河北坝上农科所"	"HUNGARY R"	"美国"	"兰"	"1858"	"--"	"--"	"--"	"抗"	"--"	"6.08"	"0.5"	"DAEHNFELDT"	"--"	"--"	"--"	"47.0"	"--"
"212"	"Linaceae(亚麻科)"	"1202"	"CROWN"	"兼用"	"国外"	"92"	"3.70"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00002802"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"38.0"	"15.80"	"--"	"I3B01710"	"--"	"河北坝上农科所"	"HUNGARY R"	"美国"	"兰"	"1857"	"--"	"--"	"--"	"感"	"--"	"5.63"	"0.4"	"CROWN"	"--"	"--"	"--"	"51.0"	"--"
"213"	"Linaceae(亚麻科)"	"1203"	"39W WINTER TYPE"	"纤维"	"国外"	"79"	"3.40"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00002803"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"57.0"	"24.60"	"--"	"I3B01711"	"--"	"河北坝上农科所"	"CF RES BR"	"美国"	"兰"	"1733"	"--"	"--"	"--"	"抗"	"--"	"4.87"	"0.6"	"39W WINTER TYPE"	"--"	"--"	"--"	"74.0"	"--"
"214"	"Linaceae(亚麻科)"	"1204"	"54W WINTER TYPE"	"油用"	"国外"	"92"	"2.90"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00002804"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"23.0"	"18.60"	"--"	"I3B01712"	"--"	"河北坝上农科所"	"CF RES BR"	"美国"	"兰"	"1748"	"--"	"--"	"--"	"抗"	"--"	"4.24"	"1.6"	"54W WINTER TYPE"	"--"	"--"	"--"	"33.0"	"--"
"215"	"Linaceae(亚麻科)"	"1205"	"5W WINTER TYPE"	"兼用"	"国外"	"96"	"4.80"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00002805"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"30.0"	"23.30"	"--"	"I3B01713"	"--"	"河北坝上农科所"	"CF RES BR"	"美国"	"兰"	"1699"	"--"	"--"	"--"	"抗"	"--"	"4.25"	"0.7"	"5W WINTER TYPE"	"--"	"--"	"--"	"48.0"	"--"
"216"	"Linaceae(亚麻科)"	"1206"	"82302 FIBER"	"兼用"	"国外"	"85"	"4.30"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00002806"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"42.0"	"29.50"	"--"	"I3B01714"	"--"	"河北坝上农科所"	"CF RES BR"	"美国"	"兰"	"1773"	"--"	"--"	"--"	"感"	"--"	"4.94"	"1.6"	"82302 FIBER"	"--"	"--"	"--"	"64.0"	"--"
"217"	"Linaceae(亚麻科)"	"1207"	"WIERSEMA"	"兼用"	"国外"	"90"	"3.50"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00002807"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"46.0"	"24.10"	"--"	"I3B01715"	"--"	"河北坝上农科所"	"NETHERLAN"	"美国"	"白"	"1476"	"--"	"--"	"--"	"感"	"--"	"4.35"	"1.0"	"WIERSEMA"	"--"	"--"	"--"	"65.0"	"--"
"218"	"Linaceae(亚麻科)"	"1208"	"C.I.161 SEL."	"兼用"	"国外"	"92"	"3.60"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00002808"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"39.0"	"30.40"	"--"	"I3B01716"	"--"	"河北坝上农科所"	"NORTH DAK"	"美国"	"兰"	"832"	"--"	"--"	"--"	"抗"	"--"	"4.76"	"0.7"	"C.I.161 SEL."	"--"	"--"	"--"	"53.0"	"--"
"219"	"Linaceae(亚麻科)"	"1209"	"LONG 83"	"兼用"	"国外"	"91"	"3.30"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00002809"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"40.0"	"20.90"	"--"	"I3B01717"	"--"	"河北坝上农科所"	"MINNESOTA"	"美国"	"白"	"354"	"--"	"--"	"--"	"高抗"	"--"	"4.75"	"1.0"	"LONG 83"	"--"	"--"	"--"	"50.0"	"--"
"220"	"Linaceae(亚麻科)"	"1210"	"NO.5310-1937"	"油用"	"国外"	"92"	"3.30"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00002810"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"25.0"	"22.70"	"--"	"I3B01718"	"--"	"河北坝上农科所"	"NORTH DAK"	"美国"	"兰"	"877"	"--"	"--"	"--"	"高抗"	"--"	"5.61"	"0.3"	"NO.5310-1937"	"--"	"--"	"--"	"43.0"	"--"
"221"	"Linaceae(亚麻科)"	"1211"	"N.D.RES.726"	"兼用"	"国外"	"82"	"3.40"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00002811"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"40.0"	"26.50"	"--"	"I3B01719"	"--"	"河北坝上农科所"	"MINNESOTA"	"美国"	"兰"	"412"	"--"	"--"	"--"	"感"	"--"	"4.46"	"0.6"	"N.D.RES.726"	"--"	"--"	"--"	"55.0"	"--"
"222"	"Linaceae(亚麻科)"	"1212"	"10480/46"	"油用"	"国外"	"90"	"3.70"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00002812"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"20.0"	"14.50"	"--"	"I3B01720"	"--"	"河北坝上农科所"	"ARGENTINA"	"美国"	"兰"	"1309"	"--"	"--"	"--"	"抗"	"--"	"5.31"	"1.5"	"10480/46"	"--"	"--"	"--"	"30.0"	"--"
"223"	"Linaceae(亚麻科)"	"1213"	"PEHANJO"	"兼用"	"国外"	"82"	"2.80"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00002813"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"37.0"	"25.10"	"--"	"I3B01721"	"--"	"河北坝上农科所"	"ARGENTINA"	"美国"	"兰"	"160"	"--"	"--"	"--"	"感"	"--"	"3.94"	"0.8"	"PEHANJO"	"--"	"--"	"--"	"55.0"	"--"
"224"	"Linaceae(亚麻科)"	"1214"	"MAUVE"	"油用"	"国外"	"91"	"3.00"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00002814"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"26.0"	"14.80"	"--"	"I3B01722"	"--"	"河北坝上农科所"	"EGYPT"	"美国"	"兰"	"379-1"	"--"	"--"	"--"	"高感"	"--"	"5.93"	"1.2"	"MAUVE"	"--"	"--"	"--"	"35.0"	"--"
"225"	"Linaceae(亚麻科)"	"1215"	"J.W.S."	"兼用"	"国外"	"90"	"4.60"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00002815"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"39.0"	"26.40"	"--"	"I3B01723"	"--"	"河北坝上农科所"	"BRITISHI"	"美国"	"兰"	"388"	"--"	"--"	"--"	"高感"	"--"	"4.52"	"1.3"	"J.W.S."	"--"	"--"	"--"	"56.0"	"--"
"226"	"Linaceae(亚麻科)"	"1216"	"C.I.115 SEL."	"油用"	"国外"	"88"	"4.80"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00002816"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"23.0"	"25.30"	"--"	"I3B01724"	"--"	"河北坝上农科所"	"NORTH DAK"	"美国"	"浅兰"	"855"	"--"	"--"	"--"	"抗"	"--"	"4.68"	"1.5"	"C.I.115 SEL."	"--"	"--"	"--"	"36.0"	"--"
"227"	"Linaceae(亚麻科)"	"1217"	"SAGIND #2"	"兼用"	"国外"	"88"	"4.00"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00002817"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"38.0"	"26.30"	"--"	"I3B01725"	"--"	"河北坝上农科所"	"JAPAN"	"美国"	"兰"	"1506"	"--"	"--"	"--"	"感"	"--"	"4.92"	"0.6"	"SAGIND #2"	"--"	"--"	"--"	"68.0"	"--"
"228"	"Linaceae(亚麻科)"	"1218"	"ARG.191-BIS×VIK-BI"	"油用"	"国外"	"91"	"4.50"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00002818"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"32.0"	"20.10"	"--"	"I3B01726"	"--"	"河北坝上农科所"	"NORTH DAK"	"美国"	"兰"	"1487"	"--"	"--"	"--"	"抗"	"--"	"4.95"	"1.0"	"ARG.191-BIS×VIK-BI"	"--"	"--"	"--"	"45.0"	"--"
"229"	"Linaceae(亚麻科)"	"1219"	"WILLSTON BROWN"	"兼用"	"国外"	"90"	"2.70"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00002819"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"35.0"	"23.60"	"--"	"I3B01727"	"--"	"河北坝上农科所"	"NORTH DAK"	"美国"	"兰"	"803-1"	"--"	"--"	"--"	"感"	"--"	"5.14"	"0.5"	"WILLSTON BROWN"	"--"	"--"	"--"	"48.0"	"--"
"230"	"Linaceae(亚麻科)"	"1220"	"RUSSIAN INTRO."	"兼用"	"国外"	"74"	"3.40"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00002820"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"44.0"	"22.60"	"--"	"I3B01728"	"--"	"河北坝上农科所"	"RUSSIA"	"美国"	"兰"	"590"	"--"	"--"	"--"	"高抗"	"--"	"3.75"	"1.2"	"RUSSIAN INTRO."	"--"	"--"	"--"	"61.0"	"--"
"231"	"Linaceae(亚麻科)"	"1221"	"B GOLD×REDWING 644×3"	"油用"	"国外"	"89"	"2.90"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00002821"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"23.0"	"11.80"	"--"	"I3B01729"	"--"	"河北坝上农科所"	"MONTANA"	"美国"	"兰"	"950"	"--"	"--"	"--"	"抗"	"--"	"5.18"	"0.9"	"B GOLD×REDWING 644×3"	"--"	"--"	"--"	"35.0"	"--"
"232"	"Linaceae(亚麻科)"	"1222"	"10449/46"	"兼用"	"国外"	"81"	"2.10"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00002822"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"30.0"	"12.10"	"--"	"I3B01730"	"--"	"河北坝上农科所"	"ARGENT INA"	"美国"	"兰"	"1282"	"--"	"--"	"--"	"感"	"--"	"5.84"	"1.3"	"10449/46"	"--"	"--"	"--"	"46.0"	"--"
"233"	"Linaceae(亚麻科)"	"1223"	"TAMMES #2 WHITE"	"纤维"	"国外"	"83"	"3.90"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00002823"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"47.0"	"21.40"	"--"	"I3B01731"	"--"	"河北坝上农科所"	"NETHERLAN"	"美国"	"白"	"329"	"--"	"--"	"--"	"抗"	"--"	"3.66"	"0.6"	"TAMMES #2 WHITE"	"--"	"--"	"--"	"74.0"	"--"
