"id"	"成熟期"	"科名"	"种子含油率"	"产地或来源"	"库编号"	"单株果球数"	"千粒重"	"壳型"	"统一编号"	"出苗期"	"省"	"亚油酸"	"皮壳率"	"译名"	"叶缘"	"品种名称"	"苞片有无刺"	"播种期"	"学名"	"单位编号"	"保存单位"	"属名"	"抗逆性"	"叶片有无刺"	"选育方法"	"株高"	"花色"
"1474"	"7/30"	"Compositae(菊科)"	"27.90"	"苏丹"	"I4E01867"	"33"	"56.0"	"普通"	"WHH00923"	"4/19"	"国外"	"--"	"42.3"	"PI 305529"	"锯齿"	"PI 305529"	"中"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0823"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"70.0"	"桔黄"
"1475"	"7/30"	"Compositae(菊科)"	"25.03"	"苏丹"	"I4E01509"	"70"	"50.0"	"条纹"	"WHH00924"	"4/20"	"国外"	"--"	"50.0"	"PI 305530"	"锯齿"	"PI 305530"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0824"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"多"	"引种"	"53.0"	"桔黄"
"1476"	"7/60"	"Compositae(菊科)"	"30.12"	"苏丹"	"I4E01510"	"17"	"59.0"	"普通"	"WHH00925"	"4/19"	"国外"	"--"	"55.0"	"PI 305531"	"锯齿"	"PI 305531"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0825"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"68.0"	"黄"
"1477"	"8/06"	"Compositae(菊科)"	"32.28"	"苏丹"	"I4E01511"	"13"	"45.0"	"普通"	"WHH00926"	"4/18"	"国外"	"--"	"55.6"	"PI 305532"	"锯齿"	"PI 305532"	"中"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0826"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"72.0"	"黄"
"1478"	"8/06"	"Compositae(菊科)"	"31.26"	"苏丹"	"I4E01512"	"28"	"46.0"	"普通"	"WHH00927"	"4/20"	"国外"	"--"	"50.0"	"PI 305533"	"锯齿"	"PI 305533"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0827"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"44.0"	"黄"
"1479"	"7/30"	"Compositae(菊科)"	"27.40"	"苏联"	"--"	"18"	"50.0"	"普通"	"WHH00928"	"4/19"	"国外"	"--"	"61.2"	"PI 305535"	"锯齿"	"PI 305535"	"中"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0828"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"70.0"	"红"
"1480"	"8/06"	"Compositae(菊科)"	"35.50"	"苏联"	"--"	"54"	"59.0"	"普通"	"WHH00929"	"4/17"	"国外"	"--"	"46.7"	"PI 305536"	"锯齿"	"PI 305536"	"多"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0829"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"106.0"	"黄"
"1481"	"8/08"	"Compositae(菊科)"	"32.80"	"苏联"	"--"	"27"	"49.0"	"普通"	"WHH00930"	"4/17"	"国外"	"--"	"47.4"	"PI 305537"	"锯齿"	"PI 305537"	"多"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0830"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"112.0"	"桔黄"
"1482"	"8/04"	"Compositae(菊科)"	"26.53"	"苏联"	"I4E01513"	"20"	"48.0"	"普通"	"WHH00931"	"4/30"	"国外"	"--"	"54.6"	"PI 305538"	"锯齿"	"PI 305538"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0831"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"80.0"	"桔黄"
"1483"	"8/04"	"Compositae(菊科)"	"28.88"	"苏联"	"I4E01514"	"26"	"55.0"	"普通"	"WHH00932"	"4/30"	"国外"	"--"	"33.4"	"PI 305539"	"锯齿"	"PI 305539"	"无"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0832"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"64.0"	"红"
"1484"	"7/25"	"Compositae(菊科)"	"26.19"	"苏联"	"I4E01515"	"17"	"49.0"	"普通"	"WHH00933"	"4/24"	"国外"	"--"	"55.0"	"PI 305540"	"锯齿"	"PI 305540"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0833"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"50.0"	"桔黄"
"1485"	"8/08"	"Compositae(菊科)"	"33.38"	"埃及"	"I4E01516"	"32"	"54.0"	"普通"	"WHH00934"	"4/22"	"国外"	"--"	"57.5"	"PI 306594"	"锯齿"	"PI 306594"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0834"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"68.0"	"桔黄"
"1486"	"8/08"	"Compositae(菊科)"	"23.52"	"埃及"	"I4E01868"	"27"	"69.0"	"普通"	"WHH00935"	"4/19"	"国外"	"--"	"42.1"	"PI 306595"	"锯齿"	"PI 306595"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0835"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"84.0"	"桔黄"
"1487"	"8/08"	"Compositae(菊科)"	"30.78"	"埃及"	"I4E01517"	"38"	"50.0"	"普通"	"WHH00936"	"4/19"	"国外"	"--"	"58.3"	"PI 306596"	"锯齿"	"PI 306596"	"无"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0836"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"83.0"	"桔黄"
"1488"	"8/08"	"Compositae(菊科)"	"33.96"	"埃及"	"I4E01518"	"33"	"61.0"	"普通"	"WHH00937"	"4/19"	"国外"	"--"	"58.3"	"PI 306597"	"锯齿"	"PI 306597"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0837"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"82.0"	"黄"
"1489"	"8/08"	"Compositae(菊科)"	"33.48"	"埃及"	"I4E01519"	"46"	"55.0"	"普通"	"WHH00938"	"4/22"	"国外"	"--"	"49.6"	"PI 306598"	"锯齿"	"PI 306598"	"中"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0838"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"87.0"	"黄"
"1490"	"8/08"	"Compositae(菊科)"	"30.96"	"埃及"	"I4E01520"	"27"	"51.0"	"普通"	"WHH00939"	"4/22"	"国外"	"--"	"56.8"	"PI 306599"	"锯齿"	"PI 306599"	"无"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0839"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"87.0"	"黄"
"1491"	"7/25"	"Compositae(菊科)"	"37.51"	"埃及"	"I4E01521"	"15"	"49.0"	"普通"	"WHH00940"	"4/24"	"国外"	"--"	"50.4"	"PI 306601"	"锯齿"	"PI 306601"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0840"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"少"	"引种"	"64.0"	"黄"
"1492"	"8/08"	"Compositae(菊科)"	"24.79"	"埃及"	"I4E01522"	"29"	"54.0"	"普通"	"WHH00941"	"4/19"	"国外"	"--"	"49.5"	"PI 306602"	"锯齿"	"PI 306602"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0841"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"75.0"	"黄"
"1493"	"7/25"	"Compositae(菊科)"	"28.65"	"埃及"	"I4E01523"	"21"	"46.0"	"普通"	"WHH00942"	"4/22"	"国外"	"--"	"53.4"	"PI 306604"	"锯齿"	"PI 306604"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0842"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"52.0"	"桔黄"
"1494"	"7/25"	"Compositae(菊科)"	"25.24"	"埃及"	"I4E01524"	"28"	"66.0"	"普通"	"WHH00943"	"4/22"	"国外"	"--"	"50.0"	"PI 306606"	"锯齿"	"PI 306606"	"无"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0843"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"66.0"	"桔黄"
"1495"	"8/08"	"Compositae(菊科)"	"25.08"	"埃及"	"I4E01525"	"17"	"54.0"	"普通"	"WHH00944"	"4/19"	"国外"	"--"	"45.2"	"PI 306607"	"锯齿"	"PI 306607"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0844"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"66.0"	"白"
"1496"	"8/08"	"Compositae(菊科)"	"30.45"	"埃及"	"I4E01526"	"28"	"55.0"	"普通"	"WHH00945"	"4/19"	"国外"	"--"	"48.2"	"PI 306608"	"锯齿"	"PI 306608"	"无"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0845"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"96.0"	"桔黄"
"1497"	"7/25"	"Compositae(菊科)"	"27.06"	"埃及"	"I4E01527"	"25"	"52.0"	"普通"	"WHH00946"	"4/19"	"国外"	"--"	"33.7"	"PI 306609"	"锯齿"	"PI 306609"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0846"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"65.0"	"桔黄"
"1498"	"7/30"	"Compositae(菊科)"	"25.70"	"埃及"	"I4E01869"	"23"	"49.0"	"普通"	"WHH00947"	"4/19"	"国外"	"--"	"45.0"	"PI 306610"	"锯齿"	"PI 306610"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0847"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"75.0"	"桔黄"
"1499"	"7/30"	"Compositae(菊科)"	"34.91"	"埃及"	"I4E01528"	"26"	"46.0"	"普通"	"WHH00948"	"5/20"	"国外"	"--"	"56.5"	"PI 306611"	"锯齿"	"PI 306611"	"中"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0848"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"75.0"	"白"
"1500"	"7/24"	"Compositae(菊科)"	"32.70"	"埃及"	"--"	"21"	"61.0"	"普通"	"WHH00949"	"4/19"	"国外"	"--"	"50.0"	"PI 306613"	"锯齿"	"PI 306613"	"多"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0849"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"多"	"引种"	"40.0"	"桔黄"
"1501"	"7/28"	"Compositae(菊科)"	"29.02"	"以色列"	"I4E01870"	"53"	"41.0"	"普通"	"WHH00950"	"4/19"	"国外"	"--"	"40.0"	"PI 306684"	"浅锯"	"PI 306684"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0850"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"114.0"	"红"
"1502"	"7/30"	"Compositae(菊科)"	"27.00"	"以色列"	"--"	"19"	"57.0"	"普通"	"WHH00951"	"4/17"	"国外"	"--"	"50.0"	"PI 306687"	"锯齿"	"PI 306687"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0851"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"88.0"	"黄"
"1503"	"7/28"	"Compositae(菊科)"	"34.40"	"以色列"	"I4E01871"	"40"	"66.0"	"普通"	"WHH00952"	"4/19"	"国外"	"--"	"56.5"	"PI 306688"	"锯齿"	"PI 306688"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0852"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"78.0"	"桔黄"
"1504"	"7/30"	"Compositae(菊科)"	"34.50"	"印度"	"I4E01529"	"16"	"49.0"	"普通"	"WHH00953"	"4/17"	"国外"	"--"	"48.0"	"PI 306689"	"锯齿"	"PI 306689"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0853"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"75.0"	"黄"
"1505"	"8/06"	"Compositae(菊科)"	"30.90"	"印度"	"I4E01872"	"48"	"63.0"	"普通"	"WHH00954"	"4/19"	"国外"	"--"	"50.0"	"PI 306820"	"锯齿"	"PI 306820"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0854"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"78.0"	"桔黄"
"1506"	"7/30"	"Compositae(菊科)"	"27.59"	"印度"	"I4E01530"	"18"	"60.0"	"普通"	"WHH00955"	"4/19"	"国外"	"--"	"42.8"	"PI 306822"	"锯齿"	"PI 306822"	"无"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0855"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"69.0"	"红"
"1507"	"7/30"	"Compositae(菊科)"	"29.00"	"印度"	"I4E01873"	"18"	"62.0"	"普通"	"WHH00956"	"4/19"	"国外"	"--"	"44.4"	"PI 306823"	"锯齿"	"PI 306823"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0856"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"52.0"	"桔黄"
"1508"	"8/04"	"Compositae(菊科)"	"36.30"	"印度"	"--"	"25"	"58.0"	"普通"	"WHH00957"	"4/22"	"国外"	"--"	"44.4"	"PI 306824"	"锯齿"	"PI 306824"	"多"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0857"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"97.0"	"桔黄"
"1509"	"8/06"	"Compositae(菊科)"	"27.99"	"印度"	"I4E01531"	"47"	"56.0"	"普通"	"WHH00958"	"4/22"	"国外"	"--"	"50.0"	"PI 306825"	"锯齿"	"PI 306825"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0858"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"80.0"	"黄"
"1510"	"7/30"	"Compositae(菊科)"	"22.49"	"印度"	"I4E01532"	"17"	"52.0"	"条纹"	"WHH00959"	"4/22"	"国外"	"--"	"50.0"	"PI 306830"	"锯齿"	"PI 306830"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0859"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"75.0"	"桔黄"
"1511"	"8/06"	"Compositae(菊科)"	"32.10"	"印度"	"--"	"33"	"44.0"	"条纹"	"WHH00960"	"4/17"	"国外"	"--"	"60.0"	"PI 306832"	"锯齿"	"PI 306832"	"多"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0860"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"88.0"	"桔黄"
"1512"	"8/06"	"Compositae(菊科)"	"29.50"	"印度"	"--"	"17"	"57.0"	"条纹"	"WHH00961"	"4/19"	"国外"	"--"	"37.5"	"PI 306836"	"锯齿"	"PI 306836"	"多"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0861"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"85.0"	"黄"
"1513"	"8/06"	"Compositae(菊科)"	"29.40"	"印度"	"--"	"29"	"51.0"	"条纹"	"WHH00962"	"4/19"	"国外"	"--"	"33.3"	"PI 306838"	"锯齿"	"PI 306838"	"少"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0862"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"96.0"	"桔黄"
"1514"	"8/06"	"Compositae(菊科)"	"29.10"	"印度"	"--"	"28"	"51.0"	"条纹"	"WHH00963"	"4/22"	"国外"	"--"	"44.4"	"PI 308839"	"锯齿"	"PI 308839"	"中"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0863"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"89.0"	"桔黄"
"1515"	"8/06"	"Compositae(菊科)"	"28.70"	"印度"	"--"	"31"	"45.0"	"条纹"	"WHH00964"	"4/19"	"国外"	"--"	"37.5"	"PI 306840"	"锯齿"	"PI 306840"	"多"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0864"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"77.0"	"桔黄"
"1516"	"8/06"	"Compositae(菊科)"	"30.80"	"印度"	"--"	"24"	"45.0"	"条纹"	"WHH00965"	"4/19"	"国外"	"--"	"50.0"	"PI 306841"	"锯齿"	"PI 306841"	"中"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0865"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"85.0"	"桔黄"
"1517"	"8/14"	"Compositae(菊科)"	"28.90"	"印度"	"--"	"35"	"52.0"	"普通"	"WHH00966"	"4/22"	"国外"	"--"	"60.0"	"PI 306842"	"锯齿"	"PI 306842"	"多"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0866"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"68.0"	"桔黄"
"1518"	"8/04"	"Compositae(菊科)"	"25.64"	"印度"	"I4E01874"	"25"	"29.0"	"普通"	"WHH00967"	"4/20"	"国外"	"--"	"58.3"	"PI 306843"	"锯齿"	"PI 306843"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0867"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"70.0"	"桔黄"
"1519"	"7/28"	"Compositae(菊科)"	"23.21"	"葡萄牙"	"I4E01282"	"30"	"43.0"	"普通"	"WHH00584"	"4/22"	"国外"	"--"	"57.1"	"PI 253552"	"全缘"	"PI 253552"	"无"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0484"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"85.0"	"桔黄"
"1520"	"7/30"	"Compositae(菊科)"	"26.99"	"葡萄牙"	"I4E01283"	"32"	"38.0"	"普通"	"WHH00585"	"4/22"	"国外"	"--"	"42.9"	"PI 253553"	"浅裂"	"PI 253553"	"中"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0485"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"90.0"	"桔黄"
"1521"	"7/30"	"Compositae(菊科)"	"26.12"	"葡萄牙"	"I4E01284"	"24"	"40.0"	"普通"	"WHH00586"	"4/19"	"国外"	"--"	"50.0"	"PI 253554"	"浅裂"	"PI 253554"	"少"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0486"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"95.0"	"桔黄"
"1522"	"7/30"	"Compositae(菊科)"	"25.14"	"葡萄牙"	"I4E01285"	"13"	"38.0"	"普通"	"WHH00587"	"4/22"	"国外"	"--"	"57.1"	"PI 253555"	"浅裂"	"PI 253555"	"中"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0487"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"71.0"	"桔黄"
"1523"	"7/28"	"Compositae(菊科)"	"20.56"	"葡萄牙"	"I4E01286"	"13"	"34.0"	"普通"	"WHH00588"	"4/27"	"国外"	"--"	"45.5"	"PI 253559"	"锯齿"	"PI 253559"	"少"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0488"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"少"	"引种"	"63.0"	"桔黄"
"1524"	"7/30"	"Compositae(菊科)"	"25.57"	"摩洛哥"	"I4E01287"	"17"	"36.0"	"普通"	"WHH00589"	"4/19"	"国外"	"--"	"50.0"	"PI 253560"	"全缘"	"PI 253560"	"少"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0489"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"75.0"	"桔黄"
"1525"	"7/30"	"Compositae(菊科)"	"24.09"	"瑞士"	"I4E01288"	"14"	"39.0"	"普通"	"WHH00590"	"4/19"	"国外"	"--"	"50.0"	"PI 253531"	"锯齿"	"PI 253531"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0490"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"71.0"	"桔黄"
"1526"	"7/28"	"Compositae(菊科)"	"24.16"	"葡萄牙"	"I4E01289"	"16"	"67.0"	"普通"	"WHH00591"	"4/19"	"国外"	"--"	"50.0"	"PI 253562"	"锯齿"	"PI 253562"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0491"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"65.0"	"桔黄"
"1527"	"7/30"	"Compositae(菊科)"	"25.02"	"葡萄牙"	"I4E01290"	"17"	"51.0"	"普通"	"WHH00592"	"4/30"	"国外"	"--"	"55.6"	"PI 253563"	"浅锯"	"PI 253563"	"少"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0492"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"少"	"引种"	"99.0"	"桔黄"
"1528"	"7/30"	"Compositae(菊科)"	"27.80"	"葡萄牙"	"I4E01832"	"28"	"45.0"	"普通"	"WHH00593"	"4/30"	"国外"	"--"	"50.0"	"PI 253564"	"浅裂"	"PI 253564"	"少"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0493"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"95.0"	"红"
"1529"	"7/30"	"Compositae(菊科)"	"23.65"	"葡萄牙"	"I4E01291"	"24"	"52.0"	"普通"	"WHH00594"	"4/22"	"国外"	"--"	"55.5"	"PI 253566"	"锯齿"	"PI 253566"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0494"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"73.0"	"红"
"1530"	"7/30"	"Compositae(菊科)"	"22.24"	"葡萄牙"	"I4E01292"	"3"	"60.0"	"普通"	"WHH00595"	"4/30"	"国外"	"--"	"50.0"	"PI 253567"	"锯齿"	"PI 253567"	"少"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0495"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"多"	"引种"	"65.0"	"红"
"1531"	"7/30"	"Compositae(菊科)"	"17.58"	"葡萄牙"	"I4E01293"	"16"	"64.0"	"普通"	"WHH00596"	"4/24"	"国外"	"--"	"45.4"	"PI 253569"	"全缘"	"PI 253569"	"无"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0496"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"70.0"	"桔红"
"1532"	"7/30"	"Compositae(菊科)"	"23.50"	"葡萄牙"	"I4E01294"	"16"	"48.0"	"普通"	"WHH00597"	"4/22"	"国外"	"--"	"47.2"	"PI 253570"	"全缘"	"PI 253570"	"无"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0497"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"82.0"	"桔红"
"1533"	"7/30"	"Compositae(菊科)"	"27.77"	"葡萄牙"	"I4E01295"	"16"	"44.0"	"普通"	"WHH00598"	"4/19"	"国外"	"--"	"50.0"	"PI 253571"	"锯齿"	"PI 253571"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0498"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"70.0"	"桔黄"
"1534"	"8/02"	"Compositae(菊科)"	"23.44"	"伊拉克"	"I4E00390"	"25"	"39.0"	"普通"	"WHH00599"	"4/22"	"国外"	"--"	"40.0"	"PI 2853758"	"锯齿"	"PI 2853758"	"多"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0499"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"101.0"	"桔黄"
"1535"	"7/30"	"Compositae(菊科)"	"33.80"	"伊拉克"	"I4E01296"	"29"	"36.0"	"普通"	"WHH00600"	"4/24"	"国外"	"--"	"55.0"	"PI 253759"	"全缘"	"PI 253759"	"无"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0500"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"85.0"	"桔黄"
"1536"	"7/30"	"Compositae(菊科)"	"32.07"	"伊拉克"	"I4E01833"	"31"	"33.0"	"普通"	"WHH00601"	"4/22"	"国外"	"--"	"53.3"	"PI 253761"	"锯齿"	"PI 253761"	"无"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0501"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"70.0"	"黄"
"1537"	"7/30"	"Compositae(菊科)"	"27.40"	"伊拉克"	"I4E00391"	"37"	"40.0"	"普通"	"WHH00602"	"4/22"	"国外"	"--"	"54.5"	"PI 253762"	"浅裂"	"PI 253762"	"少"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0502"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"105.0"	"桔黄"
"1538"	"8/14"	"Compositae(菊科)"	"32.10"	"阿富汗"	"I4E01297"	"28"	"38.0"	"普通"	"WHH00603"	"4/19"	"国外"	"--"	"60.0"	"PI 253763"	"锯齿"	"PI 253763"	"无"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0503"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"113.0"	"黄"
"1539"	"7/30"	"Compositae(菊科)"	"31.68"	"阿富汗"	"I4E01834"	"32"	"42.0"	"普通"	"WHH00604"	"4/27"	"国外"	"--"	"42.8"	"PI 253764"	"锯齿"	"PI 253764"	"中"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0504"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"100.0"	"桔黄"
"1540"	"7/30"	"Compositae(菊科)"	"26.13"	"阿富汗"	"I4E01835"	"26"	"46.0"	"普通"	"WHH00605"	"4/19"	"国外"	"--"	"60.0"	"PI 253765"	"锯齿"	"PI 253765"	"中"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0505"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"116.0"	"桔红"
"1541"	"7/30"	"Compositae(菊科)"	"23.71"	"以色列"	"I4E01298"	"19"	"47.0"	"普通"	"WHH00606"	"4/19"	"国外"	"--"	"48.6"	"PI 253892"	"锯齿"	"PI 253892"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0506"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"65.0"	"桔黄"
"1542"	"7/30"	"Compositae(菊科)"	"28.32"	"以色列"	"I4E00392"	"21"	"63.0"	"普通"	"WHH00607"	"4/19"	"国外"	"--"	"58.3"	"PI 253893"	"锯齿"	"PI 253893"	"多"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0507"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"84.0"	"桔黄"
"1543"	"7/30"	"Compositae(菊科)"	"26.22"	"以色列"	"I4E01299"	"20"	"62.0"	"普通"	"WHH00608"	"4/17"	"国外"	"--"	"57.1"	"PI 253894"	"全缘"	"PI 253894"	"无"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0508"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"62.0"	"桔黄"
