"id"	"肉质"	"栽培季节"	"品种名称"	"果面特征"	"抗逆性"	"种质库编号"	"果形"	"始花节位"	"株型"	"抗病虫性"	"生育期"	"熟性"	"成熟果皮色"	"果脐大小"	"备注"	"风味"	"单果重"	"种子来源"	"叶型"	"用途"	"叶色"	"亩产"	"生长习性"	"果肉色"	"保存单位"	"译名"	"省"	"保存编号"	"统一编号"
"141"	"--"	"2中播7中收完"	"鲁粉一号"	"平滑"	"--"	"Ⅱ6A0570"	"圆形"	"--"	"--"	"中"	"60"	"--"	"红"	"小"	"*"	"--"	"150.0"	"山东济南市"	"普通叶"	"--"	"深绿"	"4000"	"无限"	"红"	"山东农科院蔬菜所"	"LU FEN YI HAO"	"山东"	"6A007"	"V06A0464"
"142"	"面"	"5上-8上"	"希望一号"	"平滑"	"强"	"Ⅱ6A0181"	"圆形"	"8"	"半蔓生"	"强"	"56"	"中熟"	"红"	"小"	"--"	"酸甜"	"130.0"	"山西蔬菜所"	"普通叶"	"鲜食"	"深绿"	"4500"	"有限"	"红"	"山西农科院蔬菜所"	"XI WANG YI HAO"	"山西"	"Ⅱ6A0004"	"V06A0480"
"143"	"--"	"5上-8上"	"晋红二号"	"平滑"	"强"	"Ⅱ6A0182"	"圆形"	"8"	"半蔓生"	"强"	"60"	"中熟"	"红"	"小"	"--"	"酸甜"	"175.0"	"山西蔬菜所"	"普通叶"	"鲜食"	"深绿"	"4500"	"有限"	"红"	"山西农科院蔬菜所"	"JIN HONG ER HAO"	"山西"	"Ⅱ6A0005"	"V06A0481"
"144"	"面"	"5上-9下"	"宁农一号"	"平滑"	"强"	"Ⅱ6A0185"	"圆形"	"9"	"蔓生"	"强"	"70"	"晚熟"	"红"	"大"	"--"	"酸甜"	"250.0"	"山西蔬菜所"	"普通叶"	"鲜食"	"深绿"	"5000"	"无限"	"红"	"山西农科院蔬菜所"	"NING NONG YI HAO"	"山西"	"Ⅱ6A0016"	"V06A0482"
"145"	"面"	"5上-9下"	"7173"	"平滑"	"强"	"Ⅱ6A0211"	"圆形"	"7"	"--"	"强"	"63"	"中熟"	"红"	"小"	"--"	"酸甜"	"163.5"	"山西太原市"	"普通叶"	"鲜食"	"浅绿"	"5500"	"--"	"红"	"山西农科院蔬菜所"	"7173"	"山西"	"Ⅱ6A0064"	"V06A0483"
"146"	"面"	"5上-9下"	"荷兰3号"	"平滑"	"强"	"Ⅱ6A0187"	"圆形"	"7"	"--"	"较强"	"63"	"中熟"	"红"	"小"	"--"	"酸甜"	"162.0"	"山西太原市"	"普通叶"	"鲜食"	"深绿"	"6000"	"无限"	"红"	"山西农科院蔬菜所"	"HE LAN 3 HAO"	"山西"	"Ⅱ6A0021"	"V06A0487"
"147"	"面"	"5上-8上"	"6613"	"平滑"	"中"	"Ⅱ6A0215"	"圆形"	"7"	"--"	"中"	"63"	"早熟"	"红"	"小"	"--"	"酸甜"	"119.0"	"山西太原市"	"普通叶"	"鲜食"	"深绿"	"3000"	"--"	"红"	"山西农科院蔬菜所"	"6613"	"山西"	"Ⅱ6A0075"	"V06A0488"
"148"	"面"	"5上-9下"	"澳大利亚"	"平滑"	"中"	"Ⅱ6A0531"	"圆形"	"9"	"--"	"中"	"65"	"中熟"	"红"	"小"	"--"	"酸甜"	"120.0"	"山西引澳大利"	"普通叶"	"鲜食"	"绿"	"2250"	"无限"	"红"	"山西农科院蔬菜所"	"AO DA LI YA"	"山西"	"Ⅱ6A0019"	"V06A0498"
"149"	"--"	"5上-8上"	"意大利18"	"平滑"	"中"	"Ⅱ6A0532"	"圆形"	"7"	"--"	"中"	"60"	"中熟"	"红"	"中"	"--"	"酸甜"	"182.0"	"山西引意大利"	"普通叶"	"鲜食"	"深绿"	"3250"	"有限"	"红"	"山西农科院蔬菜所"	"YI DA LI 18"	"山西"	"Ⅱ6A0046"	"V06A0499"
"150"	"面"	"5上-8上"	"荷兰3号"	"平滑"	"中"	"Ⅱ6A0530"	"心脏形"	"7"	"--"	"中"	"55"	"中熟"	"红"	"中"	"--"	"酸甜"	"120.0"	"山西引自荷兰"	"普通叶"	"鲜食"	"绿"	"1585"	"有限"	"红"	"山西农科院蔬菜所"	"HE LAN 3 HAO"	"山西"	"Ⅱ6A0003"	"V06A0501"
"151"	"面"	"5上-7下"	"北京八号"	"平滑"	"弱"	"Ⅱ6A0180"	"圆形"	"6"	"半蔓生"	"较弱"	"50"	"早熟"	"红"	"小"	"--"	"酸甜"	"80.0"	"山西运城市"	"普通叶"	"鲜食"	"绿"	"2500"	"有限"	"红"	"山西农科院蔬菜所"	"BEI JING BA HAO"	"山西"	"Ⅱ6A0002"	"V06A0504"
"152"	"面"	"5上-9下"	"马纳佩尔"	"平滑"	"强"	"Ⅱ6A0184"	"圆形"	"9"	"蔓生"	"强"	"70"	"晚熟"	"红"	"小"	"--"	"酸甜"	"165.0"	"山西运城市"	"普通叶"	"鲜食"	"深绿"	"4500"	"无限"	"红"	"山西农科院蔬菜所"	"MA NA PEI ER"	"山西"	"Ⅱ6A0015"	"V06A0505"
"153"	"--"	"1上-7下"	"早粉二号"	"平滑"	"中"	"Ⅱ6A0223"	"圆形"	"7"	"半蔓生"	"--"	"53"	"--"	"红"	"大"	"*"	"甜"	"162.5"	"陕西"	"普通叶"	"鲜食"	"绿"	"4000"	"有限"	"--"	"陕西农科院蔬菜所"	"ZAO FEN ER HAO"	"陕西"	"3a-34"	"V06A0509"
"154"	"--"	"1中下-6上7中"	"武魁一号"	"--"	"--"	"Ⅱ6A0221"	"圆形"	"6"	"半蔓生"	"--"	"50"	"--"	"桔红"	"小"	"*"	"--"	"175.0"	"陕西"	"普通叶"	"--"	"深绿"	"4500"	"有限"	"--"	"陕西农科院蔬菜所"	"WU KUI YI HAO"	"陕西"	"3a-15"	"V06A0511"
"155"	"--"	"--"	"希望一号"	"平滑"	"--"	"Ⅱ6A0220"	"圆形"	"9"	"蔓生"	"抗病毒强旱疫中"	"--"	"晚熟"	"红"	"小"	"--"	"淡"	"175.0"	"陕西"	"普通叶"	"--"	"绿"	"--"	"无限"	"红"	"陕西农科院蔬菜所"	"XI WANG YI HAO"	"陕西"	"3b-1"	"V06A0512"
"156"	"--"	"1上中-6下8上"	"阿沙克利二号"	"--"	"--"	"Ⅱ6A0564"	"圆形"	"8"	"蔓生"	"不抗TMV及晚疫病"	"68"	"--"	"红"	"中"	"*"	"--"	"200.0"	"陕西"	"普通叶"	"--"	"--"	"6250"	"无限"	"--"	"陕西农科院蔬菜所"	"A SHA KE LI ER HAO"	"陕西"	"3b-31"	"V06A0513"
"157"	"--"	"1中-7中"	"78-287"	"平滑"	"--"	"Ⅱ6A0680"	"圆形"	"8"	"半蔓生"	"中"	"60"	"--"	"红"	"小"	"--"	"中"	"80.0"	"陕西"	"普通叶"	"--"	"深绿"	"4750"	"有限"	"红"	"陕西农科院蔬菜所"	"78-287"	"陕西"	"3a-29"	"V06A0515"
"158"	"--"	"1中-7中"	"386"	"平滑"	"--"	"Ⅱ6A0679"	"圆形"	"9"	"半蔓生"	"中"	"60"	"--"	"红"	"小"	"--"	"中"	"150.0"	"陕西"	"普通叶"	"--"	"深绿"	"5500"	"有限"	"红"	"陕西农科院蔬菜所"	"386"	"陕西"	"3a-28"	"V06A0516"
"159"	"--"	"1中-7中"	"津粉543"	"平滑"	"--"	"Ⅱ6A0669"	"圆形"	"6"	"矮生"	"弱"	"60"	"--"	"红"	"中"	"--"	"浓"	"150.0"	"陕西"	"普通叶"	"--"	"绿"	"4250"	"有限"	"红"	"陕西农科院蔬菜所"	"JIN FEN 543"	"陕西"	"3a-18"	"V06A0518"
"160"	"--"	"1中-7中"	"武魁二号"	"--"	"--"	"Ⅱ6A0226"	"圆形"	"6"	"半蔓生"	"--"	"50"	"--"	"红"	"小"	"*"	"--"	"175.0"	"陕西风翔县"	"普通叶"	"--"	"深绿"	"4500"	"有限"	"--"	"陕西农科院蔬菜所"	"WU KUI ER HAO"	"陕西"	"3a-1"	"V06A0519"
"161"	"--"	"1中-7下"	"53号"	"平滑"	"--"	"Ⅱ6A0231"	"圆形"	"8"	"蔓生"	"中"	"60"	"--"	"红"	"小"	"--"	"浓"	"200.0"	"陕西省农科院"	"普通叶"	"--"	"深绿"	"2500"	"无限"	"红"	"陕西农科院蔬菜所"	"53 HAO"	"陕西"	"3a-32"	"V06A0523"
"162"	"细"	"4中-8上"	"台752"	"平滑"	"强"	"Ⅱ6A0229"	"圆形"	"9"	"蔓生"	"强"	"--"	"中熟"	"红"	"小"	"--"	"浓"	"175.0"	"陕西西安市"	"普通叶"	"--"	"绿"	"4375"	"无限"	"红"	"陕西农科院蔬菜所"	"TAI 752"	"陕西"	"3a-2"	"V06A0526"
"163"	"--"	"1上中-6下8上"	"荷514号"	"--"	"中"	"Ⅱ6A0218"	"圆形"	"--"	"半蔓生"	"--"	"70"	"--"	"红"	"--"	"*"	"--"	"200.0"	"陕西西安市"	"--"	"--"	"--"	"--"	"有限"	"--"	"陕西农科院蔬菜所"	"HE 514 HAO"	"陕西"	"3a-4"	"V06A0527"
"164"	"--"	"2中-7下9中"	"延安粉红"	"--"	"弱"	"Ⅱ6A0562"	"圆形"	"8"	"蔓生"	"不抗TMV"	"90"	"--"	"红"	"--"	"*"	"微酸"	"150.0"	"陕西延安市"	"普通叶"	"--"	"--"	"3750"	"无限"	"--"	"陕西农科院蔬菜所"	"YAN AN FEN HONG"	"陕西"	"3a-16"	"V06A0528"
"165"	"--"	"--"	"马那佩尔T'M-2"	"平滑"	"--"	"Ⅱ6A0227"	"圆形"	"--"	"蔓生"	"抗病毒病"	"--"	"--"	"红"	"--"	"*"	"--"	"87.5"	"陕西耀县"	"普通叶"	"--"	"浅绿"	"--"	"无限"	"--"	"陕西农科院蔬菜所"	"MA NA PEI ER T'M-2"	"陕西"	"3b-32"	"V06A0529"
"166"	"--"	"1中-7中"	"74-33"	"--"	"--"	"Ⅱ6A0217"	"圆形"	"6"	"蔓生"	"--"	"50"	"--"	"桔红"	"--"	"--"	"--"	"175.0"	"陕西引黑龙江"	"普通叶"	"--"	"深绿"	"2250"	"有限"	"--"	"陕西农科院蔬菜所"	"74-33"	"陕西"	"3b-19"	"V06A0530"
"167"	"--"	"1中-7中"	"75-90"	"平滑"	"--"	"Ⅱ6A0681"	"圆形"	"7"	"蔓生"	"弱"	"55"	"--"	"红"	"大"	"--"	"淡"	"125.0"	"陕西引自北京"	"普通叶"	"--"	"绿"	"4500"	"有限"	"红"	"陕西农科院蔬菜所"	"75-90"	"陕西"	"3a-30"	"V06A0532"
"168"	"--"	"1中-7中"	"72-53"	"平滑"	"--"	"Ⅱ6A0677"	"圆形"	"7"	"半蔓生"	"弱"	"55"	"--"	"红"	"中"	"--"	"中"	"50.0"	"陕西引自广西"	"普通叶"	"--"	"绿"	"3250"	"有限"	"红"	"陕西农科院蔬菜所"	"72-53"	"陕西"	"3a-26"	"V06A0533"
"169"	"--"	"1中-7底"	"黔园15"	"平滑"	"--"	"Ⅱ6A0672"	"圆形"	"8"	"蔓生"	"中"	"68"	"--"	"红"	"小"	"--"	"中"	"125.0"	"陕西引自贵州"	"普通叶"	"--"	"绿"	"6750"	"有限"	"红"	"陕西农科院蔬菜所"	"QIAN YUAN 15"	"陕西"	"3a-21"	"V06A0534"
"170"	"--"	"1中-7中"	"阿尔巴基也夫"	"平滑"	"--"	"Ⅱ6A0674"	"圆形"	"7"	"蔓生"	"弱"	"60"	"--"	"红"	"小"	"--"	"中"	"100.0"	"陕西引自贵州"	"普通叶"	"--"	"绿"	"--"	"无限"	"红"	"陕西农科院蔬菜所"	"A ER BA JI YE FU"	"陕西"	"3a-23"	"V06A0535"
"171"	"--"	"1中-7中"	"荷兰80-A-22"	"平滑"	"--"	"Ⅱ6A0673"	"圆形"	"7"	"半蔓生"	"中"	"60"	"--"	"红"	"小"	"--"	"中"	"75.0"	"陕西引自荷兰"	"普通叶"	"--"	"绿"	"4000"	"有限"	"红"	"陕西农科院蔬菜所"	"HE LAN 80-A-22"	"陕西"	"3a-22"	"V06A0536"
"172"	"--"	"1中-7中"	"78-300"	"平滑"	"--"	"Ⅱ6A0675"	"圆形"	"8"	"半蔓生"	"弱"	"60"	"--"	"红"	"小"	"--"	"淡"	"125.0"	"陕西引自美国"	"普通叶"	"--"	"绿"	"375"	"有限"	"红"	"陕西农科院蔬菜所"	"78-300"	"陕西"	"3a-24"	"V06A0538"
"173"	"--"	"1中-7中"	"大型瑞光"	"平滑"	"--"	"Ⅱ6A0676"	"圆形"	"8"	"蔓生"	"中"	"60"	"--"	"红"	"小"	"--"	"中"	"150.0"	"陕西引自日本"	"普通叶"	"--"	"绿"	"6750"	"无限"	"红"	"陕西农科院蔬菜所"	"DA XING RUI GUANG"	"陕西"	"3a-25"	"V06A0539"
"174"	"--"	"1下-7中"	"瑞光102"	"平滑"	"--"	"Ⅱ6A0563"	"圆形"	"8"	"半蔓生"	"中"	"58"	"--"	"红"	"小"	"--"	"中"	"100.0"	"陕西引自日本"	"普通叶"	"--"	"绿"	"2125"	"有限"	"红"	"陕西农科院蔬菜所"	"RUI GUANG 102"	"陕西"	"3b-33"	"V06A0540"
"175"	"--"	"1上中-6下8上"	"强力米寿"	"平滑"	"耐热"	"Ⅱ6A0683"	"圆形"	"8"	"蔓生"	"--"	"70"	"--"	"红"	"小"	"*"	"酸甜"	"150.0"	"陕西引自日本"	"普通叶"	"--"	"深绿"	"4500"	"无限"	"--"	"陕西农科院蔬菜所"	"QIANG LI MI SHOU"	"陕西"	"3a-33"	"V06A0541"
"176"	"--"	"1中-7下"	"丰福"	"平滑"	"--"	"Ⅱ6A0670"	"圆形"	"6"	"蔓生"	"中"	"65"	"--"	"红"	"小"	"--"	"中"	"125.0"	"陕西引自日本国"	"普通叶"	"--"	"深绿"	"--"	"无限"	"红"	"陕西农科院蔬菜所"	"FENG FU"	"陕西"	"3a-19"	"V06A0542"
"177"	"--"	"1上-7中"	"早粉四号"	"平滑"	"中耐热耐寒"	"Ⅱ6A0637"	"圆形"	"9"	"半蔓生"	"中"	"50"	"早熟"	"红"	"中"	"--"	"--"	"--"	"上海农科院"	"普通叶"	"鲜食"	"绿"	"750"	"有限"	"红"	"上海农科院园艺所"	"ZAO FEN SI HAO"	"上海"	"S19-15"	"V06A0547"
"178"	"--"	"1上-7中"	"沙诺"	"平滑"	"中"	"Ⅱ6A0653"	"圆形"	"8"	"半蔓生"	"中"	"60"	"中熟"	"红"	"中"	"--"	"中"	"120.0"	"上海农科院"	"普通叶"	"鲜食"	"绿"	"750"	"有限"	"红"	"上海农科院园艺所"	"SHA NUO"	"上海"	"S19-21"	"V06A0549"
"179"	"--"	"1上-7下"	"费洛雷德"	"平滑"	"耐热耐寒"	"Ⅱ6A0638"	"圆形"	"9"	"蔓生"	"中"	"60"	"中熟"	"红"	"中"	"--"	"中"	"160.0"	"上海农科院"	"普通叶"	"鲜食"	"绿"	"1500"	"无限"	"红"	"上海农科院园艺所"	"FEI LUO LEI DE"	"上海"	"S19-16"	"V06A0550"
"180"	"--"	"1上-7中"	"矮粉"	"平滑"	"耐热耐寒"	"Ⅱ6A0652"	"圆形"	"8"	"半蔓生"	"中"	"50"	"中熟"	"红"	"中"	"--"	"好"	"120.0"	"上海农科院"	"普通叶"	"鲜食"	"浅绿"	"625"	"有限"	"红"	"上海农科院园艺所"	"AI FEN"	"上海"	"S19-20"	"V06A0551"
"181"	"--"	"1上-7中"	"申粉"	"平滑"	"耐热耐寒"	"Ⅱ6A0651"	"圆形"	"--"	"蔓生"	"中"	"60"	"中熟"	"红"	"中"	"--"	"中"	"150.0"	"上海农科院"	"普通叶"	"鲜食"	"绿"	"1500"	"无限"	"红"	"上海农科院园艺所"	"SHEN FEN"	"上海"	"S19-19"	"V06A0552"
"182"	"脆"	"1中播4中定植6下始收"	"NCX3032"	"平滑"	"强"	"Ⅱ6A0865"	"圆形"	"9"	"半蔓生"	"较强"	"70"	"中熟"	"红"	"小"	"--"	"中"	"60.0"	"上海农科院"	"普通叶"	"加工"	"绿"	"1375"	"有限"	"红"	"上海农科院园艺所"	"NCX3032"	"上海"	"S19-23"	"V06A0553"
"183"	"--"	"1上-7中"	"542"	"平滑"	"--"	"Ⅱ6A0267"	"圆形"	"9"	"蔓生"	"强"	"60"	"中熟"	"红"	"中"	"--"	"好"	"140.0"	"上海农科院"	"普通叶"	"鲜食"	"绿"	"1875"	"无限"	"红"	"上海农科院园艺所"	"542"	"上海"	"S19-10"	"V06A0554"
"184"	"--"	"12上-7下"	"402"	"棱沟"	"强"	"Ⅱ6A0015"	"圆形"	"9"	"半蔓生"	"--"	"55"	"中熟"	"红"	"中"	"*"	"--"	"200.0"	"上海引自古巴"	"普通叶"	"鲜食加工"	"绿"	"2500"	"有限"	"红"	"上海农科院园艺所"	"402"	"上海"	"S19-3"	"V06A0560"
"185"	"--"	"2月末-7月中"	"Early Hybrid Giant"	"平滑"	"中"	"Ⅱ6A0781"	"圆形"	"7"	"蔓生"	"中"	"59"	"中熟"	"红"	"中"	"PI270223"	"--"	"120.0"	"中蔬引自美国"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Early Hybrid Giant"	"国外"	"78-242"	"V06A0878"
"186"	"--"	"2月末-7月中"	"Red kahki"	"平滑"	"强"	"Ⅱ6A0784"	"圆形"	"7"	"半蔓生"	"强"	"58"	"中熟"	"红"	"小"	"PI271781"	"--"	"100.0"	"中蔬引自美国"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Red kahki"	"国外"	"78-281"	"V06A0879"
"187"	"面"	"5-7"	"VF3202"	"平滑"	"中"	"Ⅱ6A0903"	"圆形"	"7"	"半蔓生"	"中"	"65"	"中熟"	"红"	"小"	"--"	"甜"	"65.0"	"中蔬引自美国"	"普通叶"	"加工"	"绿"	"1207"	"有限"	"红"	"中国农科院蔬菜所"	"VF3202"	"国外"	"D-011"	"V06A0880"
"188"	"--"	"2月末-7月中"	"Louisiana Pink"	"平滑"	"中"	"Ⅱ6A0778"	"圆形"	"7"	"蔓生"	"中"	"59"	"中熟"	"红"	"小"	"PI270196"	"--"	"120.0"	"中蔬引自美国"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Louisiana Pink"	"国外"	"78-226"	"V06A0881"
"189"	"--"	"2月末-7月中"	"Bounty"	"平滑"	"弱"	"Ⅱ6A0839"	"圆形"	"6"	"蔓生"	"弱"	"57"	"中熟"	"桔黄"	"小"	"PI270173"	"酸甜"	"90.0"	"中蔬引自美国"	"普通叶"	"鲜食"	"绿"	"--"	"有限"	"黄"	"中国农科院蔬菜所"	"Bounty"	"国外"	"78-203"	"V06A0882"
"190"	"--"	"2月末-7月中"	"Garden stata"	"平滑"	"--"	"Ⅱ6A0769"	"圆形"	"6"	"蔓生"	"--"	"60"	"中熟"	"红"	"中"	"PI270184"	"酸甜"	"75.0"	"中蔬引自美国"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"黄"	"中国农科院蔬菜所"	"Garden stata"	"国外"	"78-214"	"V06A0883"
"191"	"--"	"2月末-7月中"	"Chicago NO.1"	"平滑"	"中"	"Ⅱ6A0805"	"圆形"	"6"	"蔓生"	"中"	"59"	"中熟"	"红"	"小"	"PI303805"	"--"	"80.0"	"中蔬引自美国"	"普通叶"	"鲜食"	"浅绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Chicago NO.1"	"国外"	"78-528"	"V06A0884"
"192"	"--"	"2月末-7月中"	"Early prolific"	"平滑"	"中"	"Ⅱ6A0779"	"圆形"	"7"	"蔓生"	"中"	"60"	"中熟"	"红"	"小"	"PI270225"	"--"	"130.0"	"中蔬引自美国"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Early prolific"	"国外"	"78-244"	"V06A0885"
"193"	"--"	"2月末-7月中"	"Firesteel"	"平滑"	"中"	"Ⅱ6A0768"	"圆形"	"7"	"蔓生"	"中"	"57"	"中熟"	"红"	"小"	"PI270183"	"酸甜"	"70.0"	"中蔬引自美国"	"普通叶"	"鲜食"	"--"	"--"	"无限"	"黄"	"中国农科院蔬菜所"	"Firesteel"	"国外"	"78-213"	"V06A0886"
"194"	"面"	"5-7"	"Columbla"	"平滑"	"中"	"Ⅱ6A0913"	"圆形"	"8"	"半蔓生"	"较差"	"65"	"中熟"	"红"	"小"	"--"	"甜"	"70.0"	"中蔬引自美国"	"普通叶"	"鲜食"	"深绿"	"1748"	"有限"	"红"	"中国农科院蔬菜所"	"Columbla"	"国外"	"D-021"	"V06A0887"
"195"	"--"	"2月末-7月中"	"Bonny Best"	"平滑"	"强"	"Ⅱ6A0765"	"圆形"	"7"	"蔓生"	"强"	"59"	"中熟"	"红"	"小"	"PI270172"	"酸甜"	"120.0"	"中蔬引自美国"	"普通叶"	"鲜食"	"--"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Bonny Best"	"国外"	"78-202"	"V06A0888"
"196"	"面"	"5-7"	"M.H.V.F6203-17265"	"平滑"	"中"	"Ⅱ6A0911"	"圆形"	"7"	"半蔓生"	"较差"	"67"	"中熟"	"红"	"小"	"--"	"甜"	"62.5"	"中蔬引自美国"	"普通叶"	"加工"	"绿"	"1174"	"有限"	"红"	"中国农科院蔬菜所"	"M.H.V.F6203-17265"	"国外"	"D-019"	"V06A0889"
"197"	"面"	"5-7"	"Peelmech-17285"	"平滑"	"中"	"Ⅱ6A0910"	"圆形"	"6"	"半蔓生"	"较差"	"65"	"中熟"	"红"	"小"	"--"	"甜"	"58.0"	"中蔬引自美国"	"普通叶"	"加工"	"绿"	"1124"	"有限"	"红"	"中国农科院蔬菜所"	"Peelmech-17285"	"国外"	"D-018"	"V06A0890"
"198"	"--"	"2月末-7月中"	"Globelle"	"平滑"	"强"	"Ⅱ6A0772"	"圆形"	"7"	"蔓生"	"强"	"57"	"中熟"	"红"	"小"	"PI270188"	"甜"	"75.0"	"中蔬引自美国"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Globelle"	"国外"	"78-218"	"V06A0891"
"199"	"--"	"2月末-7月中"	"Nicaraguena"	"平滑"	"中"	"Ⅱ6A0813"	"圆形"	"7"	"--"	"中"	"--"	"中熟"	"红"	"中"	"--"	"--"	"90.0"	"中蔬引自美国"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Nicaraguena"	"国外"	"78-814"	"V06A0892"
"200"	"--"	"2月末-7月中"	"Globe Serain A"	"平滑"	"强"	"Ⅱ6A0771"	"圆形"	"7"	"蔓生"	"强"	"58"	"中熟"	"红"	"小"	"PI270187"	"酸甜"	"70.0"	"中蔬引自美国"	"普通叶"	"鲜食"	"--"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Globe Serain A"	"国外"	"78-217"	"V06A0893"
"201"	"--"	"2月末-7月中"	"Eary Red"	"平滑"	"中"	"Ⅱ6A0767"	"圆形"	"5"	"蔓生"	"中"	"59"	"中熟"	"桔黄"	"小"	"PI270182"	"酸甜"	"175.0"	"中蔬引自美国"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"黄"	"中国农科院蔬菜所"	"Eary Red"	"国外"	"78-212"	"V06A0894"
"202"	"面"	"5-7"	"CVF3-1"	"平滑"	"中"	"Ⅱ6A0912"	"心脏形"	"7"	"半蔓生"	"较差"	"62"	"早熟"	"红"	"小"	"--"	"酸甜"	"56.5"	"中蔬引自美国"	"普通叶"	"加工"	"深绿"	"1277"	"有限"	"红"	"中国农科院蔬菜所"	"CVF3-1"	"国外"	"D-020"	"V06A0895"
"203"	"--"	"2月末-7月中"	"Valiant"	"平滑"	"中"	"Ⅱ6A0773"	"圆形"	"5"	"蔓生"	"中"	"59"	"中熟"	"红"	"小"	"PI270212"	"--"	"90.0"	"中蔬引自美国"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Valiant"	"国外"	"78-234"	"V06A0896"
"204"	"--"	"2月末-7月中"	"Summer prolific"	"平滑"	"中"	"Ⅱ6A0808"	"圆形"	"7"	"蔓生"	"中"	"--"	"中熟"	"黄"	"中"	"PI303791"	"--"	"75.0"	"中蔬引自美国"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"黄"	"中国农科院蔬菜所"	"Summer prolific"	"国外"	"78-518"	"V06A0897"
"205"	"--"	"2月末-7月中"	"Ontario"	"平滑"	"弱"	"Ⅱ6A0783"	"圆形"	"7"	"蔓生"	"弱"	"63"	"晚熟"	"黄"	"小"	"PI270279"	"--"	"140.0"	"中蔬引自美国"	"普通叶"	"鲜食"	"浅绿"	"--"	"无限"	"黄"	"中国农科院蔬菜所"	"Ontario"	"国外"	"78-273"	"V06A0898"
"206"	"--"	"2月末-7月中"	"Growthens Globe"	"平滑"	"中"	"Ⅱ6A0770"	"圆形"	"6"	"蔓生"	"中"	"59"	"中熟"	"红"	"小"	"PI270189"	"酸甜"	"150.0"	"中蔬引自美国"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"黄"	"中国农科院蔬菜所"	"Growthens Globe"	"国外"	"78-219"	"V06A0899"
"207"	"--"	"2月末-7月中"	"Comet"	"平滑"	"中"	"Ⅱ6A0766"	"圆形"	"6"	"蔓生"	"中"	"58"	"中熟"	"红"	"小"	"PI270177"	"酸甜"	"115.0"	"中蔬引自美国"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Comet"	"国外"	"78-207"	"V06A0900"
"208"	"--"	"2月末-7月中"	"Angora"	"平滑"	"中"	"Ⅱ6A0774"	"圆形"	"6"	"蔓生"	"中"	"57"	"中熟"	"红"	"小"	"PI270214"	"--"	"100.0"	"中蔬引自美国"	"普通叶"	"鲜食"	"深绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Angora"	"国外"	"78-235"	"V06A0901"
"209"	"--"	"2月末-7月中"	"Canary Export"	"平滑"	"中"	"Ⅱ6A0705"	"圆形"	"7"	"蔓生"	"中"	"60"	"中熟"	"红"	"小"	"PI150782"	"酸甜"	"105.0"	"中蔬引自美国"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Canary Export"	"国外"	"78-55"	"V06A0902"
"210"	"--"	"2月末-7月中"	"Heinz"	"平滑"	"中"	"Ⅱ6A0745"	"圆形"	"6"	"蔓生"	"中"	"60"	"中熟"	"桔黄"	"中"	"PI257484"	"淡"	"120.0"	"中蔬引自美国"	"普通叶"	"--"	"绿"	"--"	"无限"	"黄"	"中国农科院蔬菜所"	"Heinz"	"国外"	"78-162"	"V06A0903"
"211"	"软不面"	"2月末-7月中"	"Campbell soup"	"平滑"	"中"	"Ⅱ6A0725"	"圆形"	"6"	"蔓生"	"中"	"60"	"中熟"	"红"	"中"	"PI212414"	"酸甜"	"150.0"	"中蔬引自美国"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Campbell soup"	"国外"	"78-114"	"V06A0904"
"212"	"软不面"	"2月末-7月中"	"Olomoucke"	"平滑"	"弱"	"Ⅱ6A0739"	"圆形"	"6"	"蔓生"	"弱"	"57"	"中熟"	"桔黄"	"小"	"PI250432"	"--"	"60.0"	"中蔬引自美国"	"普通叶"	"鲜食"	"--"	"--"	"有限"	"黄"	"中国农科院蔬菜所"	"Olomoucke"	"国外"	"78-143"	"V06A0905"
