"id"	"熟性"	"种子来源"	"属名"	"保存编号"	"壳"	"根腐穗病级"	"引入时间"	"省"	"穗长"	"赤霉病指数"	"条锈反应型"	"赤霉病抗性"	"抽穗期"	"保存单位"	"千粒重"	"田间抗寒性"	"系谱"	"白粉反应型"	"开花期"	"秆锈普遍率"	"赖氨酸"	"赤霉病病指"	"粗蛋白"	"叶锈普遍率"	"株高"	"穗粒数"	"原编号"	"叶锈反应型"	"白粉严重度"	"条锈普遍率"	"黄矮病"	"品种名称"	"叶锈严重度"	"芒"	"赤霉病病穗"	"原产地"	"秆锈反应型"	"抗旱性"	"样品类型"	"学名"	"秆锈严重度"	"科名"	"人工抗寒性"	"收种地"	"统一编号"	"沉淀值"	"冬春性"	"库编号"	"粒"	"硬度"	"成熟期"	"条锈严重度"	"根腐叶病级"	"染色体组"
"690"	"晚"	"遗传所"	"Triticum L.(小麦属)"	"--"	"--"	"--"	"--"	"国外"	"5.0"	"--"	"--"	"--"	"--"	"AS 261"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"65"	"--"	"--"	"--"	"--"	"--"	"--"	"野生一粒小麦 T.monococcum ssp.boeoticum(Boiss)MK"	"--"	"--"	"--"	"--"	"--"	"--"	"野生"	"Triticum boeoticum Boiss.(野生一粒小麦)"	"--"	"Gramineae(禾本科)"	"--"	"--"	"XM001361"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	
"691"	"晚"	"日本"	"Triticum L.(小麦属)"	"--"	"--"	"--"	"--"	"国外"	"5.0"	"--"	"--"	"--"	"--"	"AS 262"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"65"	"--"	"--"	"--"	"--"	"--"	"--"	"野生一粒小麦 T.monococcum ssp.boeoticum(Boisso)MK"	"--"	"--"	"--"	"--"	"--"	"--"	"野生"	"Triticum boeoticum Boiss.(野生一粒小麦)"	"--"	"Gramineae(禾本科)"	"--"	"--"	"XM001362"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	
"692"	"晚"	"东德"	"Triticum L.(小麦属)"	"--"	"--"	"--"	"--"	"国外"	"8.0"	"--"	"--"	"--"	"--"	"AS 266"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"70"	"--"	"--"	"--"	"--"	"--"	"--"	"乌拉尔图小麦 T.monococcum ssp.uratu"	"--"	"--"	"--"	"--"	"--"	"--"	"野生"	"Triticum uratu Thum. et Gandil.(乌拉尔图小麦)"	"--"	"Gramineae(禾本科)"	"--"	"--"	"XM001363"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	
"693"	"中"	"美国"	"Triticum L.(小麦属)"	"--"	"--"	"--"	"--"	"国外"	"15.0"	"--"	"--"	"--"	"--"	"AS 828"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"135"	"--"	"--"	"--"	"--"	"--"	"--"	"野生二粒小麦 T.turigidum var.dicoccoides(Korn.)Thell"	"--"	"--"	"--"	"--"	"--"	"--"	"野生"	"Triticum dicoccoides (Koer.) Schweinf.(野生二粒小麦)"	"--"	"Gramineae(禾本科)"	"--"	"--"	"XM001364"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	
"694"	"中"	"美国"	"Triticum L.(小麦属)"	"--"	"--"	"--"	"--"	"国外"	"10.0"	"--"	"--"	"--"	"--"	"AS 272"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"105"	"--"	"--"	"--"	"--"	"--"	"--"	"阿拉拉特小麦 T.timopheevii var.araraticum(Jakubz.)MK."	"--"	"--"	"--"	"--"	"--"	"--"	"野生"	"Triticum araraticum Jakubz.(阿拉拉特小麦)"	"--"	"Gramineae(禾本科)"	"--"	"--"	"XM001365"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	
"695"	"--"	"日本"	"Aegilops L.(山羊草属)"	"京Y89"	"--"	"--"	"1982.9"	"国外"	"3.5"	"--"	"--"	"--"	"5/17"	"ICGR"	"--"	"--"	"--"	"--"	"5/22"	"--"	"--"	"--"	"--"	"--"	"33"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"野生"	"Aegilops umbellulata Zhuk.(小伞山羊草)"	"--"	"Gramineae(禾本科)"	"--"	"北京"	"RM000001"	"--"	"冬"	"--"	"--"	"--"	"6/22"	"--"	"--"	
"696"	"--"	"东德"	"Aegilops L.(山羊草属)"	"京Y39"	"--"	"--"	"1983.10"	"国外"	"2.5"	"--"	"--"	"--"	"5/12"	"ICGR"	"--"	"--"	"--"	"--"	"5/17"	"--"	"--"	"--"	"--"	"--"	"48"	"--"	"--"	"R"	"0"	"--"	"4"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"野生"	"Aegilops umbellulata Zhuk.(小伞山羊草)"	"--"	"Gramineae(禾本科)"	"--"	"北京"	"RM000002"	"--"	"冬"	"I1b00155"	"--"	"--"	"6/16"	"--"	"--"	
"697"	"--"	"东德"	"Aegilops L.(山羊草属)"	"京Y137"	"--"	"--"	"1984.10"	"国外"	"3.4"	"5.0"	"--"	"S"	"5/12"	"ICGR"	"--"	"--"	"--"	"--"	"5/16"	"--"	"--"	"100.0"	"--"	"--"	"34"	"--"	"AE153/78"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"100.0"	"--"	"--"	"--"	"野生"	"Aegilops umbellulata Zhuk.(小伞山羊草)"	"--"	"Gramineae(禾本科)"	"--"	"北京"	"RM000003"	"--"	"冬"	"I1b00156"	"--"	"--"	"6/14"	"--"	"S"	
"698"	"--"	"东德"	"Aegilops L.(山羊草属)"	"京Y138"	"--"	"--"	"1984.10"	"国外"	"4.0"	"--"	"--"	"--"	"5/17"	"ICGR"	"--"	"--"	"--"	"--"	"5/21"	"--"	"--"	"--"	"--"	"--"	"60"	"--"	"AE155/80"	"R"	"0"	"--"	"4"	"--"	"--"	"--"	"--"	"苏联"	"--"	"--"	"野生"	"Aegilops umbellulata Zhuk.(小伞山羊草)"	"--"	"Gramineae(禾本科)"	"--"	"北京"	"RM000004"	"--"	"冬"	"--"	"--"	"--"	"6/20"	"--"	"--"	
"699"	"--"	"东德"	"Aegilops L.(山羊草属)"	"京Y139"	"--"	"--"	"1984.10"	"国外"	"3.0"	"--"	"--"	"--"	"5/17"	"ICGR"	"--"	"--"	"--"	"--"	"5/25"	"--"	"--"	"--"	"--"	"100"	"33"	"--"	"AE152/78"	"MS"	"0"	"--"	"4"	"--"	"100"	"--"	"--"	"苏联"	"--"	"--"	"野生"	"Aegilops umbellulata Zhuk.(小伞山羊草)"	"--"	"Gramineae(禾本科)"	"--"	"北京"	"RM000005"	"--"	"冬"	"I1b00157"	"--"	"--"	"6/22"	"--"	"--"	
"700"	"--"	"罗马尼亚"	"Aegilops L.(山羊草属)"	"京Y183"	"--"	"--"	"1985.4"	"国外"	"3.2"	"--"	"--"	"--"	"5/17"	"ICGR"	"--"	"--"	"--"	"--"	"5/20"	"--"	"--"	"--"	"--"	"--"	"42"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"野生"	"Aegilops umbellulata Zhuk.(小伞山羊草)"	"--"	"Gramineae(禾本科)"	"--"	"北京"	"RM000006"	"--"	"冬"	"I1b00576"	"--"	"--"	"6/20"	"--"	"--"	
"701"	"--"	"日本"	"Aegilops L.(山羊草属)"	"京Y196"	"--"	"--"	"1985.11"	"国外"	"3.5"	"--"	"--"	"--"	"5/17"	"ICGR"	"--"	"--"	"--"	"--"	"5/22"	"--"	"--"	"--"	"--"	"--"	"35"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"野生"	"Aegilops umbellulata Zhuk.(小伞山羊草)"	"--"	"Gramineae(禾本科)"	"--"	"北京"	"RM000007"	"--"	"冬"	"--"	"--"	"--"	"6/24"	"--"	"--"	
"702"	"--"	"东德"	"Aegilops L.(山羊草属)"	"京Ae23"	"--"	"--"	"1975.8"	"国外"	"4.0"	"--"	"--"	"--"	"5/20"	"ICGR"	"--"	"--"	"--"	"--"	"5/27"	"--"	"--"	"--"	"--"	"--"	"50"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"野生"	"Aegilops ovata L.(卵穗山羊草)"	"--"	"Gramineae(禾本科)"	"--"	"北京"	"RM000008"	"--"	"冬"	"I1b00158"	"--"	"--"	"6/20"	"--"	"--"	
"703"	"--"	"荷兰"	"Aegilops L.(山羊草属)"	"京Ae24"	"--"	"--"	"1979.3"	"国外"	"4.0"	"--"	"--"	"--"	"5/14"	"ICGR"	"--"	"--"	"--"	"--"	"5/19"	"--"	"--"	"--"	"--"	"--"	"47"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"野生"	"Aegilops ovata L.(卵穗山羊草)"	"--"	"Gramineae(禾本科)"	"--"	"北京"	"RM000009"	"--"	"冬(春)"	"I1b00159"	"--"	"--"	"6/9"	"--"	"--"	
"704"	"--"	"东德"	"Aegilops L.(山羊草属)"	"京Ae22"	"--"	"--"	"1979.7"	"国外"	"3.5"	"--"	"MR"	"--"	"5/25"	"ICGR"	"--"	"--"	"--"	"3"	"6/1"	"--"	"--"	"--"	"--"	"--"	"42"	"--"	"--"	"S"	"0"	"100"	"--"	"--"	"--"	"--"	"--"	"--"	"S"	"--"	"野生"	"Aegilops ovata L.(卵穗山羊草)"	"--"	"Gramineae(禾本科)"	"--"	"北京"	"RM000010"	"--"	"冬"	"I1b00160"	"--"	"--"	"7/6"	"100"	"--"	
"705"	"--"	"西德"	"Aegilops L.(山羊草属)"	"京Y77"	"--"	"--"	"1980.8"	"国外"	"4.1"	"--"	"--"	"--"	"5/15"	"ICGR"	"--"	"--"	"--"	"--"	"5/19"	"--"	"--"	"--"	"--"	"--"	"50"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"野生"	"Aegilops ovata L.(卵穗山羊草)"	"--"	"Gramineae(禾本科)"	"--"	"北京"	"RM000011"	"--"	"冬"	"I1b00161"	"--"	"--"	"6/19"	"--"	"--"	
"706"	"--"	"西德"	"Aegilops L.(山羊草属)"	"京Y78"	"--"	"--"	"1980.8"	"国外"	"2.5"	"5.0"	"--"	"S"	"5/17"	"ICGR"	"--"	"--"	"--"	"--"	"5/22"	"--"	"--"	"100.0"	"--"	"--"	"51"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"100.0"	"--"	"--"	"--"	"野生"	"Aegilops ovata L.(卵穗山羊草)"	"--"	"Gramineae(禾本科)"	"--"	"北京"	"RM000012"	"--"	"冬"	"I1b00162"	"--"	"--"	"6/14"	"--"	"MR"	
"707"	"--"	"美国"	"Aegilops L.(山羊草属)"	"京Y79"	"--"	"--"	"1980.8"	"国外"	"4.0"	"--"	"S"	"--"	"5/20"	"ICGR"	"--"	"--"	"--"	"--"	"5/26"	"100"	"--"	"--"	"--"	"100"	"50"	"--"	"--"	"S"	"0"	"100"	"3"	"--"	"100"	"--"	"--"	"--"	"S"	"--"	"野生"	"Aegilops ovata L.(卵穗山羊草)"	"100"	"Gramineae(禾本科)"	"--"	"北京"	"RM000013"	"--"	"冬"	"--"	"--"	"--"	"6/20"	"100"	"--"	
"708"	"--"	"美国"	"Aegilops L.(山羊草属)"	"京Ae25"	"--"	"--"	"1981.8"	"国外"	"4.0"	"--"	"--"	"--"	"5/17"	"ICGR"	"--"	"--"	"--"	"--"	"5/19"	"--"	"--"	"--"	"--"	"--"	"40"	"--"	"H80-216-4"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"野生"	"Aegilops ovata L.(卵穗山羊草)"	"--"	"Gramineae(禾本科)"	"--"	"北京"	"RM000014"	"--"	"冬"	"--"	"--"	"--"	"6/15"	"--"	"--"	
"709"	"--"	"东德"	"Aegilops L.(山羊草属)"	"京Y43"	"--"	"--"	"1983.10"	"国外"	"3.5"	"--"	"--"	"--"	"5/17"	"ICGR"	"--"	"--"	"--"	"--"	"5/22"	"--"	"--"	"--"	"--"	"--"	"21"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"野生"	"Aegilops ovata L.(卵穗山羊草)"	"--"	"Gramineae(禾本科)"	"--"	"北京"	"RM000015"	"--"	"春(冬)"	"I1b00163"	"--"	"--"	"6/26"	"--"	"--"	
"710"	"--"	"东德"	"Aegilops L.(山羊草属)"	"京Y44"	"--"	"--"	"1983.10"	"国外"	"3.2"	"--"	"--"	"--"	"5/12"	"ICGR"	"--"	"--"	"--"	"--"	"5/19"	"--"	"--"	"--"	"--"	"--"	"50"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"野生"	"Aegilops ovata L.(卵穗山羊草)"	"--"	"Gramineae(禾本科)"	"--"	"北京"	"RM000016"	"--"	"冬(春)"	"I1b00164"	"--"	"--"	"6/16"	"--"	"--"	
"711"	"--"	"东德"	"Aegilops L.(山羊草属)"	"京Y100"	"--"	"--"	"1984.10"	"国外"	"3.0"	"--"	"MS"	"--"	"5/12"	"ICGR"	"--"	"--"	"--"	"--"	"5/17"	"--"	"--"	"--"	"--"	"--"	"62"	"--"	"AE6/78"	"MS"	"0"	"100"	"--"	"--"	"--"	"--"	"--"	"法国"	"S"	"--"	"野生"	"Aegilops ovata L.(卵穗山羊草)"	"--"	"Gramineae(禾本科)"	"--"	"北京"	"RM000017"	"--"	"冬"	"I1b00165"	"--"	"--"	"6/20"	"100"	"--"	
"712"	"--"	"东德"	"Aegilops L.(山羊草属)"	"京Y101"	"--"	"--"	"1984.10"	"国外"	"2.2"	"--"	"MS"	"--"	"5/12"	"ICGR"	"--"	"--"	"--"	"--"	"5/17"	"100"	"--"	"--"	"--"	"100"	"60"	"--"	"AE489/81"	"MR"	"0"	"100"	"3"	"--"	"100"	"--"	"--"	"意大利"	"S"	"--"	"野生"	"Aegilops ovata L.(卵穗山羊草)"	"100"	"Gramineae(禾本科)"	"--"	"北京"	"RM000018"	"--"	"冬"	"I1b00166"	"--"	"--"	"6/24"	"100"	"--"	
"713"	"--"	"东德"	"Aegilops L.(山羊草属)"	"京Y102"	"--"	"--"	"1984.10"	"国外"	"3.0"	"--"	"MR"	"--"	"5/17"	"ICGR"	"--"	"--"	"--"	"--"	"5/21"	"--"	"--"	"--"	"--"	"--"	"39"	"--"	"AE600/81"	"R"	"0"	"100"	"4"	"--"	"--"	"--"	"--"	"法国"	"0"	"--"	"野生"	"Aegilops ovata L.(卵穗山羊草)"	"--"	"Gramineae(禾本科)"	"--"	"北京"	"RM000019"	"--"	"冬"	"I1b00167"	"--"	"--"	"6/26"	"100"	"--"	
"714"	"--"	"东德"	"Aegilops L.(山羊草属)"	"京Y103"	"--"	"--"	"1984.10"	"国外"	"5.0"	"--"	"--"	"--"	"6/24"	"ICGR"	"--"	"--"	"--"	"--"	"6/29"	"--"	"--"	"--"	"--"	"--"	"51"	"--"	"AE598/80"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"法国"	"--"	"--"	"野生"	"Aegilops ovata L.(卵穗山羊草)"	"--"	"Gramineae(禾本科)"	"--"	"青海"	"RM000020"	"--"	"春"	"I1b00168"	"--"	"--"	"9/8"	"--"	"--"	
"715"	"--"	"东德"	"Aegilops L.(山羊草属)"	"京Y104"	"--"	"--"	"1984.10"	"国外"	"3.3"	"5.0"	"--"	"S"	"5/10"	"ICGR"	"--"	"--"	"--"	"--"	"5/17"	"--"	"--"	"100.0"	"--"	"--"	"41"	"--"	"AE395/78"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"100.0"	"意大利"	"--"	"--"	"野生"	"Aegilops ovata L.(卵穗山羊草)"	"--"	"Gramineae(禾本科)"	"--"	"北京"	"RM000021"	"--"	"冬"	"I1b00169"	"--"	"--"	"6/22"	"--"	"--"	
"716"	"--"	"东德"	"Aegilops L.(山羊草属)"	"京Y105"	"--"	"--"	"1984.10"	"国外"	"4.0"	"--"	"--"	"--"	"5/21"	"ICGR"	"--"	"--"	"--"	"--"	"5/27"	"--"	"--"	"--"	"--"	"--"	"49"	"--"	"AE393/78"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"法国"	"--"	"--"	"野生"	"Aegilops ovata L.(卵穗山羊草)"	"--"	"Gramineae(禾本科)"	"--"	"北京"	"RM000022"	"--"	"冬"	"I1b00170"	"--"	"--"	"6/22"	"--"	"--"	
"717"	"--"	"东德"	"Aegilops L.(山羊草属)"	"京Y106"	"--"	"--"	"1984.10"	"国外"	"4.0"	"--"	"--"	"--"	"5/17"	"ICGR"	"--"	"--"	"--"	"--"	"5/24"	"--"	"--"	"--"	"--"	"--"	"50"	"--"	"AE361/78"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"意大利"	"--"	"--"	"野生"	"Aegilops ovata L.(卵穗山羊草)"	"--"	"Gramineae(禾本科)"	"--"	"北京"	"RM000023"	"--"	"冬"	"--"	"--"	"--"	"6/20"	"--"	"--"	
"718"	"--"	"东德"	"Aegilops L.(山羊草属)"	"京Y107"	"--"	"--"	"1984.10"	"国外"	"3.5"	"5.0"	"--"	"S"	"5/15"	"ICGR"	"--"	"--"	"--"	"--"	"5/21"	"--"	"--"	"100.0"	"--"	"--"	"48"	"--"	"AE75/78"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"100.0"	"意大利"	"--"	"--"	"野生"	"Aegilops ovata L.(卵穗山羊草)"	"--"	"Gramineae(禾本科)"	"--"	"北京"	"RM000024"	"--"	"冬"	"I1b00577"	"--"	"--"	"6/22"	"--"	"R"	
"719"	"--"	"东德"	"Aegilops L.(山羊草属)"	"京Y108"	"--"	"--"	"1984.10"	"国外"	"2.5"	"--"	"R"	"--"	"5/17"	"ICGR"	"--"	"--"	"--"	"--"	"5/23"	"--"	"--"	"--"	"--"	"--"	"51"	"--"	"AE300/78"	"MS"	"0"	"--"	"4"	"--"	"--"	"--"	"--"	"法国 ?"	"MS"	"--"	"野生"	"Aegilops ovata L.(卵穗山羊草)"	"--"	"Gramineae(禾本科)"	"--"	"北京"	"RM000025"	"--"	"冬"	"I1b00171"	"--"	"--"	"6/26"	"--"	"--"	
"720"	"--"	"东德"	"Aegilops L.(山羊草属)"	"京Y109"	"--"	"--"	"1984.10"	"国外"	"2.8"	"5.0"	"--"	"S"	"5/17"	"ICGR"	"--"	"--"	"--"	"2"	"5/23"	"--"	"--"	"100.0"	"--"	"--"	"45"	"--"	"AE42/78"	"--"	"3"	"--"	"--"	"--"	"--"	"--"	"100.0"	"法国"	"--"	"--"	"野生"	"Aegilops ovata L.(卵穗山羊草)"	"--"	"Gramineae(禾本科)"	"--"	"北京"	"RM000026"	"--"	"冬"	"I1b00172"	"--"	"--"	"6/26"	"--"	"R"	
"721"	"--"	"东德"	"Aegilops L.(山羊草属)"	"京Y110"	"--"	"--"	"1984.10"	"国外"	"3.2"	"5.0"	"--"	"S"	"5/15"	"ICGR"	"--"	"--"	"--"	"1"	"5/21"	"--"	"--"	"100.0"	"--"	"--"	"56"	"--"	"AE76/78"	"--"	"1"	"--"	"7"	"--"	"--"	"--"	"100.0"	"法国"	"--"	"--"	"野生"	"Aegilops ovata L.(卵穗山羊草)"	"--"	"Gramineae(禾本科)"	"--"	"北京"	"RM000027"	"--"	"冬"	"I1b00173"	"--"	"--"	"6/26"	"--"	"MR"	
"722"	"--"	"东德"	"Aegilops L.(山羊草属)"	"京Y111"	"--"	"--"	"1984.10"	"国外"	"3.2"	"--"	"MS"	"--"	"5/15"	"ICGR"	"--"	"--"	"--"	"--"	"5/22"	"--"	"--"	"--"	"--"	"--"	"51"	"--"	"AE171/78"	"R"	"0"	"100"	"3"	"--"	"--"	"--"	"--"	"法国"	"S"	"--"	"野生"	"Aegilops ovata L.(卵穗山羊草)"	"--"	"Gramineae(禾本科)"	"--"	"北京"	"RM000028"	"--"	"冬"	"I1b00174"	"--"	"--"	"7/6"	"100"	"--"	
"723"	"--"	"东德"	"Aegilops L.(山羊草属)"	"京Ae60"	"--"	"--"	"1979.7"	"国外"	"4.5"	"--"	"--"	"--"	"5/19"	"ICGR"	"--"	"--"	"--"	"--"	"5/24"	"--"	"--"	"--"	"--"	"--"	"40"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"野生"	"Aegilops triaristata WILLD.(三芒山羊草)"	"--"	"Gramineae(禾本科)"	"--"	"北京"	"RM000029"	"--"	"冬(春)"	"I1b00175"	"--"	"--"	"6/25"	"--"	"--"	
"724"	"--"	"东德"	"Aegilops L.(山羊草属)"	"京Ae58"	"--"	"--"	"1981.6"	"国外"	"4.0"	"--"	"--"	"--"	"5/16"	"ICGR"	"--"	"--"	"--"	"--"	"5/20"	"--"	"--"	"--"	"--"	"--"	"45"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"野生"	"Aegilops triaristata WILLD.(三芒山羊草)"	"--"	"Gramineae(禾本科)"	"--"	"北京"	"RM000030"	"--"	"半冬"	"I1b00578"	"--"	"--"	"6/22"	"--"	"--"	
"725"	"--"	"美国"	"Aegilops L.(山羊草属)"	"京Ae59"	"--"	"--"	"1981.8"	"国外"	"4.5"	"5.0"	"--"	"S"	"5/14"	"ICGR"	"--"	"--"	"--"	"--"	"5/18"	"--"	"--"	"100.0"	"--"	"--"	"40"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"100.0"	"--"	"--"	"--"	"野生"	"Aegilops triaristata WILLD.(三芒山羊草)"	"--"	"Gramineae(禾本科)"	"--"	"北京"	"RM000031"	"--"	"冬(春)"	"I1b00176"	"--"	"--"	"5/5"	"--"	"--"	
"726"	"--"	"日本"	"Aegilops L.(山羊草属)"	"京Y83"	"--"	"--"	"1982.9"	"国外"	"3.5"	"--"	"--"	"--"	"5/30"	"ICGR"	"--"	"--"	"--"	"--"	"6/4"	"--"	"--"	"--"	"--"	"--"	"37"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"野生"	"Aegilops triaristata WILLD.(三芒山羊草)"	"--"	"Gramineae(禾本科)"	"--"	"北京"	"RM000032"	"--"	"春(冬)"	"I1b00177"	"--"	"--"	"7/2"	"--"	"--"	
"727"	"--"	"日本"	"Aegilops L.(山羊草属)"	"京Y84"	"--"	"--"	"1982.9"	"国外"	"3.5"	"--"	"--"	"--"	"5/15"	"ICGR"	"--"	"--"	"--"	"--"	"5/18"	"--"	"--"	"--"	"--"	"--"	"37"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"野生"	"Aegilops triaristata WILLD.(三芒山羊草)"	"--"	"Gramineae(禾本科)"	"--"	"北京"	"RM000033"	"--"	"春(冬)"	"I1b00178"	"--"	"--"	"7/4"	"--"	"--"	
"728"	"--"	"日本"	"Aegilops L.(山羊草属)"	"京Y27"	"--"	"--"	"1983.10"	"国外"	"3.5"	"5.0"	"--"	"S"	"6/13"	"ICGR"	"--"	"--"	"--"	"--"	"6/18"	"--"	"--"	"100.0"	"--"	"--"	"36"	"--"	"--"	"--"	"--"	"--"	"7"	"--"	"--"	"--"	"100.0"	"--"	"--"	"--"	"野生"	"Aegilops triaristata WILLD.(三芒山羊草)"	"--"	"Gramineae(禾本科)"	"--"	"北京"	"RM000034"	"--"	"春(冬)"	"I1b00179"	"--"	"--"	"7/23"	"--"	"--"	
"729"	"--"	"东德"	"Aegilops L.(山羊草属)"	"京Y28"	"--"	"--"	"1983.10"	"国外"	"4.5"	"5.0"	"--"	"S"	"6/15"	"ICGR"	"--"	"--"	"--"	"1"	"6/19"	"--"	"--"	"100.0"	"--"	"--"	"35"	"--"	"--"	"--"	"2"	"--"	"--"	"--"	"--"	"--"	"100.0"	"--"	"--"	"--"	"野生"	"Aegilops triaristata WILLD.(三芒山羊草)"	"--"	"Gramineae(禾本科)"	"--"	"北京"	"RM000035"	"--"	"春(冬)"	"I1b00180"	"--"	"--"	"7/25"	"--"	"MS"	
"730"	"--"	"法国"	"Aegilops L.(山羊草属)"	"京Y29"	"--"	"--"	"1983.10"	"国外"	"3.8"	"--"	"MR"	"--"	"5/19"	"ICGR"	"--"	"--"	"--"	"--"	"5/24"	"100"	"--"	"--"	"--"	"--"	"62"	"--"	"--"	"R"	"0"	"100"	"3"	"--"	"--"	"--"	"--"	"--"	"S"	"--"	"野生"	"Aegilops triaristata WILLD.(三芒山羊草)"	"100"	"Gramineae(禾本科)"	"--"	"北京"	"RM000036"	"--"	"冬"	"I1b00181"	"--"	"--"	"6/24"	"100"	"--"	
"731"	"--"	"东德"	"Aegilops L.(山羊草属)"	"京Ae28"	"--"	"--"	"1979.9"	"国外"	"3.4"	"5.0"	"--"	"S"	"5/23"	"ICGR"	"--"	"--"	"--"	"--"	"5/26"	"--"	"--"	"100.0"	"--"	"--"	"54"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"100.0"	"--"	"--"	"--"	"野生"	"Aegilops recta ZHUK.(直山羊草)"	"--"	"Gramineae(禾本科)"	"--"	"北京"	"RM000037"	"--"	"冬"	"I1b00182"	"--"	"--"	"6/24"	"--"	"MS"	
"732"	"--"	"东德"	"Aegilops L.(山羊草属)"	"京Ae26"	"--"	"--"	"1981.6"	"国外"	"2.5"	"--"	"--"	"--"	"5/19"	"ICGR"	"--"	"--"	"--"	"--"	"5/25"	"--"	"--"	"--"	"--"	"--"	"47"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"野生"	"Aegilops recta ZHUK.(直山羊草)"	"--"	"Gramineae(禾本科)"	"--"	"北京"	"RM000038"	"--"	"冬"	"I1b00183"	"--"	"--"	"6/24"	"--"	"--"	
"733"	"--"	"日本"	"Aegilops L.(山羊草属)"	"京Ae27"	"--"	"--"	"1981.6"	"国外"	"3.1"	"--"	"--"	"--"	"5/13"	"ICGR"	"--"	"--"	"--"	"--"	"5/21"	"--"	"--"	"--"	"--"	"--"	"48"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"野生"	"Aegilops recta ZHUK.(直山羊草)"	"--"	"Gramineae(禾本科)"	"--"	"北京"	"RM000039"	"--"	"冬"	"I1b00184"	"--"	"--"	"6/24"	"--"	"--"	
"734"	"--"	"日本"	"Aegilops L.(山羊草属)"	"京Y55"	"--"	"--"	"1983.10"	"国外"	"3.5"	"--"	"--"	"--"	"5/20"	"ICGR"	"--"	"--"	"--"	"--"	"5/26"	"--"	"--"	"--"	"--"	"--"	"52"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"野生"	"Aegilops recta ZHUK.(直山羊草)"	"--"	"Gramineae(禾本科)"	"--"	"北京"	"RM000040"	"--"	"冬"	"I1b00185"	"--"	"--"	"6/30"	"--"	"--"	
