"id"	"品种名称"	"叶形"	"叶色"	"种质库编号"	"叶缘"	"属名"	"繁种单位"	"单产"	"学名"	"耐旱性"	"叶柄宽"	"株幅"	"叶柄长"	"叶宽"	"叶裂刻"	"耐寒性"	"叶柄色"	"译名"	"单株重"	"备注"	"统一编号"	"抗逆性"	"抗虫性"	"种子千粒重"	"单位编号"	"播种期"	"科名"	"纤维含量"	"株型"	"熟性"	"叶长"	"叶面刺毛"	"叶面"	"耐热性"	"收获期"	"叶柄厚"	"定植期"	"省"	"品种来源"	"贮藏性"	"用途"	"耐涝性"	"株高"	"抗病性"	"栽培时期"	"品质"	"生长期"
"126"	"四月慢"	"卵圆"	"浅绿"	"Ⅱ2B0492"	"--"	"Brassica(芸薹属)"	"浙江农科院园艺所"	"2750"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"5.0"	"--"	"12.0"	"--"	"--"	"--"	"绿白"	"SI YUE MAN"	"350"	"--"	"V02B0572"	"中"	"--"	"--"	"04036"	"--"	"Cruciferae(十字花科)"	"--"	"直立"	"--"	"--"	"--"	"平滑"	"--"	"--"	"0.8"	"--"	"浙江"	"浙江杭州市"	"--"	"熟食"	"--"	"25.0"	"中"	"11上-次年4上"	"--"	"85"
"127"	"克叶白菜"	"椭圆"	"深绿"	"Ⅱ2B0503"	"--"	"Brassica(芸薹属)"	"浙江农科院园艺所"	"1250"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"0.9"	"--"	"12.0"	"--"	"--"	"--"	"绿白"	"KE YE BAI CAI"	"125"	"引自福建"	"V02B0573"	"强"	"--"	"--"	"04039"	"--"	"Cruciferae(十字花科)"	"--"	"直立"	"--"	"--"	"--"	"平滑"	"--"	"--"	"0.8"	"--"	"浙江"	"浙江杭州市"	"--"	"熟食"	"--"	"22.0"	"强"	"(7上.8上)-(8中.9中)"	"--"	"33"
"128"	"台湾小白菜"	"椭圆"	"绿"	"Ⅱ2B0246"	"--"	"Brassica(芸薹属)"	"中国农科院蔬菜所"	"875"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"--"	"--"	"14.5"	"--"	"--"	"--"	"浅绿"	"TAI WAN XIAO BAI CAI"	"106"	"--"	"V02B0611"	"较差"	"--"	"--"	"E-01"	"--"	"Cruciferae(十字花科)"	"--"	"直立"	"--"	"--"	"--"	"平滑"	"--"	"--"	"--"	"--"	"台湾"	"中蔬引自台湾"	"--"	"熟食"	"--"	"19.5"	"较差"	"四季栽培"	"--"	"50"
"129"	"葵扇小白菜"	"卵圆"	"黄绿"	"Ⅱ2B0283"	"--"	"Brassica(芸薹属)"	"中国农科院蔬菜所"	"1250"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"--"	"--"	"15.5"	"--"	"--"	"--"	"绿白"	"KUI SHAN XIAO BAI CAI"	"120"	"--"	"V02B0612"	"中"	"--"	"--"	"E-02"	"--"	"Cruciferae(十字花科)"	"--"	"直立"	"--"	"--"	"--"	"平滑"	"--"	"--"	"--"	"--"	"香港"	"中蔬引自香港"	"--"	"熟食"	"--"	"27.0"	"中"	"四季栽培"	"--"	"45"
"130"	"江门小白菜"	"椭圆"	"绿"	"Ⅱ2B0282"	"--"	"Brassica(芸薹属)"	"中国农科院蔬菜所"	"1250"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"--"	"--"	"17.0"	"--"	"--"	"--"	"绿白"	"JIANG MEN XIAO BAI CAI"	"135"	"--"	"V02B0613"	"中"	"--"	"--"	"E-03"	"--"	"Cruciferae(十字花科)"	"--"	"直立"	"--"	"--"	"--"	"平滑"	"--"	"--"	"--"	"--"	"香港"	"中蔬引自香港"	"--"	"熟食"	"--"	"28.5"	"中"	"四季栽培"	"--"	"46"
"131"	"水白菜"	"椭圆"	"绿"	"Ⅱ2B0245"	"--"	"Brassica(芸薹属)"	"重庆市农科所"	"875"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"1.5"	"--"	"11.0"	"--"	"--"	"--"	"浅绿"	"SHUI BAI CAI"	"600"	"--"	"V02B0614"	"中"	"--"	"--"	"C2-005"	"--"	"Cruciferae(十字花科)"	"--"	"直立"	"--"	"--"	"--"	"平滑"	"--"	"--"	"0.4"	"--"	"四川"	"四川重庆市"	"--"	"熟食"	"--"	"57.5"	"中"	"9-12"	"--"	"50"
"132"	"黑白菜"	"椭圆"	"深绿"	"Ⅱ2B0646"	"全缘"	"Brassica(芸薹属)"	"成都市第一农科所"	"30000"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"中"	"5.8"	"--"	"17.7"	"--"	"无裂刻"	"--"	"白绿"	"HEI BAI CAI"	"425"	"--"	"V02B0615"	"--"	"--"	"2.00"	"C2-018"	"8"	"Cruciferae(十字花科)"	"--"	"直立"	"中"	"--"	"--"	"皱"	"中"	"11"	"0.9"	"9"	"四川"	"四川万源县"	"--"	"熟食"	"中"	"44.0"	"--"	"--"	"中"	"--"
"133"	"小松菜"	"长卵"	"绿"	"Ⅱ2B0668"	"全缘"	"Brassica(芸薹属)"	"中国农科院蔬菜所"	"22500"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"中"	"0.8"	"50x48"	"8.0"	"15.0"	"无裂刻"	"强"	"浅绿"	"XIAO SONG CAI"	"225"	"--"	"V02B0623"	"--"	"抗菜粉蝶,菜"	"2.60"	"E-06"	"8上"	"Cruciferae(十字花科)"	"中"	"半直立"	"早"	"29.0"	"多"	"多皱"	"强"	"9中"	"0.7"	"--"	"国外"	"中蔬引自日本"	"中"	"熟食"	"中"	"31.0"	"抗病毒病中"	"--"	"中"	"--"
"134"	"内乡黑油菜"	"卵圆"	"深绿"	"Ⅱ2B0711"	"波状"	"Brassica(芸薹属)"	"河南农科院园艺所"	"37500"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"中"	"1.9"	"25x30"	"21.0"	"10.0"	"无裂刻"	"强"	"浅绿"	"NEI XIANG HEI YOU CAI"	"250"	"--"	"V02B0632"	"--"	"--"	"--"	"1B0079"	"9下-10上"	"Cruciferae(十字花科)"	"中"	"半直立"	"中晚"	"17.5"	"无"	"平滑"	"弱"	"3下-4中"	"0.6"	"--"	"河南"	"河南内乡县"	"中"	"熟食"	"中"	"45.0"	"--"	"--"	"中"	"--"
"135"	"南召小白菜"	"卵圆"	"绿"	"Ⅱ2B0712"	"--"	"Brassica(芸薹属)"	"河南农科院园艺所"	"30000"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"中"	"3.5"	"27x27"	"22.0"	"16.5"	"--"	"弱"	"白"	"NAN ZHAO XIAO BAI CAI"	"--"	"--"	"V02B0633"	"--"	"--"	"--"	"1B0080"	"3下"	"Cruciferae(十字花科)"	"少"	"半直立"	"晚"	"29.0"	"中"	"皱"	"弱"	"6上"	"0.5"	"--"	"河南"	"河南南召县"	"强"	"熟食"	"弱"	"39.0"	"--"	"--"	"中"	"--"
"136"	"伊川鸭鞋菜"	"卵圆"	"深绿"	"Ⅱ2B0713"	"全缘"	"Brassica(芸薹属)"	"河南农科院园艺所"	"45000"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"弱"	"5.0"	"20x25"	"10.0"	"10.0"	"无裂刻"	"强"	"浅绿"	"YI CHUAN YA XIE CAI"	"150"	"--"	"V02B0634"	"--"	"--"	"--"	"1B0081"	"8中-3下"	"Cruciferae(十字花科)"	"少"	"半直立"	"中早"	"12.0"	"无"	"平滑"	"强"	"10上-5上"	"0.7"	"--"	"河南"	"河南伊川县"	"中"	"熟食"	"中"	"25.0"	"--"	"--"	"上"	"--"
"137"	"社旗绿油菜"	"卵圆"	"绿"	"Ⅱ2B0714"	"全缘"	"Brassica(芸薹属)"	"河南农科院园艺所"	"60000"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"弱"	"2.5"	"23x25"	"14.7"	"12.0"	"无裂刻"	"强"	"白绿"	"SHE QI LU YOU CAI"	"250"	"--"	"V02B0635"	"--"	"--"	"--"	"1B0082"	"8中-3下"	"Cruciferae(十字花科)"	"少"	"半直立"	"中早"	"18.0"	"无"	"平滑"	"中"	"10上-5下"	"0.6"	"--"	"河南"	"河南社旗县"	"差"	"熟食"	"弱"	"28.0"	"--"	"--"	"上"	"--"
"138"	"登封黑白菜"	"长卵"	"深绿"	"Ⅱ2B0758"	"波状"	"Brassica(芸薹属)"	"河南农科院园艺所"	"37500"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"中"	"1.8"	"25x25"	"14.0"	"10.0"	"无裂刻"	"强"	"浅绿"	"DENG FENG HEI BAI CAI"	"--"	"--"	"V02B0636"	"--"	"--"	"--"	"1B0083"	"9下-10上"	"Cruciferae(十字花科)"	"多"	"半直立"	"中晚"	"17.0"	"中"	"微皱"	"弱"	"3下-4中"	"0.4"	"--"	"河南"	"河南登封县"	"中"	"熟食"	"弱"	"27.0"	"中"	"--"	"中"	"--"
"139"	"伊川黑杆菜"	"卵圆"	"绿"	"Ⅱ2B0752"	"锯齿"	"Brassica(芸薹属)"	"河南农科院园艺所"	"37500"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"弱"	"3.0"	"28x28"	"15.0"	"15.0"	"--"	"强"	"白绿"	"YI CHUAN HEI GAN CAI"	"--"	"--"	"V02B0677"	"--"	"--"	"--"	"1B0130"	"9下-10中"	"Cruciferae(十字花科)"	"中"	"半直立"	"晚"	"32.0"	"中"	"皱"	"中"	"4"	"0.5"	"--"	"河南"	"河南伊川县"	"中"	"熟食"	"中"	"40.0"	"--"	"--"	"下"	"--"
"140"	"新野绿油菜"	"卵圆"	"绿"	"Ⅱ2B0753"	"全缘"	"Brassica(芸薹属)"	"河南农科院园艺所"	"60000"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"中"	"1.9"	"23x25"	"15.5"	"9.7"	"无裂刻"	"强"	"白绿"	"XIN YE LU YOU CAI"	"175"	"--"	"V02B0678"	"--"	"--"	"--"	"1B0132"	"9上-3下"	"Cruciferae(十字花科)"	"少"	"半直立"	"--"	"17.5"	"无"	"平滑"	"强"	"11上-3下"	"0.5"	"--"	"河南"	"河南新野县"	"中"	"熟食"	"弱"	"30.7"	"--"	"--"	"上"	"--"
"141"	"二混黑油菜"	"椭圆"	"黑绿"	"Ⅱ2B0675"	"波状"	"Brassica(芸薹属)"	"宁夏农林院蔬菜室"	"22500"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"强"	"2.2"	"38X32"	"12.0"	"4.0"	"无裂刻"	"强"	"白绿"	"ER HUN HEI YOU CAI"	"250"	"--"	"V02B0679"	"--"	"抗蚜虫中"	"2.50"	"ⅢB92-1"	"3中下"	"Cruciferae(十字花科)"	"多"	"半直立"	"中晚"	"18.0"	"多"	"多皱"	"中"	"5中下"	"0.3"	"5上"	"宁夏"	"宁夏银川市"	"中"	"--"	"强"	"27.0"	"抗软腐病强"	"--"	"中"	"--"
"142"	"白帮油菜"	"卵圆"	"绿"	"Ⅱ2B0655"	"全缘"	"Brassica(芸薹属)"	"内蒙农科院蔬菜所"	"26000"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"中"	"2.5"	"28X35"	"20.0"	"12.0"	"无裂刻"	"中"	"白"	"BAI BANG YOU CAI"	"350"	"--"	"V02B0680"	"--"	"中"	"1.00"	"内2B002"	"4上-4下"	"Cruciferae(十字花科)"	"少"	"半开展"	"早"	"33.0"	"无"	"平滑"	"中"	"5中-6上"	"0.6"	"5上-5下"	"内蒙"	"内蒙赤峰市"	"中"	"熟食"	"中"	"35.0"	"中"	"--"	"中"	"--"
"143"	"高杆白"	"长椭圆"	"浅绿"	"Ⅱ2B0688"	"全缘"	"Brassica(芸薹属)"	"安徽农科院园艺所"	"5000"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"强"	"0.9"	"18x20"	"21.0"	"6.8"	"无裂刻"	"弱"	"白"	"GAO GAN BAI"	"70"	"--"	"V02B0681"	"--"	"--"	"1.70"	"Bc88(91)"	"8下"	"Cruciferae(十字花科)"	"多"	"直立"	"中早"	"12.1"	"无"	"平滑"	"强"	"10下"	"0.6"	"9上"	"安徽"	"安徽芜湖县"	"强"	"熟食"	"中"	"70.0"	"--"	"--"	"上"	"--"
"144"	"古田前村白菜"	"卵圆"	"黄绿"	"Ⅱ2B0600"	"波状"	"Brassica(芸薹属)"	"福州市蔬菜科研所"	"35000"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"2.0"	"38x22"	"8.0"	"14.0"	"无裂刻"	"弱"	"白"	"GU TIAN QIAN CUN BAI CAI"	"150"	"--"	"V02B0685"	"--"	"中"	"--"	"90-P-26"	"8上"	"Cruciferae(十字花科)"	"中"	"半开展"	"中"	"38.0"	"无"	"平滑"	"中"	"9中-12下"	"0.2"	"8中-10中"	"福建"	"宁德古田前村"	"差"	"--"	"中"	"25.0"	"抗霜霉病中"	"--"	"中"	"--"
"145"	"沙县芥兰型油菜"	"椭圆"	"深绿"	"Ⅱ2B0601"	"波状"	"Brassica(芸薹属)"	"福州市蔬菜科研所"	"35000"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"强"	"0.8"	"30x25"	"7.0"	"13.0"	"无裂刻"	"中"	"浅绿"	"SHA XIAN JIE LAN XING YOU CAI"	"160"	"--"	"V02B0686"	"--"	"抗虫害强"	"--"	"90-P-40"	"8中-11上"	"Cruciferae(十字花科)"	"中"	"半开展"	"中晚"	"32.0"	"--"	"平滑"	"强"	"10上-1上"	"0.5"	"9上-11下"	"福建"	"宁德沙县"	"强"	"熟食"	"中"	"24.0"	"抗霜霉病强"	"--"	"--"	"--"
"146"	"本地白菜"	"近圆"	"绿"	"Ⅱ2B0672"	"波状"	"Brassica(芸薹属)"	"重庆市农科所"	"--"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"3.0"	"48x46"	"1.0"	"19.0"	"无裂刻"	"--"	"白"	"BEN DI BAI CAI"	"500"	"--"	"V02B0687"	"--"	"--"	"2.60"	"85C2-001"	"8-9"	"Cruciferae(十字花科)"	"--"	"半直立"	"--"	"32.0"	"无"	"微皱"	"--"	"10-11"	"0.3"	"9-10"	"四川"	"四川平武县"	"--"	"--"	"--"	"33.0"	"--"	"--"	"--"	"--"
"147"	"小白菜"	"长倒卵"	"深绿"	"Ⅱ2B0673"	"波状"	"Brassica(芸薹属)"	"重庆市农科所"	"--"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"3.5"	"55x44"	"5.0"	"20.0"	"浅裂"	"--"	"白"	"XIAO BAI CAI"	"600"	"--"	"V02B0688"	"--"	"--"	"2.40"	"85C2-002"	"8-9"	"Cruciferae(十字花科)"	"--"	"半开展"	"--"	"50.0"	"无"	"微皱"	"--"	"10-11"	"0.8"	"9-10"	"四川"	"四川南坪县"	"--"	"--"	"--"	"33.0"	"--"	"--"	"--"	"--"
"148"	"宽片白菜"	"倒卵"	"深绿"	"Ⅱ2B0674"	"波状"	"Brassica(芸薹属)"	"重庆市农科所"	"--"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"3.5"	"56x50"	"1.0"	"18.0"	"浅裂"	"--"	"白"	"KUAN PIAN BAI CAI"	"800"	"--"	"V02B0689"	"--"	"--"	"2.10"	"85C2-003"	"8-9"	"Cruciferae(十字花科)"	"--"	"--"	"--"	"50.0"	"少"	"--"	"--"	"10-11"	"0.6"	"9-10"	"四川"	"四川平武县"	"--"	"--"	"--"	"40.0"	"--"	"--"	"--"	"--"
"149"	"青瓢儿白"	"卵圆"	"深绿"	"Ⅱ2B0678"	"全缘"	"Brassica(芸薹属)"	"重庆市农科所"	"2000"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"5.0"	"20x31"	"8.0"	"11.0"	"无裂刻"	"强"	"浅绿"	"QING PIAO ER BAI"	"450"	"--"	"V02B0694"	"--"	"强"	"2.50"	"85C2-006"	"7"	"Cruciferae(十字花科)"	"少"	"直立"	"中"	"30.0"	"无"	"平滑"	"--"	"9-10"	"0.5"	"8"	"四川"	"四川梁平县"	"--"	"熟食"	"强"	"35.0"	"抗霜霉病强"	"--"	"上"	"--"
"150"	"油菜"	"倒卵"	"绿"	"Ⅱ2B0935"	"全缘"	"Brassica(芸薹属)"	"华中农业大学"	"30000"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"--"	"20x23"	"11.0"	"7.0"	"无裂刻"	"--"	"--"	"YOU CAI"	"--"	"--"	"V02B0695"	"--"	"--"	"1.60"	"Ⅲ0201001"	"8-10"	"Cruciferae(十字花科)"	"中"	"直立"	"中"	"23.0"	"少"	"微皱"	"--"	"10-3"	"--"	"--"	"湖北"	"湖北房县"	"--"	"熟食"	"--"	"27.0"	"--"	"--"	"中"	"--"
"151"	"瓢儿菜"	"近圆"	"绿"	"Ⅱ2B0936"	"全缘"	"Brassica(芸薹属)"	"华中农业大学"	"32500"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"--"	"20x20"	"18.0"	"8.0"	"无裂刻"	"--"	"白"	"PIAO ER CAI"	"--"	"--"	"V02B0696"	"--"	"--"	"1.50"	"Ⅲ0201012"	"8-10"	"Cruciferae(十字花科)"	"中"	"直立"	"中晚"	"28.0"	"无"	"平滑"	"--"	"10-3"	"--"	"--"	"湖北"	"湖北竹溪县"	"--"	"熟食"	"--"	"40.0"	"--"	"--"	"中"	"--"
"152"	"瓢儿菜"	"倒卵"	"深绿"	"Ⅱ2B0937"	"波状"	"Brassica(芸薹属)"	"华中农业大学"	"30000"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"--"	"25x25"	"11.0"	"7.0"	"无裂刻"	"--"	"白绿"	"PIAO ER CAI"	"--"	"--"	"V02B0697"	"--"	"--"	"1.55"	"Ⅲ0201012-1"	"8-10"	"Cruciferae(十字花科)"	"中"	"束腰"	"--"	"25.0"	"无"	"平滑"	"--"	"10-3"	"--"	"--"	"湖北"	"湖北竹溪县"	"--"	"熟食"	"--"	"35.0"	"--"	"--"	"中"	"--"
"153"	"小白菜"	"倒卵"	"绿"	"Ⅱ2B0938"	"波状"	"Brassica(芸薹属)"	"华中农业大学"	"40000"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"--"	"30x28"	"12.0"	"9.0"	"浅裂"	"--"	"--"	"XIAO BAI CAI"	"--"	"--"	"V02B0698"	"--"	"强"	"1.75"	"Ⅲ0201013"	"8-10"	"Cruciferae(十字花科)"	"多"	"直立"	"中"	"26.0"	"少"	"平滑"	"--"	"10-3"	"--"	"--"	"湖北"	"湖北竹溪县"	"--"	"熟食"	"--"	"32.0"	"--"	"--"	"下"	"--"
"154"	"小白菜"	"卵圆"	"绿"	"Ⅱ2B0765"	"全缘"	"Brassica(芸薹属)"	"华中农业大学"	"22500"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"--"	"20x24"	"--"	"15.0"	"--"	"中"	"白绿"	"XIAO BAI CAI"	"--"	"--"	"V02B0874"	"--"	"--"	"3.40"	"Ⅲ0201010"	"8-9"	"Cruciferae(十字花科)"	"中"	"半开展"	"中"	"25.0"	"少"	"微皱"	"--"	"11-3"	"--"	"9-12"	"湖北"	"湖北竹溪县"	"--"	"熟食"	"--"	"25.0"	"--"	"--"	"中"	"--"
"155"	"东溪小白菜"	"扇形"	"深绿"	"Ⅱ2B0906"	"波状"	"Brassica(芸薹属)"	"华中农业大学"	"--"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"弱"	"0.7"	"21x25"	"6.0"	"8.3"	"浅裂"	"中"	"白绿"	"DONG XI XIAO BAI CAI"	"65"	"--"	"V02B0875"	"--"	"中"	"--"	"Ⅲ0201048"	"8-10"	"Cruciferae(十字花科)"	"--"	"半直立"	"中"	"19.0"	"无"	"微皱"	"弱"	"10-3"	"0.5"	"--"	"湖北"	"湖北神农架林区"	"差"	"熟食"	"弱"	"18.4"	"中"	"--"	"--"	"--"
"156"	"东溪小白菜"	"长卵"	"深绿"	"Ⅱ2B0907"	"波状"	"Brassica(芸薹属)"	"华中农业大学"	"--"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"中"	"1.4"	"25x21"	"6.0"	"12.0"	"浅裂"	"强"	"绿"	"DONG XI XIAO BAI CAI"	"75"	"--"	"V02B0876"	"--"	"中"	"--"	"Ⅲ0201048-1"	"8-10"	"Cruciferae(十字花科)"	"--"	"直立"	"中早"	"16.0"	"少"	"微皱"	"弱"	"10-3"	"0.7"	"--"	"湖北"	"湖北神农架林区"	"中"	"熟食"	"中"	"18.0"	"中"	"--"	"上"	"--"
"157"	"下谷小白菜"	"--"	"浅绿"	"Ⅱ2B0908"	"波状"	"Brassica(芸薹属)"	"华中农业大学"	"--"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"弱"	"2.2"	"38x35"	"12.0"	"12.0"	"无裂刻"	"中"	"白"	"XIA GU XIAO BAI CAI"	"113"	"--"	"V02B0877"	"--"	"中"	"--"	"Ⅲ0201050"	"8-10"	"Cruciferae(十字花科)"	"中"	"半开展"	"中早"	"31.5"	"少"	"平滑"	"中"	"10-3"	"0.3"	"--"	"湖北"	"湖北神农架林区"	"差"	"熟食"	"弱"	"31.5"	"中"	"--"	"中"	"--"
"158"	"下谷小白菜"	"扇形"	"墨绿"	"Ⅱ2B0909"	"波状"	"Brassica(芸薹属)"	"华中农业大学"	"--"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"中"	"2.4"	"35x36"	"14.0"	"12.0"	"无裂刻"	"强"	"绿"	"XIA GU XIAO BAI CAI"	"150"	"--"	"V02B0878"	"--"	"中"	"2.90"	"Ⅲ0201050-1"	"8-10"	"Cruciferae(十字花科)"	"--"	"直立"	"中早"	"30.6"	"中"	"平滑"	"弱"	"10-3"	"0.3"	"--"	"湖北"	"湖北神农架林区"	"中"	"熟食"	"中"	"29.0"	"中"	"--"	"上"	"--"
"159"	"温州反光白"	"近圆"	"黄绿"	"Ⅱ2B0766"	"全缘"	"Brassica(芸薹属)"	"浙江农科院园艺所"	"30000"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"弱"	"4.0"	"21x21"	"11.0"	"12.0"	"无裂刻"	"中"	"白"	"WEN ZHOU FAN GUANG BAI"	"60"	"--"	"V02B0907"	"--"	"中"	"--"	"04070"	"4上-9下"	"Cruciferae(十字花科)"	"中"	"直立"	"早"	"20.0"	"无"	"平滑"	"强"	"5中-11上"	"0.5"	"--"	"浙江"	"浙江温州市"	"差"	"--"	"弱"	"43.0"	"强"	"--"	"中"	"--"
"160"	"余姚塌棵菜"	"卵圆"	"墨绿"	"Ⅱ2B0755"	"全缘"	"Brassica(芸薹属)"	"浙江农科院园艺所"	"31000"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"强"	"2.0"	"30x30"	"7.0"	"2.0"	"--"	"强"	"白绿"	"YU YAO TA KE CAI"	"300"	"--"	"V02B0908"	"--"	"强"	"--"	"04069"	"9上中"	"Cruciferae(十字花科)"	"少"	"塌地"	"中晚"	"15.0"	"--"	"多皱"	"弱"	"11中"	"0.3"	"9下-10上"	"浙江"	"浙江余姚市"	"中"	"熟食"	"弱"	"8.0"	"强"	"--"	"上"	"--"
"161"	"本地油菜"	"椭圆"	"浅绿"	"Ⅱ2B0692"	"全缘"	"Brassica(芸薹属)"	"华中农业大学"	"30000"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"弱"	"1.5"	"18x23"	"10.1"	"12.3"	"无裂刻"	"中"	"白绿"	"BEN DI YOU CAI"	"128"	"--"	"V02B0909"	"--"	"弱"	"2.63"	"Ⅲ0201005"	"9上-10下"	"Cruciferae(十字花科)"	"中"	"半开展"	"中"	"18.5"	"少"	"微皱"	"中"	"10-2"	"0.4"	"10上-11下"	"湖北"	"湖北房县"	"差"	"熟食"	"中"	"21.2"	"中"	"--"	"中"	"--"
"162"	"小白菜"	"倒卵"	"绿"	"Ⅱ2B0693"	"波状"	"Brassica(芸薹属)"	"华中农业大学"	"27500"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"中"	"2.9"	"55x38"	"13.0"	"15.0"	"无裂刻"	"中"	"绿"	"XIAO BAI CAI"	"284"	"--"	"V02B0909"	"--"	"中"	"3.40"	"Ⅲ0201021"	"8"	"Cruciferae(十字花科)"	"中"	"直立"	"中早"	"37.0"	"无"	"微皱"	"中"	"10"	"0.8"	"9"	"湖北"	"湖北神农架林区"	"中"	"熟食"	"中"	"47.0"	"中"	"--"	"中"	"--"
"163"	"小白菜"	"长卵"	"深绿"	"Ⅱ2B0694"	"全缘"	"Brassica(芸薹属)"	"华中农业大学"	"20000"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"中"	"1.6"	"70x60"	"8.0"	"20.0"	"深裂"	"中"	"白绿"	"XIAO BAI CAI"	"250"	"--"	"V02B0910"	"--"	"强"	"2.89"	"Ⅲ0201025"	"8下"	"Cruciferae(十字花科)"	"--"	"半直立"	"中早"	"40.0"	"中"	"平滑"	"中"	"11下"	"1.0"	"9中"	"湖北"	"湖北神农架林区"	"强"	"熟食"	"--"	"35.0"	"强"	"--"	"下"	"--"
"164"	"水田坝小白菜"	"近圆"	"绿"	"Ⅱ2B0702"	"锯齿"	"Brassica(芸薹属)"	"华中农业大学"	"21000"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"2.3"	"26x25"	"10.0"	"13.0"	"--"	"中"	"--"	"SHUI TIAN BA XIAO BAI CAI"	"--"	"--"	"V02B0919"	"--"	"--"	"2.50"	"Ⅲ0201067"	"10中"	"Cruciferae(十字花科)"	"中"	"直立"	"中早"	"14.0"	"无"	"平滑"	"--"	"12上"	"0.4"	"--"	"湖北"	"湖北兴山县"	"--"	"熟食"	"--"	"23.0"	"--"	"--"	"--"	"--"
"165"	"窝心白"	"近圆"	"墨绿"	"Ⅱ2B0703"	"全缘"	"Brassica(芸薹属)"	"华中农业大学"	"22500"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"1.2"	"23x20"	"9.0"	"12.0"	"无裂刻"	"强"	"浅绿"	"WO XIN BAI"	"--"	"--"	"V02B0920"	"--"	"--"	"2.80"	"Ⅲ0201236"	"10中"	"Cruciferae(十字花科)"	"--"	"直立"	"中早"	"13.0"	"无"	"平滑"	"--"	"12上"	"0.5"	"--"	"四川"	"四川巫山县"	"--"	"熟食"	"--"	"23.0"	"--"	"--"	"上"	"--"
"166"	"本地白菜"	"倒卵"	"浅绿"	"Ⅱ2B1017"	"波状"	"Brassica(芸薹属)"	"华中农业大学"	"--"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"中"	"3.0"	"28x35"	"5.0"	"7.8"	"浅裂"	"中"	"--"	"BEN DI BAI CAI"	"500"	"--"	"V02B0921"	"--"	"抗蚜虫中"	"2.10"	"Ⅲ0201020"	"11中"	"Cruciferae(十字花科)"	"--"	"直立"	"中"	"35.0"	"少"	"微皱"	"中"	"--"	"0.5"	"--"	"湖北"	"湖北神农架林区"	"差"	"--"	"弱"	"38.0"	"抗病毒病强"	"--"	"中"	"--"
"167"	"瓢儿菜"	"倒卵"	"深绿"	"Ⅱ2B1018"	"全缘"	"Brassica(芸薹属)"	"华中农业大学"	"--"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"强"	"2.0"	"35x40"	"4.0"	"13.0"	"无裂刻"	"强"	"白"	"PIAO ER CAI"	"85"	"--"	"V02B0922"	"--"	"抗蚜虫中"	"2.00"	"Ⅲ0201021"	"11中"	"Cruciferae(十字花科)"	"--"	"半开展"	"中"	"20.0"	"无"	"平滑"	"中"	"--"	"0.2"	"--"	"四川"	"四川奉节县"	"--"	"--"	"弱"	"28.0"	"抗病毒病强"	"--"	"下"	"--"
