"id"	"异亮氨酸"	"单位编号"	"样品类型"	"棱翅"	"花色"	"蛋氨酸"	"维生素PP"	"主茎节数"	"酪氨酸"	"硒"	"苯丙氨酸"	"籽粒形状"	"脂肪"	"译名"	"磷"	"色氨酸"	"千粒重"	"苏氨酸"	"属名"	"种子来源地"	"丝氨酸"	"赖氨酸"	"甘氨酸"	"谷壳率"	"天冬氨酸"	"生育日数"	"茎色"	"谷氨酸"	"省"	"类型"	"精氨酸"	"库编号"	"品种名称"	"倒伏性"	"主茎分枝数"	"株型"	"丙氨酸"	"学名"	"叶色"	"维生素E"	"腹沟"	"铁"	"脯氨酸"	"籽粒颜色"	"株高"	"组氨酸"	"保存单位"	"缬氨酸"	"锌"	"统一编号"	"铜"	"蛋白质"	"落粒性"	"胱氨酸"	"亮氨酸"	"钙"	"总和"	"单株粒重"	"锰"	"科名"
"252"	"0.43"	"051"	"地方"	"无"	"淡绿"	"0.17"	"2.84"	"14.5"	"0.34"	"0.020"	"0.56"	"长形"	"--"	"KU QIAO (TUO YUAN)"	"2475"	"0.10"	"20.3"	"0.44"	"Fagopyrum(荞麦属)"	"福贡县"	"0.62"	"0.65"	"0.68"	"--"	"1.09"	"96"	"绿"	"2.08"	"云南"	"苦荞"	"1.06"	"I1M00717"	"苦荞(椭园)"	"抗"	"7.5"	"--"	"0.48"	"Fagopyrum tataricum (L.) Gaertn(苦荞)"	"深绿"	"1.05"	"--"	"157.60"	"0.38"	"褐"	"134.7"	"0.28"	"云永胜农技中心"	"0.54"	"20.93"	"00001468"	"8.450"	"--"	"轻"	"0.28"	"0.75"	"492.4"	"10.93"	"4.10"	"10.110"	"Polygonum(蓼科)"
"253"	"0.46"	"052"	"地方"	"无"	"淡绿"	"0.17"	"1.04"	"14.5"	"0.36"	"0.006"	"0.62"	"宽"	"--"	"HONG XIAO KU QIAO"	"5090"	"0.16"	"18.4"	"0.48"	"Fagopyrum(荞麦属)"	"怒江"	"0.69"	"0.71"	"0.75"	"--"	"1.30"	"95"	"绿"	"2.45"	"云南"	"苦荞"	"1.27"	"I1M00144"	"红小苦荞"	"抗"	"9.5"	"--"	"0.55"	"Fagopyrum tataricum (L.) Gaertn(苦荞)"	"深绿"	"1.88"	"--"	"53.90"	"0.51"	"褐"	"163.0"	"0.32"	"云永胜农技中心"	"0.65"	"19.02"	"00001469"	"16.210"	"--"	"轻"	"0.20"	"0.81"	"151.5"	"12.46"	"1.50"	"14.300"	"Polygonum(蓼科)"
"254"	"0.39"	"053"	"地方"	"无"	"淡绿"	"0.15"	"0.60"	"13.3"	"0.31"	"0.014"	"0.54"	"长形"	"--"	"YUAN ZI QIAO"	"4665"	"0.15"	"21.4"	"0.42"	"Fagopyrum(荞麦属)"	"宾川县"	"0.58"	"0.64"	"0.64"	"--"	"1.11"	"93"	"淡红"	"2.04"	"云南"	"苦荞"	"1.05"	"I1M00145"	"园籽荞"	"抗"	"5.5"	"--"	"0.49"	"Fagopyrum tataricum (L.) Gaertn(苦荞)"	"深绿"	"1.25"	"--"	"43.00"	"0.45"	"灰"	"153.3"	"0.28"	"云永胜农技中心"	"0.56"	"17.00"	"00001470"	"22.040"	"--"	"轻"	"0.14"	"0.71"	"172.7"	"10.65"	"5.80"	"13.740"	"Polygonum(蓼科)"
"255"	"0.39"	"054"	"地方"	"无"	"淡绿"	"0.15"	"1.07"	"14.0"	"0.31"	"0.009"	"0.53"	"宽"	"--"	"HEI ZI QIAO"	"4608"	"0.15"	"22.8"	"0.41"	"Fagopyrum(荞麦属)"	"宾川县"	"0.57"	"0.62"	"0.64"	"--"	"1.09"	"91"	"绿"	"2.00"	"云南"	"苦荞"	"1.04"	"I1M00146"	"黑籽荞"	"抗"	"6.0"	"--"	"0.48"	"Fagopyrum tataricum (L.) Gaertn(苦荞)"	"深绿"	"1.26"	"--"	"44.50"	"0.45"	"棕"	"164.3"	"0.27"	"云永胜农技中心"	"0.57"	"17.02"	"00001471"	"16.350"	"--"	"轻"	"0.14"	"0.69"	"148.8"	"10.50"	"3.40"	"14.030"	"Polygonum(蓼科)"
"256"	"0.39"	"055"	"地方"	"无"	"淡绿"	"0.18"	"1.92"	"14.1"	"0.30"	"0.008"	"0.49"	"宽"	"--"	"YUAN ZI QIAO"	"4229"	"0.15"	"23.0"	"0.44"	"Fagopyrum(荞麦属)"	"宣威县"	"0.88"	"0.97"	"0.65"	"--"	"1.16"	"97"	"绿"	"2.27"	"云南"	"苦荞"	"1.14"	"I1M00147"	"园籽荞"	"抗"	"6.8"	"--"	"0.49"	"Fagopyrum tataricum (L.) Gaertn(苦荞)"	"深绿"	"1.61"	"--"	"66.00"	"0.44"	"灰"	"129.6"	"0.29"	"云永胜农技中心"	"0.62"	"17.05"	"00001472"	"19.860"	"--"	"轻"	"0.17"	"0.78"	"168.5"	"11.81"	"6.00"	"13.090"	"Polygonum(蓼科)"
"257"	"0.46"	"056"	"地方"	"无"	"淡绿"	"0.18"	"0.96"	"11.8"	"0.33"	"0.009"	"0.55"	"长形"	"--"	"BIAN ZI QIAO"	"4551"	"0.17"	"22.2"	"0.48"	"Fagopyrum(荞麦属)"	"宣威县"	"0.68"	"1.04"	"0.73"	"--"	"1.28"	"87"	"淡红"	"2.52"	"云南"	"苦荞"	"1.29"	"I1M00148"	"扁籽荞"	"抗"	"4.8"	"--"	"0.54"	"Fagopyrum tataricum (L.) Gaertn(苦荞)"	"深绿"	"1.50"	"--"	"49.30"	"0.49"	"灰"	"110.1"	"0.32"	"云永胜农技中心"	"0.68"	"19.62"	"00001473"	"13.590"	"--"	"轻"	"0.20"	"0.87"	"177.1"	"12.81"	"2.80"	"14.710"	"Polygonum(蓼科)"
"258"	"0.35"	"057"	"地方"	"无"	"淡绿"	"0.20"	"1.26"	"12.5"	"0.31"	"0.004"	"0.52"	"长形"	"--"	"KU QIAO"	"4958"	"0.15"	"21.8"	"0.45"	"Fagopyrum(荞麦属)"	"宣威县"	"0.66"	"1.00"	"0.70"	"--"	"1.12"	"84"	"绿"	"2.38"	"云南"	"苦荞"	"1.18"	"I1M00149"	"苦荞"	"中"	"4.3"	"--"	"0.52"	"Fagopyrum tataricum (L.) Gaertn(苦荞)"	"深绿"	"1.61"	"--"	"47.60"	"0.46"	"灰"	"133.7"	"0.29"	"云永胜农技中心"	"0.68"	"18.25"	"00001474"	"13.270"	"--"	"轻"	"0.18"	"0.81"	"177.2"	"11.96"	"2.80"	"15.650"	"Polygonum(蓼科)"
"259"	"0.40"	"058"	"地方"	"无"	"淡绿"	"0.16"	"0.96"	"13.9"	"0.32"	"0.007"	"0.52"	"长形"	"--"	"KU QIAO"	"4831"	"0.14"	"21.4"	"0.46"	"Fagopyrum(荞麦属)"	"宣威县"	"0.65"	"1.00"	"0.71"	"--"	"1.22"	"91"	"绿"	"2.39"	"云南"	"苦荞"	"1.20"	"I1M00150"	"苦荞"	"不抗"	"5.9"	"--"	"0.50"	"Fagopyrum tataricum (L.) Gaertn(苦荞)"	"深绿"	"1.90"	"--"	"70.90"	"0.45"	"灰"	"163.2"	"0.30"	"云永胜农技中心"	"0.48"	"21.88"	"00001475"	"17.080"	"--"	"轻"	"0.19"	"0.82"	"230.7"	"11.91"	"2.70"	"17.660"	"Polygonum(蓼科)"
"260"	"0.42"	"059"	"地方"	"无"	"淡绿"	"0.10"	"1.20"	"14.1"	"0.31"	"0.011"	"0.54"	"宽"	"--"	"DA KU QIAO"	"4733"	"0.15"	"21.2"	"0.47"	"Fagopyrum(荞麦属)"	"会泽县"	"0.65"	"0.99"	"0.70"	"--"	"1.24"	"94"	"绿"	"2.39"	"云南"	"苦荞"	"1.22"	"I1M00151"	"大苦荞"	"中"	"6.5"	"--"	"0.51"	"Fagopyrum tataricum (L.) Gaertn(苦荞)"	"深绿"	"1.76"	"--"	"57.20"	"0.47"	"灰"	"164.1"	"0.30"	"云永胜农技中心"	"0.65"	"21.17"	"00001476"	"13.110"	"--"	"重"	"0.16"	"0.84"	"206.9"	"12.11"	"4.80"	"16.390"	"Polygonum(蓼科)"
"261"	"0.57"	"1"	"地方"	"无"	"淡绿"	"0.22"	"2.95"	"29.0"	"0.38"	"0.018"	"0.64"	"长形"	"--"	"HEI LI MI QIAO"	"2859"	"0.10"	"24.4"	"0.48"	"Fagopyrum(荞麦属)"	"察隅县"	"0.64"	"0.73"	"0.70"	"15.00"	"1.25"	"130"	"绿"	"2.29"	"西藏"	"苦荞"	"1.20"	"I1M00671"	"黑粒米荞"	"中"	"7.0"	"--"	"0.55"	"Fagopyrum tataricum (L.) Gaertn(苦荞)"	"深绿"	"1.42"	"--"	"76.00"	"0.42"	"黑"	"180.0"	"0.31"	"中国农科院品资所"	"0.67"	"25.07"	"00001499"	"12.230"	"--"	"轻"	"0.21"	"0.87"	"267.2"	"12.23"	"9.00"	"8.550"	"Polygonum(蓼科)"
"262"	"0.51"	"2"	"地方"	"无"	"淡绿"	"0.19"	"2.73"	"24.0"	"0.38"	"0.060"	"0.62"	"长形"	"--"	"MI QIAO"	"2610"	"0.10"	"21.8"	"0.48"	"Fagopyrum(荞麦属)"	"左贡县"	"0.62"	"0.70"	"0.66"	"20.00"	"1.20"	"130"	"绿"	"2.16"	"西藏"	"苦荞"	"1.16"	"I1M00672"	"米荞"	"中"	"8.0"	"--"	"0.54"	"Fagopyrum tataricum (L.) Gaertn(苦荞)"	"深绿"	"0.62"	"--"	"104.20"	"0.40"	"浅褐"	"150.0"	"0.29"	"中国农科院品资所"	"0.63"	"26.81"	"00001500"	"47.520"	"--"	"轻"	"0.21"	"0.83"	"963.6"	"11.68"	"6.60"	"28.680"	"Polygonum(蓼科)"
"263"	"--"	"蒙1296"	"地方"	"无"	"粉红"	"--"	"1.78"	"10.6"	"--"	"--"	"--"	"三棱"	"1.76"	"SHANG DU QIAO MAI"	"--"	"--"	"32.4"	"--"	"Fagopyrum(荞麦属)"	"商都县"	"--"	"0.38"	"--"	"--"	"--"	"82"	"红"	"--"	"内蒙古"	"甜荞"	"--"	"I1M01748"	"商都荞麦"	"抗"	"3.1"	"紧凑"	"--"	"Fagopyrum esculentum Moench(甜荞)"	"深绿"	"0.96"	"无"	"--"	"--"	"褐"	"61.6"	"--"	"内蒙古农科院"	"--"	"--"	"00001766"	"--"	"6.40"	"--"	"--"	"--"	"--"	"--"	"2.00"	"--"	"Polygonum(蓼科)"
"264"	"--"	"蒙1297"	"地方"	"无"	"白"	"--"	"1.18"	"10.1"	"--"	"--"	"--"	"三棱"	"1.50"	"SHANG DU QIAO MAI"	"--"	"--"	"33.0"	"--"	"Fagopyrum(荞麦属)"	"商都县"	"--"	"0.48"	"--"	"--"	"--"	"83"	"红"	"--"	"内蒙古"	"甜荞"	"--"	"I1M01749"	"商都荞麦"	"抗"	"3.3"	"紧凑"	"--"	"Fagopyrum esculentum Moench(甜荞)"	"绿"	"0.84"	"无"	"--"	"--"	"褐"	"73.2"	"--"	"内蒙古农科院"	"--"	"--"	"00001767"	"--"	"7.44"	"--"	"--"	"--"	"--"	"--"	"1.50"	"--"	"Polygonum(蓼科)"
"265"	"--"	"蒙3002"	"地方"	"无"	"白"	"--"	"2.35"	"9.3"	"--"	"--"	"--"	"三棱"	"1.75"	"MEI GUO HUANG GUAN QIAO"	"--"	"--"	"35.9"	"--"	"Fagopyrum(荞麦属)"	"哲盟库伦旗"	"--"	"0.37"	"--"	"--"	"--"	"85"	"绿"	"--"	"内蒙古"	"甜荞"	"--"	"I1M01750"	"美国皇冠荞"	"抗"	"2.3"	"紧凑"	"--"	"Fagopyrum esculentum Moench(甜荞)"	"绿"	"1.04"	"无"	"--"	"--"	"黑"	"62.3"	"--"	"内蒙古农科院"	"--"	"--"	"00001768"	"--"	"6.97"	"--"	"--"	"--"	"--"	"--"	"1.40"	"--"	"Polygonum(蓼科)"
"266"	"--"	"蒙3003"	"地方"	"无"	"白"	"--"	"4.40"	"10.1"	"--"	"--"	"--"	"三棱"	"1.66"	"RI BEN DA LI QIAO MAI"	"--"	"--"	"36.4"	"--"	"Fagopyrum(荞麦属)"	"赤峰翁牛特旗"	"--"	"0.44"	"--"	"--"	"--"	"85"	"绿"	"--"	"内蒙古"	"甜荞"	"--"	"I1M01751"	"日本大粒荞麦"	"抗"	"3.3"	"紧凑"	"--"	"Fagopyrum esculentum Moench(甜荞)"	"绿"	"1.73"	"无"	"--"	"--"	"黑"	"58.9"	"--"	"内蒙古农科院"	"--"	"--"	"00001769"	"--"	"6.86"	"--"	"--"	"--"	"--"	"--"	"2.90"	"--"	"Polygonum(蓼科)"
"267"	"0.43"	"T-1"	"地方"	"无"	"白"	"0.19"	"2.46"	"16.0"	"0.36"	"0.040"	"0.67"	"三棱"	"--"	"TIAN QIAO"	"3371"	"0.11"	"28.2"	"0.44"	"Fagopyrum(荞麦属)"	"张北县"	"0.61"	"0.63"	"0.62"	"--"	"1.18"	"75"	"淡红"	"2.23"	"河北"	"甜荞"	"1.09"	"I1M01628"	"甜荞"	"不抗"	"4.9"	"松散"	"0.54"	"Fagopyrum esculentum Moench(甜荞)"	"深绿"	"2.02"	"无"	"77.90"	"0.42"	"褐"	"112.5"	"0.24"	"河北省张家口地区坝上"	"0.53"	"26.53"	"00001770"	"5.320"	"--"	"--"	"0.17"	"0.79"	"326.8"	"11.25"	"6.24"	"10.480"	"Polygonum(蓼科)"
"268"	"0.33"	"T-2"	"地方"	"无"	"粉红"	"0.14"	"2.83"	"17.0"	"0.29"	"0.021"	"0.45"	"三棱"	"--"	"TIAN QIAO"	"2264"	"0.10"	"31.3"	"0.40"	"Fagopyrum(荞麦属)"	"张北县"	"0.51"	"0.53"	"0.54"	"--"	"0.96"	"73"	"红"	"1.85"	"河北"	"甜荞"	"0.88"	"I1M01404"	"甜荞"	"不抗"	"5.3"	"松散"	"0.42"	"Fagopyrum esculentum Moench(甜荞)"	"深绿"	"3.55"	"无"	"149.20"	"0.26"	"褐"	"105.3"	"0.22"	"河北省张家口地区坝上"	"0.43"	"21.35"	"00001771"	"16.350"	"--"	"--"	"0.18"	"0.65"	"258.1"	"9.14"	"6.43"	"16.520"	"Polygonum(蓼科)"
"269"	"0.42"	"T-3"	"地方"	"无"	"白"	"0.18"	"3.69"	"18.1"	"0.35"	"0.022"	"0.65"	"三棱"	"--"	"TIAN QIAO"	"3084"	"0.10"	"28.9"	"0.44"	"Fagopyrum(荞麦属)"	"张北县"	"0.60"	"0.61"	"0.60"	"--"	"1.16"	"73"	"紫红"	"2.13"	"河北"	"甜荞"	"1.05"	"--"	"甜荞"	"抗"	"5.4"	"松散"	"0.53"	"Fagopyrum esculentum Moench(甜荞)"	"深绿"	"1.73"	"无"	"50.30"	"0.41"	"黑"	"119.6"	"0.23"	"河北省张家口地区坝上"	"0.52"	"24.26"	"00001772"	"7.860"	"--"	"--"	"0.17"	"0.78"	"226.7"	"10.93"	"7.84"	"9.620"	"Polygonum(蓼科)"
"270"	"0.43"	"T-4"	"地方"	"无"	"白"	"0.14"	"4.30"	"16.8"	"0.35"	"0.360"	"0.58"	"三棱"	"--"	"TIAN QIAO"	"2808"	"0.15"	"30.0"	"0.47"	"Fagopyrum(荞麦属)"	"张北县"	"0.63"	"0.73"	"0.72"	"--"	"1.12"	"77"	"紫红"	"2.41"	"河北"	"甜荞"	"1.23"	"--"	"甜荞"	"抗"	"5.7"	"松散"	"0.52"	"Fagopyrum esculentum Moench(甜荞)"	"深绿"	"2.22"	"无"	"53.90"	"0.51"	"灰"	"113.7"	"0.28"	"河北省张家口地区坝上"	"0.57"	"21.36"	"00001773"	"8.130"	"--"	"--"	"0.20"	"0.81"	"270.9"	"11.85"	"6.34"	"10.600"	"Polygonum(蓼科)"
"271"	"0.29"	"T-5"	"地方"	"无"	"白"	"0.14"	"6.15"	"19.8"	"0.25"	"0.030"	"0.39"	"三棱"	"--"	"TIAN QIAO"	"3188"	"0.07"	"29.8"	"0.35"	"Fagopyrum(荞麦属)"	"张北县"	"0.45"	"0.48"	"0.46"	"--"	"0.86"	"76"	"紫红"	"1.64"	"河北"	"甜荞"	"0.79"	"--"	"甜荞"	"抗"	"5.4"	"松散"	"0.38"	"Fagopyrum esculentum Moench(甜荞)"	"深绿"	"0.72"	"无"	"63.20"	"0.28"	"褐"	"123.9"	"0.20"	"河北省张家口地区坝上"	"0.38"	"22.47"	"00001774"	"12.730"	"--"	"--"	"0.15"	"0.56"	"304.0"	"8.12"	"1.27"	"10.160"	"Polygonum(蓼科)"
"272"	"0.30"	"T-6"	"地方"	"无"	"白"	"0.12"	"4.06"	"18.0"	"0.28"	"0.036"	"0.42"	"三棱"	"--"	"TIAN QIAO"	"2846"	"0.10"	"27.6"	"0.38"	"Fagopyrum(荞麦属)"	"张北县"	"0.51"	"0.51"	"0.52"	"--"	"0.95"	"71"	"紫红"	"1.84"	"河北"	"甜荞"	"0.90"	"--"	"甜荞"	"抗"	"6.1"	"松散"	"0.39"	"Fagopyrum esculentum Moench(甜荞)"	"绿"	"0.48"	"无"	"47.40"	"0.30"	"褐"	"115.8"	"0.22"	"河北省张家口地区坝上"	"0.39"	"21.17"	"00001775"	"11.120"	"--"	"--"	"0.11"	"0.62"	"282.8"	"8.86"	"4.48"	"15.420"	"Polygonum(蓼科)"
"273"	"0.37"	"T-70"	"地方"	"无"	"白"	"0.25"	"2.71"	"16.7"	"0.34"	"0.042"	"0.69"	"三棱"	"--"	"TIAN QIAO"	"3184"	"0.12"	"30.8"	"0.42"	"Fagopyrum(荞麦属)"	"尚义县"	"0.57"	"0.57"	"0.59"	"--"	"1.11"	"75"	"紫红"	"2.03"	"河北"	"甜荞"	"0.93"	"--"	"甜荞"	"抗"	"5.0"	"松散"	"0.54"	"Fagopyrum esculentum Moench(甜荞)"	"深绿"	"1.80"	"无"	"42.50"	"0.52"	"褐"	"90.6"	"0.22"	"河北省张家口地区坝上"	"0.46"	"29.57"	"00001839"	"7.610"	"--"	"--"	"0.16"	"0.72"	"375.8"	"10.61"	"7.31"	"18.570"	"Polygonum(蓼科)"
"274"	"0.35"	"T-71"	"地方"	"无"	"白"	"0.06"	"4.18"	"20.1"	"0.28"	"0.068"	"0.44"	"三棱"	"--"	"TIAN QIAO"	"2486"	"0.10"	"34.1"	"0.38"	"Fagopyrum(荞麦属)"	"尚义县"	"0.49"	"0.56"	"0.56"	"--"	"0.92"	"73"	"紫红"	"1.77"	"河北"	"甜荞"	"0.89"	"--"	"甜荞"	"抗"	"5.8"	"松散"	"0.43"	"Fagopyrum esculentum Moench(甜荞)"	"绿"	"1.05"	"无"	"72.40"	"0.36"	"褐"	"115.5"	"0.22"	"河北省张家口地区坝上"	"0.46"	"24.59"	"00001840"	"7.280"	"--"	"--"	"0.14"	"0.66"	"223.8"	"9.07"	"11.80"	"8.220"	"Polygonum(蓼科)"
"275"	"0.34"	"T-72"	"地方"	"无"	"白"	"0.13"	"5.66"	"14.9"	"0.26"	"0.050"	"0.40"	"三棱"	"--"	"TIAN QIAO"	"1925"	"0.08"	"22.7"	"0.37"	"Fagopyrum(荞麦属)"	"尚义县"	"0.48"	"0.53"	"0.52"	"--"	"0.94"	"73"	"紫红"	"1.83"	"河北"	"甜荞"	"0.90"	"--"	"甜荞"	"抗"	"4.5"	"松散"	"0.40"	"Fagopyrum esculentum Moench(甜荞)"	"深绿"	"1.38"	"无"	"48.10"	"0.30"	"棕"	"112.5"	"0.21"	"河北省张家口地区坝上"	"0.44"	"19.56"	"00001841"	"12.090"	"--"	"--"	"0.15"	"0.62"	"300.2"	"8.90"	"10.10"	"9.950"	"Polygonum(蓼科)"
"276"	"0.37"	"T-73"	"地方"	"无"	"白"	"0.26"	"3.08"	"18.3"	"0.34"	"0.023"	"0.69"	"三棱"	"--"	"TIAN QIAO"	"2962"	"0.11"	"30.8"	"0.43"	"Fagopyrum(荞麦属)"	"尚义县"	"0.56"	"0.56"	"0.58"	"--"	"1.12"	"75"	"紫红"	"2.05"	"河北"	"甜荞"	"0.94"	"--"	"甜荞"	"抗"	"5.0"	"松散"	"0.54"	"Fagopyrum esculentum Moench(甜荞)"	"深绿"	"1.26"	"无"	"45.90"	"0.51"	"灰"	"85.8"	"0.22"	"河北省张家口地区坝上"	"0.47"	"26.84"	"00001842"	"6.730"	"--"	"--"	"0.15"	"0.71"	"378.1"	"10.61"	"6.44"	"18.070"	"Polygonum(蓼科)"
"277"	"0.42"	"T-74"	"地方"	"无"	"白"	"0.26"	"2.34"	"16.5"	"0.32"	"0.017"	"0.80"	"三棱"	"--"	"TIAN QIAO"	"3846"	"0.12"	"33.5"	"0.46"	"Fagopyrum(荞麦属)"	"张北县"	"0.64"	"0.62"	"0.66"	"--"	"1.26"	"73"	"紫红"	"2.33"	"河北"	"甜荞"	"1.07"	"--"	"甜荞"	"抗"	"3.1"	"紧凑"	"0.61"	"Fagopyrum esculentum Moench(甜荞)"	"绿"	"2.11"	"无"	"50.80"	"0.59"	"褐"	"90.2"	"0.24"	"河北省张家口地区坝上"	"0.52"	"26.15"	"00001843"	"5.940"	"--"	"--"	"0.16"	"0.80"	"294.2"	"11.88"	"9.30"	"10.240"	"Polygonum(蓼科)"
"278"	"0.35"	"T-75"	"地方"	"无"	"白"	"0.15"	"3.08"	"18.3"	"0.27"	"0.109"	"0.45"	"三棱"	"--"	"TIAN QIAO"	"2003"	"0.11"	"30.6"	"0.37"	"Fagopyrum(荞麦属)"	"张北县"	"0.48"	"0.56"	"0.54"	"--"	"0.91"	"75"	"红"	"1.81"	"河北"	"甜荞"	"0.93"	"I1M01512"	"甜荞"	"抗"	"4.0"	"松散"	"0.41"	"Fagopyrum esculentum Moench(甜荞)"	"浅绿"	"1.30"	"无"	"48.00"	"0.36"	"棕"	"91.4"	"0.22"	"河北省张家口地区坝上"	"0.45"	"21.20"	"00001844"	"6.820"	"--"	"--"	"0.11"	"0.65"	"299.5"	"9.13"	"13.08"	"10.130"	"Polygonum(蓼科)"
"279"	"--"	"T-76"	"地方"	"无"	"粉红"	"--"	"5.18"	"21.2"	"--"	"--"	"--"	"三棱"	"1.34"	"TIAN QIAO"	"--"	"--"	"30.6"	"--"	"Fagopyrum(荞麦属)"	"张北县"	"--"	"0.37"	"--"	"--"	"--"	"77"	"红"	"--"	"河北"	"甜荞"	"--"	"I1M01639"	"甜荞"	"抗"	"6.0"	"松散"	"--"	"Fagopyrum esculentum Moench(甜荞)"	"绿"	"1.54"	"无"	"--"	"--"	"灰"	"127.2"	"--"	"河北省张家口地区坝上"	"--"	"--"	"00001845"	"--"	"6.68"	"--"	"--"	"--"	"--"	"--"	"14.53"	"--"	"Polygonum(蓼科)"
"280"	"0.40"	"T-77"	"地方"	"无"	"白"	"0.15"	"1.97"	"16.2"	"0.30"	"0.067"	"0.48"	"三棱"	"--"	"TIAN QIAO"	"2482"	"0.08"	"32.0"	"0.44"	"Fagopyrum(荞麦属)"	"张北县"	"0.55"	"0.61"	"0.60"	"--"	"1.08"	"71"	"紫红"	"2.10"	"河北"	"甜荞"	"1.03"	"--"	"甜荞"	"抗"	"6.3"	"松散"	"0.46"	"Fagopyrum esculentum Moench(甜荞)"	"绿"	"1.66"	"无"	"56.80"	"0.39"	"棕"	"113.2"	"0.25"	"河北省张家口地区坝上"	"0.52"	"22.64"	"00001846"	"13.020"	"--"	"--"	"0.16"	"0.72"	"275.3"	"10.32"	"6.56"	"9.320"	"Polygonum(蓼科)"
"281"	"0.36"	"T-78"	"地方"	"无"	"白"	"0.24"	"2.71"	"18.3"	"0.33"	"0.042"	"0.71"	"三棱"	"--"	"TIAN QIAO"	"2575"	"0.12"	"30.9"	"0.41"	"Fagopyrum(荞麦属)"	"张北县"	"0.56"	"0.56"	"0.56"	"--"	"1.11"	"73"	"紫红"	"2.05"	"河北"	"甜荞"	"0.93"	"I1M01505"	"甜荞"	"不抗"	"6.3"	"松散"	"0.51"	"Fagopyrum esculentum Moench(甜荞)"	"绿"	"1.53"	"无"	"34.90"	"0.41"	"灰"	"78.7"	"0.22"	"河北省张家口地区坝上"	"0.45"	"22.51"	"00001847"	"6.820"	"--"	"--"	"0.16"	"0.72"	"333.3"	"10.41"	"4.74"	"15.030"	"Polygonum(蓼科)"
"282"	"0.37"	"T-79"	"地方"	"无"	"白"	"0.12"	"2.83"	"17.5"	"0.28"	"0.010"	"0.43"	"三棱"	"--"	"TIAN QIAO"	"2330"	"0.10"	"24.8"	"0.40"	"Fagopyrum(荞麦属)"	"张北县"	"0.51"	"0.57"	"0.54"	"--"	"0.99"	"73"	"淡红"	"1.93"	"河北"	"甜荞"	"0.95"	"--"	"甜荞"	"抗"	"7.5"	"松散"	"0.43"	"Fagopyrum esculentum Moench(甜荞)"	"绿"	"1.76"	"无"	"53.80"	"0.33"	"棕"	"115.5"	"0.23"	"河北省张家口地区坝上"	"0.47"	"19.73"	"00001848"	"11.440"	"--"	"--"	"0.13"	"0.65"	"336.2"	"9.43"	"4.55"	"16.560"	"Polygonum(蓼科)"
"283"	"0.43"	"T-124"	"国外"	"无"	"白"	"0.16"	"3.08"	"21.0"	"0.28"	"0.036"	"0.54"	"三棱"	"--"	"RI BEN DA SHAN QIAO MAI"	"3446"	"0.17"	"30.4"	"0.44"	"Fagopyrum(荞麦属)"	"日本"	"0.58"	"0.67"	"0.66"	"--"	"1.09"	"97"	"红"	"2.24"	"国外"	"甜荞"	"1.14"	"--"	"日本大山荞麦"	"抗"	"6.7"	"松散"	"0.50"	"Fagopyrum esculentum Moench(甜荞)"	"深绿"	"1.30"	"无"	"77.80"	"0.44"	"褐"	"141.2"	"0.27"	"河北省张家口地区坝上"	"0.55"	"35.22"	"00001893"	"10.430"	"--"	"--"	"0.14"	"0.77"	"214.2"	"11.07"	"6.58"	"10.210"	"Polygonum(蓼科)"
"284"	"--"	"WT-65"	"国外"	"无"	"白"	"--"	"--"	"15.5"	"--"	"--"	"--"	"三棱"	"--"	"XIN ZHOU DA QIAO MAI"	"--"	"--"	"27.5"	"--"	"Fagopyrum(荞麦属)"	"日本"	"--"	"--"	"--"	"--"	"--"	"68"	"红"	"--"	"国外"	"甜荞"	"--"	"--"	"信州大荞麦"	"抗"	"5.0"	"紧凑"	"--"	"Fagopyrum esculentum Moench(甜荞)"	"浅绿"	"--"	"无"	"--"	"--"	"黑"	"90.0"	"--"	"中国农科院品资所"	"--"	"--"	"00001901"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"2.50"	"--"	"Polygonum(蓼科)"
"285"	"--"	"BT-7"	"国外"	"无"	"白"	"--"	"--"	"15.0"	"--"	"--"	"--"	"三棱"	"--"	"TIAN QIAO"	"--"	"--"	"24.5"	"--"	"Fagopyrum(荞麦属)"	"日本"	"--"	"--"	"--"	"--"	"--"	"68"	"红"	"--"	"国外"	"甜荞"	"--"	"--"	"甜荞"	"抗"	"4.6"	"紧凑"	"--"	"Fagopyrum esculentum Moench(甜荞)"	"浅绿"	"--"	"无"	"--"	"--"	"棕"	"74.0"	"--"	"中国农科院品资所"	"--"	"--"	"00001902"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"3.10"	"--"	"Polygonum(蓼科)"
"286"	"--"	"91-42"	"国外"	"无"	"白"	"--"	"--"	"12.6"	"--"	"--"	"--"	"三棱"	"--"	"ZHI LI QIAO"	"--"	"--"	"25.0"	"--"	"Fagopyrum(荞麦属)"	"智利"	"--"	"--"	"--"	"--"	"--"	"71"	"淡红"	"--"	"国外"	"甜荞"	"--"	"--"	"智利荞"	"不抗"	"3.2"	"紧凑"	"--"	"Fagopyrum esculentum Moench(甜荞)"	"浅绿"	"--"	"无"	"--"	"--"	"黑褐"	"85.0"	"--"	"中国农科院品资所"	"--"	"--"	"00001903"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"Polygonum(蓼科)"
