"id"	"抗病性"	"单位编号"	"叶面刺毛"	"省"	"备注"	"根地上皮色"	"叶型"	"根肉口感"	"风味"	"栽培时期"	"译名"	"繁种单位"	"根地上部长"	"千粒重"	"属名"	"叶形"	"抗虫性"	"肉质根长"	"耐热性"	"根肉主色"	"肉质根粗"	"收获期"	"熟性"	"抗逆性"	"叶片长"	"品种名称"	"耐涝性"	"根形"	"学名"	"叶色"	"贮藏性"	"根肉水分"	"叶簇"	"叶裂刻"	"耐旱性"	"单根重"	"播种期"	"根肉质"	"品种来源"	"小裂片对数"	"耐寒性"	"叶柄色"	"种质库编号"	"统一编号"	"科名"	"用途"	"单产"	"根地下皮色"	"叶片宽"	"根肉次色"	"生长期"
"128"	"--"	"Ⅲ0101190"	"--"	"四川"	"--"	"红"	"花叶"	"脆嫩"	"--"	"--"	"--"	"华中农业大学"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"10"	"中早"	"--"	"--"	"红萝卜"	"--"	"卵圆"	"Raphanus sativus L.(萝卜)"	"--"	"差"	"多"	"直立"	"--"	"--"	"--"	"8"	"致密"	"四川巫溪县"	"--"	"--"	"--"	"--"	"V01A1661"	"Cruciferae(十字花科)"	"生食"	"--"	"粉红"	"--"	"--"	"--"
"129"	"中"	"Ⅲ0101038"	"少"	"湖北"	"--"	"浅绿"	"花叶"	"脆嫩"	"辣"	"--"	"--"	"华中农业大学"	"6"	"16.2"	"Raphanus(萝卜属)"	"长椭圆"	"中"	"12"	"中"	"白"	"4"	"--"	"中"	"--"	"--"	"早萝卜"	"中"	"短圆锥"	"Raphanus sativus L.(萝卜)"	"绿"	"中"	"中"	"半直立"	"浅裂"	"中"	"110"	"10"	"疏松"	"湖北建始县"	"--"	"中"	"绿"	"--"	"V01A1664"	"Cruciferae(十字花科)"	"熟食"	"--"	"白"	"--"	"--"	"--"
"130"	"--"	"Ⅲ0101151"	"--"	"湖北"	"--"	"浅绿"	"花叶"	"细面"	"--"	"--"	"--"	"华中农业大学"	"6"	"11.2"	"Raphanus(萝卜属)"	"长卵圆"	"--"	"13"	"中"	"白"	"5"	"--"	"中"	"--"	"6"	"白萝卜"	"中"	"长圆锥"	"Raphanus sativus L.(萝卜)"	"绿"	"--"	"中"	"半直立"	"浅裂"	"中"	"140"	"--"	"疏松"	"湖北建始县"	"7"	"中"	"--"	"--"	"V01A1669"	"Cruciferae(十字花科)"	"熟食"	"--"	"白"	"7"	"--"	"--"
"131"	"--"	"Ⅲ0101260"	"--"	"湖北"	"--"	"白"	"花叶"	"脆嫩"	"--"	"--"	"--"	"华中农业大学"	"17"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"29"	"--"	"白"	"7"	"--"	"极晚"	"--"	"--"	"白萝卜"	"--"	"长圆锥"	"Raphanus sativus L.(萝卜)"	"--"	"差"	"多"	"半开展"	"--"	"--"	"3200"	"--"	"疏松"	"湖北沙市"	"--"	"--"	"--"	"--"	"V01A1675"	"Cruciferae(十字花科)"	"熟食"	"--"	"白"	"--"	"--"	"--"
"132"	"--"	"Ⅲ0101090"	"中"	"湖北"	"--"	"白绿"	"板叶"	"--"	"--"	"--"	"--"	"华中农业大学"	"5"	"8.2"	"Raphanus(萝卜属)"	"长卵圆"	"--"	"18"	"中"	"白"	"6"	"--"	"中早"	"--"	"45"	"晚萝卜"	"弱"	"长弯筒"	"Raphanus sativus L.(萝卜)"	"绿"	"差"	"中"	"半直立"	"浅裂"	"弱"	"540"	"--"	"疏松"	"湖北鹤峰县"	"5"	"中"	"绿"	"--"	"V01A1679"	"Cruciferae(十字花科)"	"熟食"	"--"	"白"	"5"	"--"	"--"
"133"	"--"	"Ⅲ0101138"	"--"	"湖北"	"--"	"浅绿"	"板叶"	"--"	"--"	"--"	"--"	"华中农业大学"	"6"	"9.6"	"Raphanus(萝卜属)"	"长卵圆"	"--"	"18"	"中"	"--"	"8"	"--"	"早"	"--"	"6"	"花台萝卜"	"中"	"--"	"Raphanus sativus L.(萝卜)"	"浅绿"	"中"	"中"	"半直立"	"浅裂"	"中"	"398"	"--"	"致密"	"湖北恩施市"	"6"	"中"	"--"	"--"	"V01A1686"	"Cruciferae(十字花科)"	"熟食"	"--"	"白"	"7"	"--"	"--"
"134"	"--"	"Ⅲ0101109"	"中"	"湖北"	"--"	"白绿"	"花叶"	"粗松"	"稍辣"	"--"	"--"	"华中农业大学"	"8"	"10.0"	"Raphanus(萝卜属)"	"椭圆"	"--"	"18"	"弱"	"白"	"6"	"--"	"中晚"	"--"	"36"	"白萝卜"	"弱"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"绿"	"中"	"中"	"半直立"	"全裂"	"中"	"890"	"--"	"疏松"	"湖北恩施市"	"9"	"中"	"深绿"	"--"	"V01A1697"	"Cruciferae(十字花科)"	"熟食"	"--"	"白"	"10"	"--"	"--"
"135"	"--"	"Ⅲ0101157"	"少"	"四川"	"--"	"白"	"板叶"	"--"	"--"	"--"	"--"	"华中农业大学"	"9"	"8.2"	"Raphanus(萝卜属)"	"卵圆"	"--"	"15"	"中"	"粉红"	"7"	"--"	"早"	"--"	"40"	"双店萝卜"	"弱"	"长弯筒"	"Raphanus sativus L.(萝卜)"	"浅绿"	"中"	"中"	"半直立"	"浅裂"	"中"	"290"	"--"	"疏松"	"四川奉节县"	"4"	"中"	"浅紫"	"--"	"V01A1701"	"Cruciferae(十字花科)"	"熟食"	"--"	"白"	"5"	"--"	"--"
"136"	"--"	"Ⅲ0101026"	"中"	"湖北"	"--"	"绿"	"花叶"	"细面"	"稍辣"	"--"	"--"	"华中农业大学"	"--"	"10.0"	"Raphanus(萝卜属)"	"长卵圆"	"--"	"--"	"中"	"白"	"--"	"11"	"晚"	"--"	"37"	"晚萝卜"	"弱"	"卵圆"	"Raphanus sativus L.(萝卜)"	"绿"	"强"	"中"	"半直立"	"全裂"	"中"	"--"	"8"	"致密"	"湖北神农架林区"	"7"	"强"	"浅绿"	"--"	"V01A1708"	"Cruciferae(十字花科)"	"熟食"	"--"	"浅绿"	"10"	"--"	"--"
"137"	"--"	"Ⅲ0101085"	"少"	"湖北"	"--"	"白"	"花叶"	"--"	"--"	"--"	"--"	"华中农业大学"	"5"	"11.2"	"Raphanus(萝卜属)"	"长卵圆"	"--"	"18"	"中"	"白"	"7"	"--"	"早"	"--"	"38"	"春不老"	"中"	"--"	"Raphanus sativus L.(萝卜)"	"浅绿"	"中"	"--"	"半直立"	"深裂"	"中"	"440"	"--"	"致密"	"湖北宣恩县"	"7"	"中"	"--"	"--"	"V01A1711"	"Cruciferae(十字花科)"	"熟食"	"--"	"白"	"17"	"--"	"--"
"138"	"--"	"Ⅲ0101008"	"少"	"湖北"	"--"	"白绿"	"花叶"	"艮硬"	"稍辣"	"--"	"--"	"华中农业大学"	"7"	"8.7"	"Raphanus(萝卜属)"	"长卵圆"	"--"	"20"	"中"	"白"	"8"	"10-12"	"中晚"	"--"	"20"	"圆锥萝卜"	"--"	"高圆台"	"Raphanus sativus L.(萝卜)"	"浅绿"	"--"	"中"	"半开展"	"--"	"--"	"350"	"8-9"	"疏松"	"湖北房县"	"--"	"弱"	"绿"	"--"	"V01A1712"	"Cruciferae(十字花科)"	"熟食"	"2000"	"白"	"6"	"--"	"--"
"139"	"中"	"Ⅲ0101006-1"	"中"	"湖北"	"--"	"红"	"板叶"	"脆嫩"	"稍辣"	"--"	"--"	"华中农业大学"	"10"	"9.0"	"Raphanus(萝卜属)"	"卵圆"	"中"	"28"	"中"	"白"	"8"	"10中"	"早"	"--"	"25"	"热萝卜"	"中"	"长圆锥"	"Raphanus sativus L.(萝卜)"	"绿"	"中"	"中"	"半直立"	"浅裂"	"中"	"700"	"8"	"致密"	"湖北房县"	"--"	"中"	"绿"	"--"	"V01A1716"	"Cruciferae(十字花科)"	"生食"	"2000"	"粉红"	"7"	"--"	"--"
"140"	"--"	"Ⅲ0101092"	"中"	"湖北"	"--"	"白"	"板叶"	"--"	"--"	"--"	"--"	"华中农业大学"	"6"	"9.3"	"Raphanus(萝卜属)"	"长卵圆"	"--"	"14"	"中"	"白"	"6"	"--"	"早"	"--"	"40"	"燕子萝卜"	"中"	"长弯筒"	"Raphanus sativus L.(萝卜)"	"--"	"中"	"中"	"半直立"	"深裂"	"中"	"290"	"--"	"致密"	"湖北鹤峰县"	"6"	"强"	"--"	"--"	"V01A1723"	"Cruciferae(十字花科)"	"熟食"	"--"	"白"	"9"	"--"	"--"
"141"	"中"	"Ⅲ0101123"	"少"	"湖北"	"--"	"红"	"板叶"	"脆嫩"	"--"	"--"	"--"	"华中农业大学"	"--"	"--"	"Raphanus(萝卜属)"	"长卵圆"	"中"	"--"	"中"	"白"	"--"	"10"	"中"	"--"	"33"	"红萝卜"	"--"	"卵圆"	"Raphanus sativus L.(萝卜)"	"绿"	"中"	"多"	"直立"	"无裂"	"--"	"--"	"8"	"疏松"	"湖北恩施市"	"--"	"中"	"红"	"--"	"V01A1734"	"Cruciferae(十字花科)"	"生食"	"--"	"白"	"7"	"--"	"--"
"142"	"中"	"续Ⅱ1A0011"	"--"	"湖北"	"--"	"白"	"花叶"	"微辣"	"稍辣"	"--"	"--"	"湖北农科院经作所"	"1"	"--"	"Raphanus(萝卜属)"	"倒卵圆"	"中"	"9"	"--"	"白"	"5"	"12上中"	"中"	"--"	"--"	"白萝卜"	"--"	"近圆球"	"Raphanus sativus L.(萝卜)"	"--"	"中"	"中"	"--"	"--"	"--"	"220"	"8中"	"较疏"	"湖北沙市"	"--"	"--"	"--"	"--"	"V01A1739"	"Cruciferae(十字花科)"	"熟食"	"2250"	"白"	"--"	"--"	"--"
"143"	"--"	"1-A13"	"多"	"湖南"	"--"	"绿紫"	"花叶"	"脆嫩"	"稍辣"	"--"	"--"	"湖南农科院蔬菜所"	"2"	"10.5"	"Raphanus(萝卜属)"	"长卵圆"	"中"	"18"	"弱"	"白"	"10"	"10下-12"	"中"	"--"	"42"	"凤凰大红皮萝卜"	"中"	"梨形"	"Raphanus sativus L.(萝卜)"	"绿"	"中"	"多"	"直立"	"浅裂"	"中"	"1300"	"8下-9上"	"致密"	"湖南风凰县"	"5"	"强"	"紫红"	"--"	"V01A1749"	"Cruciferae(十字花科)"	"熟食"	"3867"	"红"	"13"	"--"	"--"
"144"	"强"	"1-A20"	"中"	"湖南"	"--"	"--"	"花叶"	"脆嫩"	"稍辣"	"--"	"--"	"湖南农科院蔬菜所"	"--"	"11.5"	"Raphanus(萝卜属)"	"长卵圆"	"中"	"20"	"中"	"白"	"14"	"12"	"中晚"	"--"	"44"	"辰溪红萝卜"	"中"	"卵圆"	"Raphanus sativus L.(萝卜)"	"绿"	"强"	"多"	"半直立"	"浅裂"	"中"	"2000"	"8下"	"致密"	"湖南辰溪县"	"4"	"强"	"紫红"	"--"	"V01A1755"	"Cruciferae(十字花科)"	"熟食"	"4067"	"红"	"13"	"--"	"--"
"145"	"强"	"1-A11"	"少"	"湖南"	"--"	"浅绿"	"花叶"	"艮硬"	"稍辣"	"--"	"--"	"湖南农科院蔬菜所"	"11"	"8.9"	"Raphanus(萝卜属)"	"长椭圆"	"--"	"24"	"中"	"白"	"12"	"11-12"	"中"	"--"	"27"	"连山萝卜"	"中"	"梨形"	"Raphanus sativus L.(萝卜)"	"绿"	"强"	"中"	"半直立"	"全裂"	"强"	"600"	"8中下"	"致密"	"湖南会同县"	"11-14"	"中"	"浅绿"	"--"	"V01A1756"	"Cruciferae(十字花科)"	"腌制"	"3200"	"白"	"12"	"--"	"--"
"146"	"抗霜霉病强"	"1-A21"	"中"	"湖南"	"--"	"红"	"板叶"	"脆嫩"	"辣"	"--"	"--"	"湖南农科院蔬菜所"	"6"	"7.6"	"Raphanus(萝卜属)"	"长卵圆"	"强"	"21"	"强"	"白"	"8"	"10中下"	"早"	"--"	"45"	"枇杷叶萝卜"	"中"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"绿"	"中"	"中"	"半直立"	"浅裂"	"强"	"400"	"8上中"	"致密"	"湖南沅陵县"	"--"	"强"	"红"	"--"	"V01A1757"	"Cruciferae(十字花科)"	"生食"	"4000"	"红"	"13"	"--"	"--"
"147"	"中"	"1-A70"	"中"	"湖南"	"--"	"紫红"	"花叶"	"艮硬"	"辣"	"--"	"--"	"湖南农科院蔬菜所"	"3"	"13.3"	"Raphanus(萝卜属)"	"长卵圆"	"中"	"16"	"强"	"白"	"11"	"11中下"	"中早"	"--"	"39"	"湘西红皮萝卜"	"中"	"卵圆"	"Raphanus sativus L.(萝卜)"	"绿"	"中"	"中"	"半开展"	"深裂"	"中"	"1260"	"8"	"致密"	"湖南湘西自治州"	"5-7"	"中"	"紫红"	"--"	"V01A1762"	"Cruciferae(十字花科)"	"熟食"	"2467"	"红"	"11"	"--"	"--"
"148"	"中"	"1-A69"	"少"	"湖南"	"--"	"紫红"	"花叶"	"脆嫩"	"稍辣"	"--"	"--"	"湖南农科院蔬菜所"	"--"	"13.2"	"Raphanus(萝卜属)"	"长椭圆"	"中"	"14"	"强"	"白"	"8"	"9-11"	"中早"	"--"	"32"	"泸溪红皮萝卜"	"中"	"高圆台"	"Raphanus sativus L.(萝卜)"	"绿"	"中"	"中"	"半直立"	"浅裂"	"中"	"350"	"7下-9上"	"致密"	"湖南泸溪县"	"7"	"强"	"紫红"	"--"	"V01A1767"	"Cruciferae(十字花科)"	"熟食"	"1667"	"紫红"	"12"	"--"	"--"
"149"	"强"	"1-A66"	"多"	"湖南"	"--"	"--"	"花叶"	"脆嫩"	"辣"	"--"	"--"	"湖南农科院蔬菜所"	"--"	"13.2"	"Raphanus(萝卜属)"	"长卵圆"	"中"	"9"	"中"	"白"	"9"	"12-1中"	"中晚"	"--"	"28"	"小圆萝卜"	"中"	"扁圆"	"Raphanus sativus L.(萝卜)"	"绿"	"强"	"中"	"半开展"	"深裂"	"强"	"170"	"9"	"致密"	"湖南长沙市"	"7"	"强"	"浅绿"	"--"	"V01A1768"	"Cruciferae(十字花科)"	"熟食"	"2133"	"白"	"10"	"--"	"--"
"150"	"--"	"92-1A-1"	"--"	"吉林"	"--"	"白"	"花叶"	"脆嫩"	"甜"	"--"	"--"	"吉林省蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"9"	"10上"	"中"	"--"	"--"	"通园青"	"--"	"长圆锥"	"Raphanus sativus L.(萝卜)"	"--"	"--"	"多"	"半直立"	"--"	"--"	"1000"	"7中"	"疏松"	"吉林东丰县"	"--"	"--"	"--"	"--"	"V01A1773"	"Cruciferae(十字花科)"	"生食"	"2167"	"白"	"--"	"--"	"--"
"151"	"--"	"78-1-16"	"--"	"江苏"	"--"	"红"	"板叶"	"粗松"	"--"	"--"	"--"	"江苏农科院蔬菜所"	"2"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"3"	"--"	"白"	"3"	"4上-5上"	"早"	"--"	"--"	"扬花萝卜"	"--"	"扁圆"	"Raphanus sativus L.(萝卜)"	"--"	"差"	"中"	"半直立"	"--"	"--"	"20"	"2上-3上"	"疏松"	"江苏南京市"	"--"	"--"	"--"	"--"	"V01A1774"	"Cruciferae(十字花科)"	"生食"	"--"	"红"	"--"	"--"	"--"
"152"	"抗毒病中"	"1AC16"	"无"	"辽宁"	"--"	"绿"	"花叶"	"脆嫩"	"甜"	"--"	"--"	"辽宁农科院园艺所"	"19"	"13.0"	"Raphanus(萝卜属)"	"长卵圆"	"中"	"35"	"中"	"白绿"	"9"	"10上"	"中"	"--"	"48"	"青萝卜(选)"	"中"	"长弯筒"	"Raphanus sativus L.(萝卜)"	"深绿"	"中"	"中"	"半直立"	"深裂"	"中"	"850"	"7中"	"致密"	"辽宁沈阳市"	"6-9"	"中"	"浅绿"	"--"	"V01A1781"	"Cruciferae(十字花科)"	"熟食"	"1200"	"白"	"20"	"--"	"--"
"153"	"抗毒病中"	"1AB14"	"中"	"辽宁"	"--"	"红"	"花叶"	"脆嫩"	"稍辣"	"--"	"--"	"辽宁农科院园艺所"	"4"	"14.0"	"Raphanus(萝卜属)"	"长卵圆"	"中"	"15"	"中"	"白"	"18"	"10上"	"中"	"--"	"25"	"大红袍"	"中"	"扁圆"	"Raphanus sativus L.(萝卜)"	"绿"	"中"	"中"	"半直立"	"深裂"	"中"	"700"	"7中"	"致密"	"辽宁辽阳市"	"6-8"	"中"	"红"	"--"	"V01A1784"	"Cruciferae(十字花科)"	"熟食"	"2667"	"粉红"	"7"	"--"	"--"
"154"	"抗毒病中"	"1AC14"	"中"	"辽宁"	"--"	"绿"	"花叶"	"脆嫩"	"稍辣"	"--"	"--"	"辽宁农科院园艺所"	"15"	"14.0"	"Raphanus(萝卜属)"	"长椭圆"	"中"	"30"	"中"	"浅绿"	"10"	"10上"	"中"	"--"	"40"	"翘头青(选)"	"中"	"长圆锥"	"Raphanus sativus L.(萝卜)"	"绿"	"中"	"中"	"半直立"	"浅裂"	"中"	"1500"	"7中"	"致密"	"辽宁大连市"	"6-8"	"中"	"--"	"--"	"V01A1792"	"Cruciferae(十字花科)"	"腌制"	"4000"	"浅绿"	"10"	"--"	"--"
"155"	"强"	"内1A2020"	"少"	"内蒙"	"分叉多商品性较差"	"粉红"	"板叶"	"脆嫩"	"稍辣"	"--"	"--"	"内蒙农科院蔬菜所"	"3"	"8.0"	"Raphanus(萝卜属)"	"长卵圆"	"强"	"15"	"强"	"白"	"3"	"6上"	"中"	"--"	"25"	"苠水萝卜"	"强"	"长圆锥"	"Raphanus sativus L.(萝卜)"	"绿"	"中"	"多"	"--"	"无裂"	"强"	"77"	"4中"	"致密"	"内蒙赤峰市"	"--"	"强"	"紫红"	"--"	"V01A1798"	"Cruciferae(十字花科)"	"生食"	"1750"	"粉红"	"12"	"--"	"--"
"156"	"强"	"内1A1019"	"中"	"内蒙"	"--"	"白绿"	"板叶"	"脆嫩"	"甜"	"--"	"--"	"内蒙农科院蔬菜所"	"4"	"12.0"	"Raphanus(萝卜属)"	"长卵圆"	"中"	"9"	"弱"	"红"	"7"	"10中"	"中"	"--"	"29"	"脆萝卜"	"强"	"近圆"	"Raphanus sativus L.(萝卜)"	"浅绿"	"强"	"多"	"半直立"	"无裂"	"强"	"302"	"7中下"	"致密"	"内蒙巴林左旗"	"--"	"强"	"--"	"--"	"V01A1799"	"Cruciferae(十字花科)"	"生食"	"4000"	"白"	"12"	"--"	"--"
"157"	"强"	"ⅠA95-1"	"中"	"宁夏"	"--"	"--"	"板叶"	"脆嫩"	"--"	"--"	"--"	"宁夏农林院蔬菜室"	"--"	"9.0"	"Raphanus(萝卜属)"	"卵圆"	"--"	"18"	"弱"	"白"	"3"	"4下-5下"	"早"	"--"	"35"	"七寸红水萝卜"	"中"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"深绿"	"差"	"--"	"直立"	"深裂"	"中"	"50"	"2上"	"致密"	"宁夏银川市"	"6-8"	"强"	"紫红"	"--"	"V01A1805"	"Cruciferae(十字花科)"	"生食"	"2000"	"红"	"16"	"--"	"--"
"158"	"强"	"ⅠA92-4"	"多"	"宁夏"	"--"	"白"	"花叶"	"--"	"甜"	"--"	"--"	"宁夏农林院蔬菜室"	"4"	"8.5"	"Raphanus(萝卜属)"	"长卵圆"	"--"	"12"	"强"	"白"	"4"	"5中下-6上中"	"晚"	"--"	"32"	"花叶白水萝卜"	"强"	"长圆锥"	"Raphanus sativus L.(萝卜)"	"绿"	"中"	"多"	"半直立"	"全裂"	"强"	"160"	"3下-4上"	"疏松"	"宁夏中宁县"	"6"	"中"	"浅绿"	"--"	"V01A1809"	"Cruciferae(十字花科)"	"生食"	"3333"	"白"	"11"	"--"	"--"
"159"	"抗病毒病强"	"白9"	"中"	"山东"	"--"	"白"	"花叶"	"脆嫩"	"稍辣"	"--"	"--"	"山东农科院蔬菜所"	"6"	"7.9"	"Raphanus(萝卜属)"	"长卵圆"	"--"	"23"	"强"	"白"	"6"	"11"	"中"	"--"	"31"	"禹城大白萝卜"	"强"	"长弯筒"	"Raphanus sativus L.(萝卜)"	"绿"	"中"	"中"	"直立"	"深裂"	"强"	"1400"	"8"	"致密"	"山东禹城县"	"6"	"强"	"浅绿"	"--"	"V01A1815"	"Cruciferae(十字花科)"	"熟食"	"5750"	"白"	"12"	"--"	"--"
"160"	"抗病毒病强"	"春22"	"少"	"山东"	"--"	"红"	"板叶"	"粗松"	"稍辣"	"--"	"--"	"山东农科院蔬菜所"	"3"	"7.8"	"Raphanus(萝卜属)"	"长卵圆"	"--"	"11"	"中"	"白"	"3"	"4-5"	"中"	"--"	"26"	"平邑五月红"	"中"	"长圆锥"	"Raphanus sativus L.(萝卜)"	"绿"	"中"	"中"	"直立"	"无裂"	"中"	"50"	"3"	"疏松"	"山东平邑县"	"--"	"中"	"紫红"	"--"	"V01A1817"	"Cruciferae(十字花科)"	"熟食"	"1500"	"粉红"	"8"	"--"	"--"
"161"	"抗病毒病强"	"春1"	"少"	"山东"	"--"	"紫红"	"板叶"	"--"	"甜"	"--"	"--"	"山东农科院蔬菜所"	"2"	"8.0"	"Raphanus(萝卜属)"	"长卵圆"	"--"	"4"	"中"	"白"	"4"	"4"	"中早"	"--"	"17"	"济南寒萝卜"	"中"	"扁圆"	"Raphanus sativus L.(萝卜)"	"浅绿"	"强"	"中"	"直立"	"无裂"	"中"	"40"	"2-3"	"致密"	"山东济南市"	"--"	"中"	"浅紫"	"--"	"V01A1828"	"Cruciferae(十字花科)"	"生食"	"1803"	"粉红"	"7"	"--"	"--"
"162"	"抗病毒病弱"	"春5"	"少"	"山东"	"--"	"粉红"	"板叶"	"脆嫩"	"--"	"--"	"--"	"山东农科院蔬菜所"	"5"	"8.9"	"Raphanus(萝卜属)"	"长椭圆"	"--"	"12"	"中"	"白"	"3"	"4-5"	"中早"	"--"	"23"	"掖县红水萝卜"	"中"	"长圆锥"	"Raphanus sativus L.(萝卜)"	"绿"	"差"	"多"	"半直立"	"浅裂"	"中"	"70"	"3"	"致密"	"山东掖县"	"--"	"中"	"浅紫"	"--"	"V01A1829"	"Cruciferae(十字花科)"	"生食"	"1500"	"粉红"	"8"	"--"	"--"
"163"	"抗病毒病中"	"春8"	"少"	"山东"	"--"	"红"	"板叶"	"脆嫩"	"稍辣"	"--"	"--"	"山东农科院蔬菜所"	"5"	"8.9"	"Raphanus(萝卜属)"	"卵圆"	"--"	"11"	"强"	"白"	"3"	"5"	"中"	"--"	"25"	"蓬莱大红萝卜"	"中"	"短圆筒"	"Raphanus sativus L.(萝卜)"	"绿"	"中"	"多"	"直立"	"无裂"	"中"	"80"	"3"	"致密"	"山东蓬莱县"	"--"	"强"	"红"	"--"	"V01A1851"	"Cruciferae(十字花科)"	"生食"	"1750"	"粉红"	"8"	"--"	"--"
"164"	"抗病毒病弱"	"春2"	"少"	"山东"	"--"	"紫红"	"板叶"	"脆嫩"	"甜"	"--"	"--"	"山东农科院蔬菜所"	"3"	"8.6"	"Raphanus(萝卜属)"	"椭圆"	"--"	"5"	"弱"	"白"	"4"	"3-4"	"早"	"--"	"16"	"烟台红丁萝卜"	"弱"	"扁圆"	"Raphanus sativus L.(萝卜)"	"绿"	"差"	"中"	"半直立"	"浅裂"	"弱"	"35"	"2-3"	"致密"	"山东烟台市"	"1"	"强"	"红"	"--"	"V01A1852"	"Cruciferae(十字花科)"	"生食"	"1500"	"粉红"	"6"	"--"	"--"
"165"	"抗病毒病强"	"红20"	"中"	"山东"	"--"	"红"	"花叶"	"细面"	"稍辣"	"--"	"--"	"山东农科院蔬菜所"	"7"	"6.5"	"Raphanus(萝卜属)"	"长卵圆"	"--"	"16"	"强"	"白"	"6"	"11上"	"中晚"	"--"	"23"	"费县胭脂红萝卜"	"中"	"纺锤"	"Raphanus sativus L.(萝卜)"	"绿"	"中"	"多"	"直立"	"深裂"	"中"	"800"	"8上"	"致密"	"山东费县"	"5"	"强"	"浅绿"	"--"	"V01A1853"	"Cruciferae(十字花科)"	"熟食"	"3500"	"红"	"8"	"--"	"--"
"166"	"抗病毒病强"	"青105"	"少"	"山东"	"--"	"深绿"	"花叶"	"粗松"	"--"	"--"	"--"	"山东农科院蔬菜所"	"18"	"11.0"	"Raphanus(萝卜属)"	"长卵圆"	"--"	"27"	"强"	"浅绿"	"10"	"11上"	"晚"	"--"	"--"	"莒县青皮"	"弱"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"绿"	"差"	"多"	"直立"	"全裂"	"弱"	"1500"	"8上"	"疏松"	"山东莒县"	"--"	"强"	"--"	"--"	"V01A1855"	"Cruciferae(十字花科)"	"熟食"	"4500"	"白"	"--"	"--"	"--"
"167"	"抗病毒病强"	"青157"	"少"	"山东"	"--"	"深绿"	"花叶"	"粗松"	"甜"	"--"	"--"	"山东农科院蔬菜所"	"24"	"10.5"	"Raphanus(萝卜属)"	"--"	"--"	"35"	"中"	"绿"	"6"	"11上"	"晚"	"--"	"--"	"潍县小英"	"中"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"深绿"	"中"	"中"	"--"	"深裂"	"中"	"710"	"8上"	"疏松"	"山东潍县"	"--"	"强"	"--"	"--"	"V01A1863"	"Cruciferae(十字花科)"	"熟食"	"3467"	"浅绿"	"--"	"--"	"--"
"168"	"抗病毒病中"	"红38"	"少"	"山东"	"--"	"红"	"花叶"	"细面"	"--"	"--"	"--"	"山东农科院蔬菜所"	"--"	"12.0"	"Raphanus(萝卜属)"	"长卵圆"	"--"	"9"	"中"	"--"	"11"	"10下"	"--"	"--"	"59"	"济宁大红袍"	"中"	"近圆"	"Raphanus sativus L.(萝卜)"	"绿"	"中"	"少"	"半直立"	"浅裂"	"中"	"1200"	"8上"	"致密"	"山东济宁市"	"--"	"中"	"红"	"--"	"V01A1867"	"Cruciferae(十字花科)"	"熟食"	"5000"	"红"	"19"	"--"	"--"
"169"	"抗病毒病强"	"红5"	"少"	"山东"	"--"	"红"	"花叶"	"脆嫩"	"--"	"--"	"--"	"山东农科院蔬菜所"	"14"	"11.0"	"Raphanus(萝卜属)"	"长卵圆"	"--"	"28"	"强"	"白"	"6"	"11上"	"晚"	"--"	"43"	"滕县长形大红袍"	"中"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"绿"	"中"	"多"	"半直立"	"--"	"中"	"1100"	"8上"	"致密"	"山东滕县"	"--"	"强"	"--"	"--"	"V01A1868"	"Cruciferae(十字花科)"	"熟食"	"5000"	"红"	"19"	"--"	"--"
"170"	"抗病毒病中"	"ⅡIAb0109"	"--"	"山西"	"--"	"红"	"板叶"	"脆嫩"	"稍辣"	"--"	"--"	"山西农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"长卵圆"	"中"	"10"	"中"	"白"	"3"	"5中"	"早"	"--"	"--"	"柳林水萝卜"	"--"	"短圆锥"	"Raphanus sativus L.(萝卜)"	"绿"	"中"	"中"	"半直立"	"无裂"	"中"	"55"	"4上"	"致密"	"山西柳林县"	"--"	"强"	"紫红"	"--"	"V01A1877"	"Cruciferae(十字花科)"	"生食"	"--"	"红"	"--"	"--"	"--"
"171"	"--"	"Ⅱ1Ab0103"	"--"	"山西"	"--"	"红"	"板叶"	"脆嫩"	"稍辣"	"--"	"--"	"山西农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"长椭圆"	"--"	"12"	"--"	"白"	"3"	"5中"	"早"	"--"	"--"	"洋腊红水萝卜"	"--"	"长圆锥"	"Raphanus sativus L.(萝卜)"	"绿"	"--"	"中"	"半直立"	"无裂"	"中"	"80"	"3下"	"疏松"	"山西浑源县"	"--"	"中"	"浅紫"	"--"	"V01A1881"	"Cruciferae(十字花科)"	"生食"	"--"	"粉红"	"--"	"--"	"--"
