"库编号"	"统一编号"	"品种名称"	"译名"	"科"	"属"	"拉丁学名"	"选育单位"	"方法及组合"	"单位编号"	"籼粳"	"早中晚"	"水陆"	"粘糯"	"米色"	"芒长"	"粒形状"	"粒长度"	"颖尖色"	"颖壳色"	"株高"	"出穗期"	"糙米率"	"精米率"	"垩白率"	"蛋白质"	"赖氨酸"	"总淀粉"	"直链淀粉"	"支链淀粉"	"糊化温度"	"胶稠度"	"苗瘟"	"白叶枯"	"纹枯病"	"褐稻虱"	"白背飞虱"	"芽期耐寒"	"苗期耐旱"	"耐盐"	"备注"	"省份"	"样品类型"
"I1A39122"	"ZD-00544"	"新秀(302)"	"XIN XIU (302)"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"上海农科院"	"(垦桂/科情3号)F花粉培养"	"泸-8652"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	"中"	"秆黄"	"秆黄"	"88"	"9.26"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"上海"	"选育"
" "	"ZD-00545"	"军公一号"	"JUN GONG YI HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"上海青车农场"	"芝麻稻系选"	"泸-9102"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	"中"	"秆黄"	"褐黄"	"105"	"9.25"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"上海"	"选育"
" "	"ZD-00546"	"加农14"	"JIA NONG 14"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"上海嘉定华亭良种场"	"农垦58系选"	"泸-9096"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	"中"	"秆黄"	"褐黄"	"93"	"9.24"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"上海"	"选育"
" "	"ZD-00547"	"加农15"	"JIA NONG 15"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"上海嘉定华亭良种场"	"农垦58系选"	"泸9095"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	"中"	"秆黄"	"褐黄"	"97"	"9.22"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"上海"	"选育"
" "	"ZD-00548"	"加农482"	"JIA NONG 482"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"上海嘉定华亭良种场"	"农垦58系选"	"泸-9097"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	"中"	"秆黄"	"褐黄"	"95"	"9.14"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"上海"	"选育"
" "	"ZD-00549"	"加农485"	"JIA NONG 485"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"上海嘉定华亭良种场"	"农垦58系选"	"泸-9098"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	"中"	"秆黄"	"褐黄"	"88"	"9.24"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"上海"	"选育"
"I1A39123"	"ZD-00550"	"双丰1号"	"SHUANG FENG 1 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"上海奉贤庄行良种场"	"农垦58系选"	"泸-8577"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	"中"	"紫褐"	"褐黄"	"87"	"9.23"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"上海"	"选育"
" "	"ZD-00551"	"双丰4号"	"SHUANG FENG 4 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"上海奉贤庄行良种场"	"农垦57系选"	"泸-8584"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	"中"	"秆黄"	"秆黄"	"95"	"9.14"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"上海"	"选育"
" "	"ZD-00552"	"宝粳3号"	"BAO JING 3 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"上海宝山良种场"	"宝粳2号系选"	"泸-8658"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	"中"	"秆黄"	"褐黄"	"85"	"9.22"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"上海"	"选育"
" "	"ZD-00553"	"泗塘早"	"SI TANG ZAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"上海宝山吴淞公社泗塘大队"	"加农14系选"	"泸-9099"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	"中"	"秆黄"	"褐黄"	"100"	"9.10"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"上海"	"选育"
" "	"ZD-00554"	"松粳2号"	"SONG JING 2 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"上海松江良种场"	"天然杂交选出"	"泸-9100"	"粳"	"早"	"水"	"粘"	"白"	"无"	"椭圆"	"中"	"秆黄"	"黄"	"67"	"9.14"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"现作后季稻载培"	"上海"	"选育"
" "	"ZD-00555"	"崇良2号"	"CHONG JIANG 2 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"上海崇明良种场"	"天然杂交选出"	"泸-9101"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	"中"	"紫红"	"褐"	"80"	"9.20"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"上海"	"选育"
" "	"ZD-00556"	"68-3糯"	"68-3 NUO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"上海崇明良种场"	"虹糯系选"	"泸-8639"	"粳"	"晚"	"水"	"糯"	"乳白"	"无"	"椭圆"	"中"	"紫"	"黄"	"70"	"9.20"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"上海"	"选育"
"I1A24081"	"ZD-00557"	"南京1号"	"NAN JING 1 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"江苏农科院"	"胜利籼/中农49号"	"苏72941"	"籼"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"中"	"秆黄"	"秆黄"	"138"	"8.7"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"7"	"9"	" "	"9"	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A24082"	"ZD-00558"	"南京2号"	"NAN JING 2 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"江苏农科院"	"胜利籼/中农4号"	"苏72943"	"籼"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"中"	"秆黄"	"秆黄"	"135"	"8.7"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"9"	"9"	" "	"9"	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A24083"	"ZD-00559"	"南京6号"	"NAN JING 6 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"江苏农科院"	"胜利籼/中农4号"	"苏72943"	"籼"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"中"	"秆黄"	"秆黄"	"135"	"8.5"	"77.95"	"68.90"	" "	"7.20"	"0.340"	"75.71"	"24.6"	"59.5"	"5.5"	"30"	"9"	"9"	" "	"7"	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A24084"	"ZD-00560"	"南京11号"	"NAN JING 11 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"江苏农科院"	"南京6号/二九矮4号"	"苏72945"	"籼"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"中"	"秆黄"	"黄"	"90"	"8.13"	"79.70"	"70.25"	" "	"8.70"	"0.400"	"77.07"	"23.9"	"61.8"	"5.5"	"30"	"1"	"9"	" "	"9"	"7"	" "	" "	" "	" "	"江苏"	"选育"
"I1A24085"	"ZD-00561"	"南京12号"	"NAN JING 12 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"江苏农科院"	"南京6号/九矮4号"	"苏72946"	"籼"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"黄"	"93"	"8.10"	"78.95"	"71.13"	" "	"6.90"	"0.330"	"77.76"	"18.7"	"67.7"	"5.0"	"30"	"1"	"9"	" "	"9"	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A24086"	"ZD-00562"	"南京14号"	"NAN JING 14 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"江苏农科院"	"麻阳籼/广场矮"	"苏72948"	"籼"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"中"	"紫褐"	"秆黄"	"84"	"8.17"	"79.38"	"70.00"	" "	"8.00"	"0.370"	"79.23"	"23.2"	"64.8"	"5.0"	"30"	"0"	"8"	" "	"9"	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A38425"	"ZD-00563"	"3303"	"3303"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"江苏农科院"	"Africa/IR579-48-2-1"	"扬410"	"籼"	"中"	"水"	"粘"	"白"	"无"	"细长"	"长"	"秆黄"	"秆黄"	"89"	"8.19"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A38426"	"ZD-00564"	"3311"	"3311"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"江苏农科院"	"Sarinam/IR579-43-2"	"苏411"	"籼"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"中"	"秆黄"	"秆黄"	"79"	"8.19"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A24087"	"ZD-00565"	"南粳7号"	"NAN JING 7 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏农科院"	"农垦57系选"	"苏72953"	"粳"	"中"	"水"	"粘"	"白"	"无"	"阔卵"	"中"	"秆黄"	"秆黄"	"中"	"8.20"	"81.25"	"71.88"	" "	"9.10"	"0.370"	"81.85"	"12.4"	"78.5"	"5.5"	"65"	"9"	"2"	" "	"9"	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A24088"	"ZD-00566"	"南粳8号"	"NAN JING 8 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏农科院"	"农垦57系选"	"苏72954"	"粳"	"中"	"水"	"粘"	"白"	"无"	"阔卵"	"中"	"秆黄"	"秆黄"	"104"	"8.22"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A24089"	"ZD-00567"	"南粳11号"	"NAN JING 11 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏农科院"	"农垦57系选"	"苏72956"	"粳"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"101"	"8.21"	"82.10"	"74.08"	" "	"7.10"	"0.330"	"79.80"	"12.0"	"76.7"	"6.0"	"64"	"1"	"1"	" "	"9"	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A24090"	"ZD-00568"	"南粳15号"	"NAN JING 15 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏农科院"	"农垦57/农垦51"	"苏72960"	"粳"	"中"	"水"	"粘"	"白"	"无"	"阔卵"	"短"	"秆黄"	"秆黄"	"100"	"8.17"	"80.33"	"71.43"	" "	"7.10"	"0.320"	"79.69"	"12.4"	"76.1"	"5.0"	"52"	"9"	"1"	" "	"9"	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A24091"	"ZD-00569"	"南粳23号"	"NAN JING 23 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏农科院"	"辐射处理20025(自然杂交种)"	"苏72968"	"粳"	"中"	"水"	"粘"	"白"	"无"	"阔卵"	"短"	"秆黄"	"黄"	"97"	"8.19"	"81.85"	"74.90"	" "	"6.90"	"0.290"	"81.85"	"15.4"	"75.5"	"5.5"	"41"	"9"	"3"	" "	"9"	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A24092"	"ZD-00570"	"南粳31号"	"NAN JING 31 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏农科院"	"桂花黄/农垦46"	"苏72973"	"粳"	"中"	"水"	"粘"	"白"	"无"	"阔卵"	"短"	"秆黄"	"秆黄"	"102"	"8.14"	"78.85"	"71.40"	" "	"7.40"	"0.320"	"79.46"	"13.8"	"74.5"	"5.5"	"41"	"9"	"7"	" "	"9"	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A24093"	"ZD-00571"	"南粳32号"	"NAN JING 32 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏农科院"	"桂花黄/农垦46"	"苏72974"	"粳"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"中"	"秆黄"	"秆黄"	"102"	"8.17"	"78.85"	"70.78"	" "	"7.20"	"0.310"	"79.23"	"14.8"	"73.3"	"5.5"	"43"	"9"	"5"	" "	"9"	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A24094"	"ZD-00572"	"南粳33号"	"NAN JING 33 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏农科院"	"桂花黄/农垦46"	"苏72975"	"粳"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"99"	"8.14"	"79.78"	"71.79"	" "	"5.80"	"0.270"	"79.46"	"12.4"	"75.9"	"5.5"	"36"	"5"	"5"	" "	"9"	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A24095"	"ZD-00573"	"南粳34号"	"NAN JING 34 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏农科院"	"早丰钴+微波"	"苏"	"粳"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"中"	"秆黄"	"秆黄"	"86"	"9.14"	"79.45"	"71.50"	" "	"6.40"	"0.280"	"79.23"	"14.4"	"73.6"	"5.5"	"55"	"7"	"3"	" "	"9"	"7"	" "	" "	" "	" "	"江苏"	"选育"
"I1A24096"	"ZD-00574"	"公社1号"	"GONG SHE 1 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏农科院"	"853中系选"	"苏"	"粳"	"晚"	"水"	"粘"	"白"	" "	"椭圆"	" "	" "	" "	" "	" "	"81.75"	"73.58"	" "	"6.20"	"0.280"	"79.01"	"14.7"	"73.1"	"6.0"	"30"	"9"	"3"	" "	"9"	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A24097"	"ZD-00575"	"公社3号"	"GONG SHE 3 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏农科院"	"白壳矮日红中系选"	"苏"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"阔卵"	"中"	" "	"褐斑秆黄"	" "	" "	"78.83"	"70.95"	" "	"6.30"	"0.290"	"81.40"	"16.3"	"74.1"	"5.5"	"42"	"9"	"2"	" "	"9"	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A24098"	"ZD-00576"	"公社6号"	"GONG SHE 6 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏农科院"	"853中系选"	"苏"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"紫褐"	"褐斑秆黄"	" "	" "	"81.30"	"73.18"	" "	"6.80"	"0.300"	"78.21"	"15.2"	"71.7"	"5.5"	"56"	"9"	"2"	" "	"9"	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A24099"	"ZD-00577"	"公社12号"	"GONG SHE 12 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏农科院"	"农垦58/大粒1号"	"苏"	"粳"	"晚"	"水"	"粘"	"白"	" "	" "	" "	" "	" "	" "	" "	"81.23"	"73.10"	" "	"6.60"	"0.280"	"78.10"	"15.6"	"71.2"	"5.5"	"48"	"9"	"3"	" "	"9"	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A24100"	"ZD-00578"	"公社16号"	"GONG SHE 16 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏农科院"	"农垦58/853"	"江苏617"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"88"	"9.3"	"79.90"	"71.45"	" "	"6.30"	"0.310"	"81.51"	"15.2"	"75.3"	"7.0"	"30"	"9"	"3"	" "	"9"	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A46868"	"ZD-00579"	"矮鬼"	"AI GUI"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏农学院"	"黄壳早系选"	"苏农"	"粳"	"中"	"水"	"粘"	"白"	"无"	"短圆"	"短"	" "	"褐"	"44"	"8.10"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A24101"	"ZD-00580"	"扬糯2号"	"YANG NUO 2 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏农学院"	"农垦57系选"	"苏农"	"粳"	"中"	"水"	"糯"	"乳白"	"无"	"椭圆"	"中"	"紫褐"	"褐斑秆黄"	"105"	"8.14"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"9"	"3"	" "	"9"	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A24102"	"ZD-00581"	"扬糯3号"	"YANG NUO 3 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏农学院"	"农垦57系选"	"苏农"	"粳"	"中"	"水"	"糯"	"乳白"	"无"	"椭圆"	"中"	"紫褐"	"黄"	"105"	"8.11"	"81.40"	"73.25"	" "	"9.10"	"0.400"	"77.87"	" "	"86.5"	"5.0"	"100"	"7"	"3"	" "	"9"	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A24103"	"ZD-00582"	"扬糯4号"	"YANG NUO 4 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏农学院"	"农垦57系选"	"苏农"	"粳"	"中"	"水"	"糯"	"乳白"	"无"	"椭圆"	"中"	"紫褐"	"褐斑秆黄"	"95"	"8.9"	"81.63"	"73.45"	" "	"8.90"	"0.420"	"75.93"	" "	"84.4"	"5.0"	"100"	"9"	"3"	" "	"9"	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A24104"	"ZD-00583"	"扬糯5号"	"YANG NUO 5 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏农学院"	"农垦57系选"	"苏农"	"粳"	"中"	"水"	"糯"	"乳白"	"无"	"椭圆"	"中"	"紫褐"	"黄"	"110"	"8.14"	"80.18"	"72.15"	" "	"7.80"	"0.340"	"77.76"	"1.1"	"85.3"	"5.5"	"100"	"7"	"3"	" "	"9"	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A24105"	"ZD-00584"	"扬糯204"	"YANG NUO 204"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏农学院"	"农垦57系选"	"沙洲"	"粳"	"中"	"水"	"糯"	"乳白"	" "	" "	" "	"紫红"	" "	"83"	"9.20"	"80.01"	"72.13"	" "	"6.90"	"0.320"	"80.49"	"1.9"	"87.5"	"5.5"	"100"	"9"	"3"	" "	"9"	" "	" "	" "	" "	"易感干尖线虫病"	"江苏"	"选育"
"I1A24106"	"ZD-00585"	"早桂花糯"	"ZAO GUI HUA NUO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江宁农科院"	"桂花糯系选"	"江宁"	"粳"	"中"	"水"	"糯"	"乳白"	"无"	"短圆"	"短"	"红褐"	"褐斑秆黄"	"81"	"9.15"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A38427"	"ZD-00586"	"霜降倒"	"SHUANG JIANG DAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江浦农场"	"农垦58/黄壳早20日"	"扬618"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"92"	"8.19"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A38428"	"ZD-00587"	"桂花黄"	"GUI HUA HUANG"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"苏州地区农科所"	"倍粒稻系选"	"苏州474"	"粳"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"中"	"秆黄"	"黄"	"79"	"9.14"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"又名苏粳1号"	"江苏"	"选育"
"I1A38429"	"ZD-00588"	"苏粳6号"	"SU JING 6 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"苏州地区农科所"	"倍粒稻系选"	"苏州地区所"	"粳"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"中"	"秆黄"	"黄"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A24107"	"ZD-00589"	"412"	"412"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"苏州地区农科所"	"从314选出"	"苏4811"	"粳"	"晚早"	"水"	"粘"	"白"	"短"	"阔卵"	"短"	"褐"	"银灰褐"	"141"	"8.31"	"79.48"	"71.53"	" "	"5.80"	"0.280"	"78.89"	"22.9"	"64.8"	"6.0"	"30"	"9"	"3"	" "	"7"	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A38430"	"ZD-00590"	"853"	"853"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"苏州地区农科所"	"农家品种系选"	"苏州401"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	"中"	"红褐"	"褐斑秆黄"	"81"	"9.22"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A24108"	"ZD-00591"	"苏稻1号"	"SU DAO 1 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"苏州地区农科所"	"853品种内杂交"	"镇1961"	"粳"	"晚"	"水"	"粘"	"白"	" "	" "	" "	" "	" "	" "	"9.7"	"82.55"	"74.30"	" "	"6.10"	"0.290"	"80.15"	"15.2"	"73.8"	"5.5"	"37"	"9"	"3"	" "	"9"	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A24109"	"ZD-00592"	"苏粳2号"	"SU JING 2 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"苏州地区农科所"	"嘉农08系选"	"苏州412"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"红褐"	"褐斑秆黄"	"81"	"9.22"	"70.23"	"63.20"	" "	"6.10"	"0.280"	"76.96"	"15.5"	"70.0"	"6.0"	"30"	"9"	"2"	" "	"9"	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A38431"	"ZD-00593"	"苏粳3号"	"SU JING 3 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"苏州地区农科所"	"农垦58/菊花黄"	"苏州地区所"	"粳"	"晚"	"水"	"粘"	"白"	"无"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A24110"	"ZD-00594"	"苏粳4号"	"SU JING 4 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"苏州地区农科所"	"农垦58/菊花黄//农垦58"	"苏州411"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"83"	"9.29"	"81.20"	"73.08"	" "	"4.70"	"0.260"	"80.94"	"17.7"	"72.3"	"5.0"	"48"	"9"	"1"	" "	"9"	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A46869"	"ZD-00595"	"通红1号"	"TONG HONG 1 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"吴县通安农站"	" "	"沙州"	"籼"	"早"	"水"	"粘"	"白"	"无"	" "	" "	" "	" "	"61"	"7.8"	"79.88"	"72.25"	" "	"8.21"	"0.300"	"81.15"	"14.0"	"76.1"	"5.0"	"78"	" "	" "	" "	" "	" "	" "	" "	" "	" "	"江苏"	"选育"
