"id"	"熟性"	"炭疽病指"	"保存编号"	"品种名称"	"着果方向"	"食熟果皮色"	"维生素C"	"CMV病指"	"CMV发病率"	"果肉厚"	"统一编号"	"TMV发病率"	"风味"	"老熟种果色"	"外皮薄厚"	"亩产"	"单果重"	"译名"	"备注"	"省"	"首花节位"	"TMV病指"	"果实水分"	"生育期"	"保存单位"	"果形"	"干物质"	"用途"	"辣椒素"	"种子来源"	"株高"	"抗逆性"	"炭疽发病率"	"种质库编号"	"栽培季节"
"1"	"晚"	"2.5800"	"Cf4(85)"	"安庆迟椒"	"向下"	"绿"	"107.70"	"1.3000"	"96.00"	"0.3"	"V06C0001"	"100.00"	"极辣"	"红"	"厚"	"2000"	"17.0"	"AN QING CHI JIAO"	"--"	"安徽"	"8"	"-0.0500"	"--"	"50"	"安徽农科院园艺所"	"圆锥形"	"12.0169"	"熟食制干"	"0.193"	"安徽安庆市"	"40.0"	"耐湿"	"48.3"	"Ⅱ6C0020"	"4上-7下"
"2"	"晚"	"2.3300"	"G7(81)"	"巴齿椒"	"向下"	"绿"	"96.20"	"1.3000"	"100.00"	"0.3"	"V06C0002"	"100.00"	"极辣"	"红"	"--"	"1250"	"50.0"	"BA CHI JIAO"	"--"	"安徽"	"9"	"0.3400"	"少"	"65"	"安徽农科院园艺所"	"长柱形"	"12.2889"	"熟食"	"0.051"	"安徽安庆市"	"50.0"	"强"	"41.7"	"Ⅱ6C0057"	"4上-6下"
"3"	"中"	"0.4700"	"CF20(87)"	"青皮椒"	"向下"	"绿"	"124.71"	"1.2300"	"100.00"	"0.2"	"V06C0003"	"100.00"	"中辣"	"红"	"厚"	"1200"	"12.0"	"QING PI JIAO"	"*"	"安徽"	"5"	"1.2300"	"--"	"80"	"安徽农科院园艺所"	"其它"	"17.6700"	"生食腌制"	"0.121"	"安徽阜南县"	"60.0"	"弱"	"95.1"	"Ⅱ6C0761"	"4上-7中"
"4"	"晚"	"3.1800"	"Cf2(84)"	"善厚椒"	"向下"	"绿"	"81.40"	"1.3000"	"100.00"	"0.3"	"V06C0004"	"100.00"	"中辣"	"红"	"厚"	"2500"	"33.0"	"SHAN HOU JIAO"	"--"	"安徽"	"14"	"0.9300"	"--"	"50"	"安徽农科院园艺所"	"圆锥形"	"11.2630"	"腌制"	"0.013"	"安徽和县"	"71.5"	"耐湿热"	"16.7"	"Ⅱ6C0018"	"5中下-10中下"
"5"	"早"	"2.2400"	"Cf5(85)"	"凹顶四叶椒"	"向下"	"绿"	"102.50"	"1.4000"	"90.00"	"0.1"	"V06C0005"	"68.00"	"微辣"	"红"	"--"	"625"	"15.0"	"AO DING SI YE JIAO"	"--"	"安徽"	"4"	"0.1900"	"少"	"50"	"安徽农科院园艺所"	"方灯笼形"	"12.5790"	"熟食"	"0.019"	"安徽合肥市"	"35.0"	"弱"	"60.0"	"Ⅱ6C0021"	"4上-5下"
"6"	"早"	"2.3900"	"Cf6(85)"	"凸顶四叶椒"	"向下"	"绿"	"76.00"	"1.3000"	"100.00"	"0.1"	"V06C0006"	"100.00"	"微辣"	"红"	"--"	"625"	"15.0"	"TU DING SI YE JIAO"	"--"	"安徽"	"4"	"0.4500"	"少"	"50"	"安徽农科院园艺所"	"方灯笼形"	"12.8015"	"熟食"	"0.011"	"安徽合肥市"	"35.0"	"弱"	"33.3"	"Ⅱ6C0022"	"4上-5下"
"7"	"早"	"2.2000"	"Cf3(81)"	"合肥四叶椒"	"向下"	"绿"	"103.16"	"1.4000"	"85.00"	"0.1"	"V06C0007"	"41.00"	"微辣"	"红"	"薄"	"750"	"15.0"	"HE FEI SI YE JIAO"	"*"	"安徽"	"5"	"2.1400"	"少"	"38"	"安徽农科院园艺所"	"长柱形"	"16.0457"	"生食"	"0.143"	"安徽合肥市"	"35.0"	"耐寒"	"64.0"	"Ⅱ6C0019"	"4上-5中下"
"8"	"晚"	"0.9200"	"Cf34(88)"	"小青椒"	"向下"	"绿"	"109.12"	"1.3900"	"100.00"	"0.2"	"V06C0008"	"0.00"	"极辣"	"红"	"薄"	"1750"	"5.0"	"XIAO QING JIAO"	"--"	"安徽"	"8"	"--"	"少"	"50"	"安徽农科院园艺所"	"圆锥形"	"18.6900"	"制干"	"0.192"	"安徽怀远县"	"45.0"	"强"	"98.3"	"Ⅱ6C0900"	"4上-11上"
"9"	"晚"	"1.2700"	"Cf11(86)"	"漫水河柿子椒"	"向下"	"绿"	"99.70"	"1.0300"	"100.00"	"0.4"	"V06C0009"	"100.00"	"微辣"	"红"	"厚"	"1625"	"35.0"	"MAN SHUI HE SHI ZI JIAO"	"--"	"安徽"	"8"	"0.6000"	"少"	"70"	"安徽农科院园艺所"	"扁圆形"	"12.4800"	"生食"	"0.017"	"安徽霍山县"	"55.0"	"强"	"95.5"	"Ⅱ6C0466"	"6中-11中"
"10"	"早"	"0.9700"	"Cf14(87)"	"大五子"	"向下"	"绿"	"80.25"	"1.3200"	"100.00"	"0.2"	"V06C0010"	"86.00"	"极辣"	"红"	"厚"	"3000"	"8.5"	"DA WU ZI"	"*"	"安徽"	"7"	"1.1400"	"少"	"50"	"安徽农科院园艺所"	"圆锥形"	"10.5200"	"生食腌制"	"0.073"	"安徽嘉山县"	"40.0"	"耐寒旱"	"100.0"	"Ⅱ6C0524"	"4上-5下"
"11"	"早"	"0.9800"	"Cf15(87)"	"小五子"	"向下"	"绿"	"75.06"	"0.9000"	"100.00"	"0.3"	"V06C0011"	"100.00"	"极辣"	"紫"	"厚"	"2500"	"7.5"	"XIAO WU ZI"	"*"	"安徽"	"5"	"1.0100"	"少"	"50"	"安徽农科院园艺所"	"圆锥形"	"10.5800"	"生食腌制"	"0.088"	"安徽嘉山县"	"35.0"	"耐热寒"	"88.1"	"Ⅱ6C0525"	"4上-5下"
"12"	"晚"	"1.3800"	"Cf33(88)"	"临泉迟大椒"	"向下"	"绿"	"87.95"	"1.3900"	"100.00"	"0.3"	"V06C0012"	"100.00"	"极辣"	"紫"	"厚"	"2250"	"30.0"	"LIN QUAN CHI DA JIAO"	"--"	"安徽"	"10"	"1.6700"	"中"	"70"	"安徽农科院园艺所"	"圆锥形"	"16.1500"	"制干"	"0.116"	"安徽临泉县"	"70.0"	"强"	"78.3"	"Ⅱ6C0869"	"4上-11上"
"13"	"中"	"--"	"Cf24(86)"	"皖选3号辣椒"	"向下"	"绿"	"--"	"--"	"--"	"0.3"	"V06C0013"	"--"	"微辣"	"红"	"厚"	"2500"	"27.0"	"WAN XUAN 3 HAO LA JIAO"	"--"	"安徽"	"7"	"--"	"中"	"55"	"安徽农科院园艺所"	"圆锥形"	"--"	"熟食"	"--"	"安徽农科院园艺所"	"50.0"	"强"	"--"	"Ⅱ6C1045"	"4上-7下"
"14"	"晚"	"--"	"Cf10(86)"	"七井山长角椒"	"向下"	"绿"	"--"	"--"	"--"	"0.3"	"V06C0014"	"--"	"中辣"	"红"	"厚"	"1750"	"25.0"	"QI JING SHAN CHANG JIAO JIAO"	"*"	"安徽"	"8"	"--"	"多"	"90"	"安徽农科院园艺所"	"圆锥形"	"--"	"生食腌制"	"--"	"安徽石台县"	"85.0"	"耐旱"	"--"	"Ⅱ6C0465"	"4上中-7上中"
"15"	"晚"	"0.9000"	"Cf16(87)"	"七井灯开椒"	"向下"	"绿"	"105.70"	"0.9900"	"100.00"	"0.3"	"V06C0015"	"100.00"	"中辣"	"红"	"厚"	"1625"	"20.0"	"QI JING DENG KAI JIAO"	"*"	"安徽"	"5"	"0.8000"	"多"	"80"	"安徽农科院园艺所"	"方灯笼形"	"10.1900"	"生食腌制"	"0.118"	"安徽石台县"	"65.0"	"耐热旱"	"100.0"	"Ⅱ6C0526"	"4上中-6下"
"16"	"中"	"0.8533"	"Cs9(86)"	"寿县尖椒"	"向下"	"绿"	"125.96"	"1.8147"	"34.50"	"0.1"	"V06C0016"	"4.00"	"中辣"	"紫"	"薄"	"1250"	"12.5"	"SHOU XIAN JIAN JIAO"	"*切制干辣椒丝品种"	"安徽"	"7"	"4.0641"	"少"	"60"	"安徽农科院园艺所"	"方灯笼形"	"13.8100"	"生食制干"	"0.020"	"安徽寿县"	"55.0"	"耐旱"	"18.5"	"Ⅱ6C0145"	"4上-6上"
"17"	"晚"	"0.2700"	"CF19(87)"	"大线椒"	"向下"	"绿"	"133.18"	"1.7000"	"100.00"	"0.2"	"V06C0017"	"100.00"	"极辣"	"红"	"薄"	"1500"	"8.0"	"DA XIAN JIAO"	"--"	"安徽"	"9"	"0.7400"	"少"	"70"	"安徽农科院园艺所"	"长柱形"	"16.9500"	"制干"	"0.257"	"安徽寿县"	"40.0"	"强"	"100.0"	"Ⅱ6C0758"	"4下-10中"
"18"	"晚"	"1.1300"	"Cf12(86)"	"宿县朝天椒"	"向下"	"绿"	"141.20"	"0.8100"	"100.00"	"0.1"	"V06C0018"	"100.00"	"中辣"	"紫"	"薄"	"250"	"8.0"	"SU XIAN CHAO TIAN JIAO"	"*"	"安徽"	"19"	"0.6700"	"少"	"100"	"安徽农科院园艺所"	"圆锥形"	"27.5700"	"制干"	"0.224"	"安徽宿县"	"98.5"	"耐热旱"	"100.0"	"Ⅱ6C0467"	"4上-7中"
"19"	"晚"	"1.1500"	"CF21(88)"	"望天猴椒"	"向上"	"绿"	"86.03"	"0.5500"	"100.00"	"0.2"	"V06C0019"	"100.00"	"极辣"	"红"	"薄"	"1500"	"4.0"	"WANG TIAN HOU JIAO"	"--"	"安徽"	"8"	"1.0100"	"少"	"65"	"安徽农科院园艺所"	"长柱形"	"18.0100"	"制干"	"0.285"	"安徽滩溪县"	"45.0"	"强"	"91.4"	"Ⅱ6C0772"	"4下-10下"
"20"	"中"	"--"	"Cf37(88)"	"大通尖椒"	"向下"	"绿"	"--"	"--"	"--"	"0.2"	"V06C0020"	"--"	"中辣"	"红"	"薄"	"1750"	"20.0"	"DA TONG JIAN JIAO"	"*"	"安徽"	"4"	"--"	"中"	"70"	"安徽农科院园艺所"	"圆锥形"	"--"	"生食制干"	"--"	"安徽铜陵市"	"50.0"	"--"	"--"	"Ⅱ6C0958"	"4上-6中"
"21"	"晚"	"-0.0800"	"B115"	"羊角椒"	"向下"	"黄"	"72.10"	"0.0500"	"100.00"	"--"	"V06C0035"	"100.00"	"中辣"	"红"	"厚"	"1250"	"18.5"	"YANG JIAO JIAO"	"*"	"北京"	"--"	"-0.8100"	"中"	"--"	"北京蔬菜研究中心"	"圆锥形"	"10.6000"	"制干"	"0.200"	"北京"	"72.5"	"耐热旱"	"75.0"	"Ⅱ6C0302"	"春夏"
"22"	"中"	"0.2300"	"B116"	"线椒"	"向下"	"绿"	"110.60"	"1.9900"	"52.50"	"--"	"V06C0036"	"24.40"	"中辣"	"--"	"薄"	"875"	"15.0"	"XIAN JIAO"	"*"	"北京"	"13"	"5.1100"	"少"	"55"	"北京蔬菜研究中心"	"长柱形"	"9.0000"	"生食制干"	"0.540"	"北京"	"45.0"	"耐热旱"	"55.6"	"Ⅱ6C0301"	"春"
"23"	"早"	"0.7900"	"87-A-16"	"大田菜椒"	"向下"	"绿"	"--"	"1.7392"	"34.10"	"0.4"	"V06C0037"	"30.00"	"甜"	"红"	"--"	"1500"	"16.5"	"DA TIAN CAI JIAO"	"原编"	"福建"	"9"	"1.3639"	"--"	"69"	"福州市蔬菜科研所"	"方灯笼形"	"8.8000"	"--"	"0.010"	"福建大田县"	"81.0"	"中"	"11.1"	"Ⅱ6C0498"	"11下-4上,5中-9下"
"24"	"早"	"-0.5500"	"88-A-53"	"福鼎黄朝天椒"	"向上"	"绿"	"128.60"	"--"	"0.00"	"0.3"	"V06C0038"	"0.00"	"极辣"	"桔黄"	"--"	"265"	"1.6"	"FU DING HUANG CHAO TIAN JIAO"	"--"	"福建"	"5"	"--"	"--"	"62"	"福州市蔬菜科研所"	"圆锥形"	"19.9000"	"--"	"1.110"	"福建福鼎县"	"58.0"	"中"	"88.7"	"Ⅱ6C0685"	"4上-4中,7上-8下"
"25"	"中"	"2.8400"	"89-A-53-1"	"福鼎红朝地椒"	"向下"	"绿"	"44.80"	"2.8800"	"94.70"	"1.8"	"V06C0039"	"100.00"	"--"	"红"	"--"	"1250"	"21.0"	"FU DING HONG CHAO DI JIAO"	"--"	"福建"	"11"	"1.7000"	"--"	"60"	"福州市蔬菜科研所"	"圆锥形"	"9.6000"	"生食腌制"	"0.280"	"福建福鼎县"	"39.0"	"强"	"21.2"	"Ⅱ6C0819"	"12下-7上"
"26"	"晚"	"2.6400"	"88-A-50"	"南平羊角椒"	"向下"	"绿"	"141.60"	"0.9500"	"96.70"	"0.4"	"V06C0048"	"100.00"	"极辣"	"桔黄"	"--"	"250"	"10.0"	"NAN PING YANG JIAO JIAO"	"--"	"福建"	"12"	"-0.6700"	"--"	"100"	"福州市蔬菜科研所"	"长柱形"	"16.7000"	"--"	"0.440"	"福建南平市"	"70.0"	"强"	"33.3"	"Ⅱ6C0682"	"12上-2下,5下-9下"
"27"	"晚"	"1.9100"	"88-A-52"	"南平细朝天椒"	"混生"	"黑"	"93.20"	"2.6700"	"92.30"	"0.2"	"V06C0049"	"100.00"	"极辣"	"红"	"--"	"250"	"0.8"	"NAN PING XI CHAO TIAN JIAO"	"--"	"福建"	"11"	"2.7300"	"--"	"98"	"福州市蔬菜科研所"	"圆锥形"	"18.1000"	"--"	"0.340"	"福建南平市"	"70.0"	"强"	"28.9"	"Ⅱ6C0684"	"11上-2上,4上-7上"
